Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	
000001:	0.007975000000000	0.138110227272727	0.550946590909091	0.176356818181818	0.076281818181818	0.050329545454545		1
000002:	0.004589204545455	0.051099431818182	0.784684659090909	0.122938636363636	0.018102840909091	0.018585227272727		1
000003:	0.013775000000000	0.049093181818182	0.569668181818182	0.130234659090909	0.158988068181818	0.078240909090909		1
000004:	0.006485227272727	0.036882954545455	0.841697727272727	0.062030113636364	0.024551704545455	0.028352272727273		1
000005:	0.006984090909091	0.095822159090909	0.646376704545455	0.160927840909091	0.063133522727273	0.026755681818182		1
000006:	0.020422727272727	0.229546590909091	0.440113636363636	0.097668750000000	0.034296022727273	0.177952272727273		1
000007:	0.012756250000000	0.037641477272727	0.412122727272727	0.343073863636364	0.072561363636364	0.121844318181818		1
000008:	0.435339204545455	0.057511931818182	0.408267045454545	0.081647727272727	0.012155681818182	0.005078409090909		1
000009:	0.010611363636364	0.064555113636364	0.746821590909091	0.136199431818182	0.021552840909091	0.020259659090909		1
000010:	0.009549431818182	0.081672159090909	0.675057954545455	0.128095454545455	0.077201704545455	0.028423295454545		1
000011:	0.010003409090909	0.018998863636364	0.028086363636364	0.001959090909091	0.072033522727273	0.868918750000000		1
000012:	0.146166477272727	0.254919318181818	0.307599431818182	0.025317613636364	0.234663636363636	0.031333522727273		1
000013:	0.196367045454545	0.397342045454545	0.324410227272727	0.011256818181818	0.056336931818182	0.014286931818182		1
000014:	0.099132954545455	0.071940909090909	0.714023863636364	0.030985227272727	0.054625000000000	0.029292045454545		1
000015:	0.042680113636364	0.082981250000000	0.663572727272727	0.037495454545455	0.155784090909091	0.017486363636364		1
000016:	0.051665340909091	0.048215909090909	0.807103977272727	0.027867045454545	0.053012500000000	0.012135227272727		1
000017:	0.064810795454545	0.412077272727273	0.259450568181818	0.046658522727273	0.158028977272727	0.058973863636364		1
000018:	0.238345454545455	0.367106818181818	0.138614204545455	0.027802272727273	0.196488636363636	0.031642613636364		1
000019:	0.032861931818182	0.041309090909091	0.059414204545455	0.009513068181818	0.845451136363636	0.011450568181818		1
000020:	0.037405113636364	0.222484659090909	0.508975568181818	0.031073295454545	0.167115909090909	0.032945454545455		1
000021:	0.048760227272727	0.563869886363636	0.096963636363636	0.015333522727273	0.163916477272727	0.111156250000000		1
000022:	0.058622159090909	0.180876136363636	0.143219318181818	0.027346022727273	0.575817613636364	0.014118750000000		1
000023:	0.141744886363636	0.231812500000000	0.246767045454545	0.030212500000000	0.259072159090909	0.090390909090909		1
000024:	0.146164772727273	0.142660795454545	0.583720454545455	0.024259090909091	0.045780681818182	0.057414204545455		1
000025:	0.313964772727273	0.098506818181818	0.138592613636364	0.020826704545455	0.405207386363636	0.022901704545455		1
000026:	0.057177840909091	0.147246590909091	0.081946022727273	0.014885227272727	0.675438068181818	0.023306250000000		1
000027:	0.088279545454545	0.618321022727273	0.093063068181818	0.010967613636364	0.174045454545455	0.015323295454545		1
000028:	0.048913068181818	0.262926704545455	0.278835795454545	0.046215909090909	0.084859659090909	0.278248863636364		1
000029:	0.088084659090909	0.456320454545455	0.263669886363636	0.029748295454545	0.092990909090909	0.069185795454545		1
000030:	0.109607386363636	0.064950568181818	0.206718181818182	0.052729545454545	0.525822159090909	0.040172159090909		1
000031:	0.164427840909091	0.418212500000000	0.088928409090909	0.021827272727273	0.284675000000000	0.021928977272727		1
000032:	0.079686931818182	0.634377840909091	0.133578409090909	0.019428977272727	0.084785227272727	0.048142613636364		1
000033:	0.022358522727273	0.279160227272727	0.052993750000000	0.014377840909091	0.586862500000000	0.044247159090909		1
000034:	0.075662500000000	0.125182386363636	0.728073863636364	0.013301136363636	0.032497159090909	0.025282954545455		1
000035:	0.159559090909091	0.520721022727273	0.098963636363636	0.063294318181818	0.104880681818182	0.052581250000000		1
000036:	0.203930113636364	0.700557954545455	0.063897159090909	0.004572159090909	0.016756818181818	0.010285795454545		1
000037:	0.918705681818182	0.054161363636364	0.019735227272727	0.001201136363636	0.003052272727273	0.003144318181818		1
