Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	
000001:	0.898339204545455	0.101660795454545		1
000002:	0.978711931818182	0.021288068181818		1
000003:	0.968060227272727	0.031939772727273		1
000004:	0.981267613636364	0.018732386363636		1
000005:	0.958386363636364	0.041613636363636		1
000006:	0.916694886363636	0.083305113636364		1
000007:	0.984507954545455	0.015492045454545		1
000008:	0.974222159090909	0.025777840909091		1
000009:	0.973236363636364	0.026763636363636		1
000010:	0.931202272727273	0.068797727272727		1
000011:	0.399809659090909	0.600190340909091		1
000012:	0.104713068181818	0.895286931818182		1
000013:	0.056734659090909	0.943265340909091		1
000014:	0.477846590909091	0.522153409090909		1
000015:	0.446800568181818	0.553199431818182		1
000016:	0.574092045454546	0.425907954545455		1
000017:	0.324885795454545	0.675114204545455		1
000018:	0.069364204545455	0.930635795454545		1
000019:	0.163113068181818	0.836886931818182		1
000020:	0.229518181818182	0.770481818181818		1
000021:	0.103522727272727	0.896477272727273		1
000022:	0.099308522727273	0.900691477272727		1
000023:	0.153278409090909	0.846721590909091		1
000024:	0.129298295454545	0.870701704545455		1
000025:	0.054630113636364	0.945369886363636		1
000026:	0.053341477272727	0.946658522727273		1
000027:	0.037478977272727	0.962521022727273		1
000028:	0.393183522727273	0.606816477272727		1
000029:	0.125830681818182	0.874169318181818		1
000030:	0.196811363636364	0.803188636363636		1
000031:	0.036771022727273	0.963228977272727		1
000032:	0.077727840909091	0.922272159090909		1
000033:	0.138946590909091	0.861053409090909		1
000034:	0.181331818181818	0.818668181818182		1
000035:	0.104335795454545	0.895664204545455		1
000036:	0.208948863636364	0.791051136363636		1
000037:	0.034128409090909	0.965871590909091		1
000038:	0.269105681818182	0.730894318181818		1
000039:	0.049912500000000	0.950087500000000		1
000040:	0.249930113636364	0.750069886363636		1
000041:	0.076642613636364	0.923357386363636		1
000042:	0.047515909090909	0.952484090909091		1
000043:	0.356157386363636	0.643842613636364		1
000044:	0.115421022727273	0.884578977272727		1
000045:	0.040413636363636	0.959586363636364		1
000046:	0.222882386363636	0.777117613636364		1
000047:	0.378115340909091	0.621884659090909		1
000048:	0.859289772727273	0.140710227272727		1
000049:	0.421475568181818	0.578524431818182		1
000050:	0.350468750000000	0.649531250000000		1
000051:	0.901725568181818	0.098274431818182		1
000052:	0.867792613636364	0.132207386363636		1
000053:	0.265744318181818	0.734255681818182		1
000054:	0.176026136363636	0.823973863636364		1
000055:	0.755028977272727	0.244971022727273		1
000056:	0.498888068181818	0.501111931818182		1
000057:	0.355218750000000	0.644781250000000		1
000058:	0.155587500000000	0.844412500000000		1
000059:	0.093848295454545	0.906151704545455		1
000060:	0.525956818181818	0.474043181818182		1
000061:	0.302526704545455	0.697473295454546		1
000062:	0.832284090909091	0.167715909090909		1
000063:	0.883656250000000	0.116343750000000		1
000064:	0.947317613636364	0.052682386363636		1
000065:	0.856851136363636	0.143148863636364		1
