Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	
000001:	0.324969318181818	0.048056250000000	0.115775568181818	0.236032386363636	0.140670454545455	0.126611931818182	0.007884090909091		1
000002:	0.041234659090909	0.020795454545455	0.062610795454545	0.826020454545455	0.016080113636364	0.027047727272727	0.006210795454545		1
000003:	0.573550000000000	0.086604545454545	0.048389204545455	0.204159090909091	0.028588068181818	0.044486931818182	0.014222159090909		1
000004:	0.124002840909091	0.019796022727273	0.030330681818182	0.252454545454545	0.020558522727273	0.539528409090909	0.013328977272727		1
000005:	0.615972727272727	0.044834659090909	0.029035795454545	0.245469318181818	0.036444318181818	0.022323295454545	0.005919886363636		1
000006:	0.069561363636364	0.036901136363636	0.044316477272727	0.478811363636364	0.044290909090909	0.315365909090909	0.010752840909091		1
000007:	0.252108522727273	0.096113636363636	0.070252840909091	0.493760795454545	0.049104545454545	0.027913636363636	0.010746022727273		1
000008:	0.062206818181818	0.052308522727273	0.039345454545455	0.776071590909091	0.024203409090909	0.035601704545455	0.010262500000000		1
000009:	0.029066477272727	0.025017613636364	0.054589204545455	0.844101136363636	0.015047727272727	0.028260227272727	0.003917613636364		1
000010:	0.001057386363636	0.000385795454545	0.000968181818182	0.006528977272727	0.000359659090909	0.000915909090909	0.989784090909091		1
000011:	0.404177272727273	0.117321022727273	0.076073295454545	0.037795454545455	0.085470454545455	0.163754545454545	0.115407954545455		1
000012:	0.125625568181818	0.032109090909091	0.140914772727273	0.052521590909091	0.360143750000000	0.219073295454545	0.069611931818182		1
000013:	0.075014772727273	0.028034090909091	0.123855113636364	0.036305681818182	0.192729545454545	0.263719886363636	0.280340909090909		1
000014:	0.027058522727273	0.013569886363636	0.016938068181818	0.051732954545455	0.040367613636364	0.808401136363636	0.041931818181818		1
000015:	0.316948863636364	0.015165340909091	0.065830681818182	0.095524431818182	0.184566477272727	0.289894886363636	0.032069318181818		1
000016:	0.007320454545455	0.003714204545455	0.003128409090909	0.005648863636364	0.011938068181818	0.964844318181818	0.003405681818182		1
000017:	0.228340909090909	0.040554545454545	0.304589204545455	0.068875000000000	0.232839772727273	0.091991477272727	0.032809090909091		1
000018:	0.052909659090909	0.025215340909091	0.045006818181818	0.053534659090909	0.552656250000000	0.065724431818182	0.204952840909091		1
000019:	0.428457386363636	0.040389772727273	0.258201704545455	0.072757954545455	0.098623863636364	0.034014204545455	0.067555113636364		1
000020:	0.075276704545455	0.086264204545455	0.092982954545455	0.107661363636364	0.267445454545455	0.340019886363636	0.030349431818182		1
000021:	0.035396590909091	0.126602272727273	0.385656818181818	0.035888068181818	0.342923863636364	0.032381250000000	0.041151136363636		1
000022:	0.135403409090909	0.025229545454545	0.380455681818182	0.066334659090909	0.231976136363636	0.100846590909091	0.059753977272727		1
000023:	0.440766477272727	0.053501704545455	0.122608522727273	0.035803977272727	0.175523863636364	0.051660795454545	0.120134659090909		1
000024:	0.017132954545455	0.009730113636364	0.009918750000000	0.011314204545455	0.044286363636364	0.879390909090909	0.028226704545455		1
000025:	0.074946022727273	0.029063636363636	0.117619318181818	0.046954545454545	0.187706818181818	0.184042613636364	0.359667045454545		1
000026:	0.098851704545455	0.023180681818182	0.299217613636364	0.030595454545455	0.424174431818182	0.038361363636364	0.085618750000000		1
000027:	0.065046590909091	0.018544318181818	0.038846590909091	0.032929545454545	0.691090909090909	0.075049431818182	0.078492613636364		1
000028:	0.079477840909091	0.398564204545455	0.139421022727273	0.038254545454545	0.262222159090909	0.046786931818182	0.035273295454545		1
000029:	0.102140909090909	0.053632954545455	0.117981250000000	0.105652840909091	0.449392613636364	0.109460227272727	0.061739204545455		1
000030:	0.165072727272727	0.059585227272727	0.225856818181818	0.044306250000000	0.208100000000000	0.194680681818182	0.102398295454545		1
000031:	0.054954545454545	0.022695454545455	0.042262500000000	0.033499431818182	0.691268181818182	0.061118750000000	0.094201136363636		1
000032:	0.039086363636364	0.031076136363636	0.065617613636364	0.039645454545455	0.691510227272727	0.081563636363636	0.051500568181818		1
