Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	
000001:	0.056365340909091	0.847702272727273	0.095932386363636		1
000002:	0.011080681818182	0.948121022727273	0.040798295454545		1
000003:	0.030874431818182	0.882847727272727	0.086277840909091		1
000004:	0.018836363636364	0.941285795454545	0.039877840909091		1
000005:	0.016043181818182	0.964563068181818	0.019393750000000		1
000006:	0.067321590909091	0.862928977272727	0.069749431818182		1
000007:	0.013092045454545	0.861596590909091	0.125311363636364		1
000008:	0.014215340909091	0.937797727272727	0.047986931818182		1
000009:	0.018951704545455	0.940471022727273	0.040577272727273		1
000010:	0.033311363636364	0.918556818181818	0.048131818181818		1
000011:	0.297960227272727	0.488157954545455	0.213881818181818		1
000012:	0.647546590909091	0.321323295454545	0.031130113636364		1
000013:	0.861642613636364	0.105784090909091	0.032573295454545		1
000014:	0.250117045454545	0.698836363636364	0.051046590909091		1
000015:	0.136422727272727	0.837569318181818	0.026007954545455		1
000016:	0.110959659090909	0.796561931818182	0.092478409090909		1
000017:	0.270014772727273	0.677268750000000	0.052716477272727		1
000018:	0.897633522727273	0.074352272727273	0.028014204545455		1
000019:	0.579151136363636	0.382172159090909	0.038676704545455		1
000020:	0.339748295454545	0.620540340909091	0.039711363636364		1
000021:	0.759182386363636	0.115181818181818	0.125635795454545		1
000022:	0.519770454545455	0.460663636363636	0.019565909090909		1
000023:	0.655447159090909	0.249135227272727	0.095417613636364		1
000024:	0.570622159090909	0.338488636363636	0.090889204545455		1
000025:	0.828997159090909	0.134478409090909	0.036524431818182		1
000026:	0.803766477272727	0.160261363636364	0.035972159090909		1
000027:	0.918095454545454	0.064434090909091	0.017470454545455		1
000028:	0.292673295454545	0.521573295454545	0.185753409090909		1
000029:	0.586396590909091	0.348680113636364	0.064923295454545		1
000030:	0.434305113636364	0.427116477272727	0.138578409090909		1
000031:	0.923956818181818	0.057582386363636	0.018460795454545		1
000032:	0.804956818181818	0.148773863636364	0.046269318181818		1
000033:	0.540547727272727	0.378819886363636	0.080632386363636		1
000034:	0.258002840909091	0.670515340909091	0.071481818181818		1
000035:	0.810946590909091	0.081468750000000	0.107584659090909		1
000036:	0.444800000000000	0.447692045454545	0.107507954545455		1
000037:	0.746374431818182	0.228043750000000	0.025581818181818		1
000038:	0.498005681818182	0.231596022727273	0.270398295454545		1
000039:	0.812865909090909	0.158906818181818	0.028227272727273		1
000040:	0.421030113636364	0.473623863636364	0.105346022727273		1
000041:	0.695597159090909	0.257878977272727	0.046523863636364		1
000042:	0.885590340909091	0.079944318181818	0.034465340909091		1
000043:	0.222570454545455	0.732090909090909	0.045338636363636		1
