30000	8	1	
0	0	0	0	0	0	0	0	
0.324521	0.378102	0.463501	0.417564	0.316788	0.255972	0.375838	0.466214	
0.460744	0.561769	0.526639	0.540999	0.49175	0.455661	0.572348	0.732919	
0.455585	0.452807	0.4371	0.553546	0.49772	0.488764	0.647873	0.752487	
0.585454	0.602948	0.584304	0.57693	0.551864	0.489919	0.612606	0.764114	
0.526064	0.646383	0.682733	0.572331	0.631078	0.527841	0.710389	0.834631	
0.583193	0.519206	0.596807	0.59284	0.516286	0.587428	0.651107	0.737847	
0.609985	0.699181	0.637647	0.66033	0.716687	0.606631	0.567347	0.844919	
0.469595	0.744573	0.62206	0.626385	0.594435	0.651213	0.644556	0.863868	
0.609107	0.73875	0.50045	0.554446	0.623641	0.61198	0.675618	0.813751	
0.476882	0.594732	0.60651	0.609092	0.628993	0.606197	0.635701	0.826234	
0.522833	0.659868	0.59559	0.459731	0.656741	0.605941	0.662001	0.811421	
0.431191	0.630796	0.633582	0.601591	0.549408	0.546687	0.715951	0.757955	
0.452222	0.560455	0.674091	0.53717	0.538529	0.607588	0.632846	0.802515	
0.555189	0.612618	0.594384	0.512313	0.635059	0.588931	0.570361	0.770153	
0.53758	0.564794	0.656979	0.515754	0.648193	0.601511	0.646797	0.777944	
0.634682	0.633703	0.626047	0.531543	0.570299	0.580197	0.622595	0.734678	
0.480941	0.592763	0.601713	0.551237	0.604988	0.612105	0.686126	0.833033	
0.478477	0.519585	0.615133	0.562964	0.593308	0.608934	0.640491	0.714024	
0.466306	0.636189	0.628166	0.561045	0.59383	0.567493	0.680247	0.802172	
0.456774	0.638318	0.612364	0.648221	0.630922	0.583863	0.561538	0.713064	
0.489966	0.623341	0.587915	0.552148	0.552334	0.457793	0.573902	0.731554	
0.382223	0.526276	0.640651	0.598179	0.48911	0.551708	0.545028	0.646606	
0.469648	0.573691	0.642013	0.628721	0.564853	0.534955	0.546683	0.765888	
0.552808	0.541679	0.587499	0.479737	0.563581	0.5688	0.561132	0.744977	
0.504114	0.666722	0.629188	0.595391	0.572703	0.54355	0.54927	0.765591	
0.496504	0.565455	0.57729	0.599934	0.496453	0.50355	0.545069	0.780391	
0.499603	0.594921	0.527509	0.494567	0.468225	0.55063	0.522082	0.795922	
0.458015	0.573019	0.699011	0.518034	0.422127	0.559684	0.600034	0.78835	
0.532436	0.58537	0.446942	0.517122	0.432095	0.594255	0.640526	0.681863	
0.559436	0.530874	0.55036	0.584042	0.510936	0.581409	0.543384	0.780617	
0.388685	0.455276	0.519677	0.619022	0.42733	0.655008	0.659915	0.836929	
0.449129	0.600763	0.478152	0.649	0.488709	0.598874	0.553104	0.757418	
0.42424	0.577765	0.534684	0.53387	0.45756	0.566117	0.590501	0.772564	
0.432758	0.566134	0.410125	0.556673	0.463229	0.540508	0.497066	0.712413	
0.425875	0.588065	0.530296	0.534714	0.547167	0.572019	0.56144	0.806154	
0.420507	0.500049	0.588513	0.594776	0.471579	0.564654	0.611971	0.76475	
0.438915	0.523146	0.560357	0.58134	0.552037	0.554114	0.570803	0.845321	
0.423677	0.601414	0.566372	0.506763	0.473941	0.584177	0.59184	0.72164	
0.5403	0.560704	0.572678	0.573942	0.616962	0.478017	0.549032	0.776559	
0.460699	0.593655	0.633708	0.661499	0.446663	0.524848	0.499516	0.645075	
0.514806	0.518321	0.553796	0.592769	0.529107	0.512768	0.568954	0.779626	
0.373063	0.459037	0.679123	0.52146	0.453411	0.49839	0.485222	0.705599	
0.516787	0.481774	0.599348	0.591296	0.462951	0.481425	0.477957	0.723109	
0.473444	0.522438	0.55018	0.600268	0.511144	0.503574	0.527412	0.735751	
0.488422	0.481129	0.617881	0.54589	0.501201	0.454418	0.575609	0.652749	
0.493538	0.6493	0.553399	0.625139	0.512676	0.531051	0.535749	0.606637	
0.456324	0.600807	0.62157	0.594736	0.35192	0.423258	0.445306	0.547477	
0.47204	0.527083	0.493753	0.562664	0.444699	0.455496	0.47489	0.650752	
0.43662	0.48366	0.459414	0.605373	0.497025	0.446922	0.48905	0.67385	
0.540009	0.473965	0.607445	0.530258	0.424835	0.520761	0.607132	0.679693	
0.43094	0.533184	0.599603	0.597615	0.430532	0.497638	0.445799	0.654868	
0.400623	0.548861	0.561076	0.545591	0.343053	0.456608	0.461179	0.613399	
0.447807	0.514944	0.562391	0.582194	0.471177	0.454075	0.485169	0.635622	
0.448722	0.515053	0.590845	0.650181	0.465264	0.428716	0.571476	0.720612	
0.495099	0.469235	0.576606	0.62567	0.414251	0.428154	0.425038	0.612181	
0.54076	0.494002	0.489516	0.545633	0.494847	0.391189	0.503807	0.707486	
0.570991	0.403102	0.611434	0.538168	0.391549	0.463044	0.530512	0.580941	
0.43828	0.444575	0.507093	0.505701	0.398601	0.539614	0.464412	0.54188	
0.554825	0.489145	0.64069	0.468232	0.437472	0.512589	0.604998	0.583165	
0.538393	0.455703	0.581894	0.475414	0.354377	0.399999	0.486586	0.471053	
0.551463	0.54911	0.592692	0.531386	0.462607	0.437374	0.471278	0.645665	
0.502189	0.484412	0.602346	0.56998	0.396523	0.447066	0.511765	0.580315	
0.465787	0.514668	0.522766	0.524319	0.43432	0.522747	0.516836	0.586981	
0.502416	0.541122	0.542055	0.41706	0.500154	0.507063	0.457817	0.641094	
0.499046	0.48509	0.659883	0.547747	0.391606	0.463827	0.444652	0.631091	
0.505199	0.554224	0.582206	0.449817	0.514345	0.445644	0.423486	0.65995	
0.412058	0.521901	0.554581	0.485603	0.436677	0.482201	0.518262	0.565065	
0.482691	0.569105	0.642272	0.580119	0.359294	0.396625	0.508649	0.629393	
0.496834	0.41132	0.648841	0.420333	0.39367	0.505861	0.461999	0.607547	
0.468527	0.425973	0.690408	0.533408	0.421699	0.562993	0.544715	0.64874	
0.440858	0.498394	0.643334	0.497023	0.449678	0.4307	0.392366	0.644851	
0.462523	0.518958	0.662605	0.485079	0.408211	0.548233	0.539583	0.663978	
0.496788	0.470728	0.550731	0.505142	0.451293	0.427223	0.468153	0.549107	
0.556892	0.454412	0.52372	0.48362	0.496756	0.498315	0.381776	0.625606	
0.496375	0.365525	0.487663	0.491441	0.473122	0.431093	0.457236	0.578001	
0.412033	0.39353	0.537982	0.518212	0.452157	0.458784	0.558514	0.548988	
0.454493	0.545105	0.558762	0.454929	0.403521	0.483282	0.481711	0.503076	
0.420648	0.459426	0.521686	0.567452	0.445961	0.468059	0.455564	0.605365	
0.434497	0.442412	0.526626	0.519534	0.415205	0.532711	0.499334	0.598325	
0.55273	0.502131	0.558481	0.476644	0.409954	0.54393	0.565819	0.617413	
0.528189	0.383908	0.441421	0.567756	0.39905	0.412918	0.467561	0.635624	
0.464583	0.499897	0.608379	0.501067	0.494922	0.444701	0.481473	0.608088	
0.53487	0.504052	0.627615	0.429096	0.470104	0.367151	0.549742	0.716029	
0.566978	0.451029	0.470346	0.408524	0.448944	0.462335	0.552054	0.54586	
0.52589	0.447246	0.553244	0.476008	0.525065	0.339225	0.459613	0.693803	
0.488028	0.474203	0.513341	0.421386	0.56545	0.494685	0.582083	0.617395	
0.414738	0.505351	0.449171	0.473282	0.544085	0.486145	0.539628	0.671123	
0.518961	0.43714	0.477239	0.516442	0.555903	0.400972	0.438073	0.585049	
0.507044	0.507208	0.630225	0.485621	0.508753	0.450388	0.472443	0.705061	
0.540395	0.416849	0.48283	0.532142	0.485363	0.329304	0.473239	0.65352	
0.488409	0.456104	0.529926	0.431893	0.478904	0.455669	0.639215	0.545109	
0.555469	0.434587	0.540709	0.417772	0.473811	0.332733	0.541634	0.55994	
0.385913	0.449692	0.563878	0.470146	0.507983	0.458346	0.48645	0.526187	
