30000	2	1	
0	0	
0.0871157	-0.0837994	
0.18215	0.13075	
0.365223	0.25051	
0.417457	0.379868	
0.547664	0.462581	
0.617227	0.601066	
0.737101	0.640206	
0.767866	0.709008	
0.809493	0.744566	
0.849038	0.810671	
0.886089	0.82025	
0.896494	0.75967	
0.899425	0.831693	
0.937634	0.834989	
0.980667	0.846125	
0.910959	0.935098	
0.990917	0.89371	
0.957444	0.935866	
1.01158	0.861607	
0.951734	0.890825	
1.02104	0.869149	
0.945372	0.903727	
0.956187	0.852349	
0.931391	0.86224	
0.95234	0.858368	
0.943815	0.85666	
0.897537	0.945409	
0.957747	0.97274	
0.898902	0.902193	
1.01002	0.926807	
0.956863	0.851498	
0.936349	0.861113	
0.935111	0.906192	
0.994267	0.88461	
0.890847	0.900977	
0.919413	0.862927	
0.89428	0.884842	
0.938486	0.865099	
0.948678	0.904739	
0.995734	0.871304	
0.935198	0.893301	
0.909833	0.852872	
0.988337	0.888662	
0.938192	0.897605	
0.938162	0.876338	
0.917295	0.85213	
0.977976	0.878883	
0.885144	0.871718	
0.917106	0.921644	
0.863259	0.987424	
0.864189	0.86895	
0.899493	0.870877	
0.902142	0.880195	
0.872372	0.880107	
0.864957	0.906637	
0.873979	0.880691	
0.905736	0.849214	
0.785687	0.840067	
0.815516	0.893841	
0.862372	0.830161	
0.820907	0.7863	
0.86838	0.774702	
0.875776	0.880681	
0.835974	0.841723	
0.906324	0.804553	
0.866088	0.847827	
0.849556	0.838416	
0.87239	0.871821	
0.85966	0.823413	
0.806664	0.837277	
0.801973	0.843483	
0.834865	0.770183	
0.843839	0.749082	
0.778211	0.778964	
0.751668	0.759101	
0.790384	0.817212	
0.74572	0.772696	
0.706103	0.803384	
0.829554	0.794296	
0.754167	0.797269	
0.814098	0.764509	
0.84725	0.749742	
0.819432	0.779686	
0.851144	0.837337	
0.919133	0.718917	
0.836803	0.739389	
0.906663	0.782647	
0.840448	0.697553	
0.82992	0.762464	
0.82967	0.69143	
0.83258	0.785002	
0.884677	0.738432	
0.83628	0.675204	
0.806468	0.767556	
0.768499	0.705112	
0.746856	0.705648	
0.764647	0.621328	
0.775189	0.668695	
0.762002	0.676307	
0.739414	0.649547	
0.818008	0.623256	
0.753708	0.638549	
0.70826	0.747225	
0.725237	0.700758	
0.78012	0.637283	
0.774878	0.59225	
0.744468	0.643719	
0.744582	0.692506	
0.816113	0.604108	
0.777723	0.651384	
0.795538	0.652298	
0.770303	0.632808	
0.753338	0.642239	
0.764233	0.638035	
0.768682	0.642384	
0.73122	0.589688	
0.764922	0.596828	
0.733711	0.685757	
0.689384	0.647494	
0.70657	0.618094	
0.703128	0.591577	
0.639644	0.634698	
0.66511	0.571933	
0.695977	0.6267	
0.653788	0.658844	
0.655571	0.667612	
0.730126	0.680784	
0.677315	0.652045	
0.692078	0.641589	
0.664679	0.619433	
0.702138	0.648905	
0.719238	0.546547	
0.613764	0.583955	
0.657576	0.574762	
0.64259	0.674414	
0.689818	0.659389	
0.712729	0.581491	
0.720551	0.574829	
0.710068	0.645732	
0.712222	0.660745	
0.705812	0.669148	
0.697583	0.639179	
0.75188	0.581152	
0.740169	0.611272	
0.762203	0.52657	
0.721921	0.642443	
0.684856	0.658039	
0.676251	0.653137	
0.639662	0.694641	
0.687173	0.593016	
0.76671	0.525734	
0.629009	0.553032	
0.650462	0.553123	
0.663869	0.531256	
0.711241	0.560113	
0.656141	0.509757	
0.688615	0.578569	
0.665624	0.515453	
0.56351	0.53484	
0.584134	0.472213	
0.62152	0.519707	
0.64364	0.453736	
0.62471	0.510183	
0.623207	0.589894	
0.679155	0.570833	
0.636384	0.505429	
0.689927	0.508823	
0.521422	0.522169	
0.620733	0.475683	
0.572136	0.429837	
0.591588	0.504759	
0.581991	0.485356	
0.654083	0.534753	
0.637998	0.52221	
0.576891	0.431828	
0.503453	0.462891	
0.605382	0.502882	
0.64512	0.471778	
0.600438	0.49073	
0.606394	0.575184	
0.576491	0.515311	
0.570905	0.485088	
0.560401	0.329116	
0.567388	0.404733	
0.608877	0.315271	
0.566431	0.441866	
0.489076	0.448756	
0.560438	0.453052	
0.511247	0.345267	
0.522263	0.414115	
0.532554	0.418085	
0.555329	0.401652	
0.589671	0.398958	
0.567955	0.366933	
0.500932	0.409702	
0.523733	0.398956	
0.512044	0.428369	
0.478141	0.381846	
0.501606	0.362918	
0.456691	0.392475	
0.544182	0.376158	
0.49717	0.399624	
0.496607	0.364394	
0.497504	0.381347	
0.380068	0.369748	
0.48098	0.251284	
0.316779	0.32666	
0.361115	0.332391	
0.38396	0.360261	
0.381436	0.45184	
0.386693	0.411568	
0.418973	0.304496	
0.40049	0.349841	
0.38278	0.378154	
0.348059	0.374758	
0.387155	0.415568	
