30000	5	1	
0	0	0	0	0	
0.41136	0.326862	0.322423	0.342944	0.342197	
0.605039	0.603005	0.468374	0.474488	0.571134	
0.69246	0.708704	0.579122	0.573829	0.641536	
0.729186	0.720389	0.569226	0.615527	0.712221	
0.826626	0.74588	0.629386	0.685427	0.720478	
0.734537	0.701744	0.765637	0.837221	0.674987	
0.749286	0.745778	0.746624	0.730168	0.76517	
0.759931	0.728384	0.681829	0.762795	0.783568	
0.835372	0.822199	0.676135	0.809411	0.786166	
0.878507	0.781697	0.72349	0.823175	0.727738	
0.798757	0.801038	0.77809	0.775587	0.753742	
0.875108	0.741	0.683766	0.869654	0.801714	
0.801281	0.83072	0.668229	0.814959	0.826351	
0.817993	0.842382	0.799133	0.843233	0.926162	
0.8479	0.825205	0.773527	0.865648	0.780236	
0.802392	0.71913	0.785345	0.823709	0.887894	
0.866773	0.800757	0.685753	0.856914	0.896838	
0.874038	0.817465	0.738652	0.90611	0.856171	
0.841809	0.837107	0.723089	0.833939	0.79906	
0.836338	0.702228	0.703319	0.931401	0.812427	
0.857153	0.777671	0.748612	0.830941	0.840384	
0.95521	0.7492	0.76497	0.846505	0.810354	
0.895366	0.687598	0.788402	0.839032	0.772404	
0.853548	0.784073	0.680378	0.826695	0.77037	
0.770966	0.801518	0.679635	0.899152	0.756886	
0.812175	0.754375	0.699719	0.891872	0.731562	
0.850181	0.75358	0.738315	0.73615	0.693918	
0.861729	0.87448	0.639921	0.877114	0.716857	
0.793136	0.780013	0.624706	0.828244	0.704485	
0.851299	0.739115	0.619762	0.823263	0.732381	
0.730913	0.882551	0.628859	0.808684	0.77552	
0.742435	0.746434	0.669267	0.81288	0.87691	
0.759124	0.906706	0.637672	0.696776	0.802427	
0.746225	0.680924	0.680376	0.833964	0.705033	
0.736131	0.774683	0.646176	0.804865	0.781075	
0.708052	0.729412	0.624476	0.739153	0.715757	
0.813489	0.781898	0.589732	0.785633	0.723084	
0.839383	0.704571	0.617353	0.792129	0.668113	
0.72647	0.71639	0.684635	0.75191	0.782282	
0.786545	0.691041	0.691142	0.765165	0.758805	
0.764405	0.81108	0.629276	0.735075	0.645649	
0.774895	0.721666	0.714399	0.81763	0.743937	
0.758786	0.766345	0.712762	0.71155	0.748914	
0.747979	0.746117	0.702392	0.738044	0.77749	
0.807174	0.734015	0.670155	0.766294	0.783032	
0.837687	0.774934	0.708092	0.734533	0.72451	
0.752463	0.818636	0.65469	0.740353	0.719707	
0.839322	0.836485	0.728276	0.762224	0.661501	
0.844683	0.750242	0.714227	0.728975	0.738981	
0.715244	0.791387	0.765514	0.772011	0.760258	
0.81604	0.766744	0.658125	0.794366	0.715659	
0.788033	0.685992	0.678949	0.823785	0.682766	
0.857149	0.811499	0.670639	0.764566	0.722833	
0.865301	0.733208	0.652363	0.822383	0.734383	
0.757197	0.706669	0.622138	0.879753	0.67576	
0.809521	0.78467	0.701253	0.878433	0.661469	
0.866535	0.724078	0.7618	0.763199	0.673352	
0.733801	0.623144	0.663822	0.765692	0.761727	
0.795728	0.761484	0.61497	0.813778	0.84608	
0.72446	0.695313	0.674062	0.837722	0.780174	
0.819887	0.823712	0.641003	0.888222	0.693989	
0.737465	0.731553	0.757044	0.767084	0.724993	
0.711584	0.799401	0.64138	0.758603	0.68993	
0.760943	0.699933	0.562749	0.769858	0.630142	
0.729913	0.742456	0.629635	0.815294	0.628311	
0.776309	0.786113	0.690634	0.824294	0.676847	
0.851304	0.63719	0.761293	0.737494	0.746565	
0.785795	0.743838	0.709694	0.848462	0.733499	
0.791215	0.675231	0.692149	0.724783	0.672971	
0.838263	0.640717	0.637527	0.787971	0.689437	
0.818789	0.675611	0.628461	0.79082	0.64922	
0.906133	0.66829	0.659668	0.794023	0.668203	
0.821214	0.668663	0.63748	0.819792	0.733183	
0.806921	0.631298	0.659036	0.773992	0.654917	
0.75177	0.687382	0.725078	0.769741	0.618225	
0.808932	0.674583	0.71335	0.761152	0.605735	
0.74477	0.57367	0.654639	0.748467	0.681658	
0.768389	0.647608	0.6922	0.757255	0.601978	
0.739064	0.612878	0.715455	0.744557	0.685937	
0.760837	0.64716	0.705915	0.703467	0.682484	
0.899912	0.658641	0.609654	0.693917	0.609648	
0.712868	0.664166	0.693119	0.724275	0.697903	
0.814034	0.649728	0.63259	0.75465	0.791435	
0.684061	0.667509	0.698884	0.742271	0.671813	
0.670799	0.74103	0.689112	0.70382	0.664435	
0.689467	0.719372	0.698634	0.760793	0.680624	
0.762194	0.698734	0.612638	0.823601	0.780552	
0.77864	0.682075	0.738937	0.658106	0.733339	
0.81725	0.707495	0.576281	0.720407	0.719627	
0.741854	0.68047	0.632099	0.752864	0.744377	
0.854436	0.625693	0.725442	0.719	0.702698	
0.727898	0.724183	0.63999	0.744636	0.690459	
0.712356	0.615295	0.658072	0.728365	0.677361	
0.733505	0.713003	0.673657	0.750604	0.728362	
0.687972	0.673659	0.63251	0.752688	0.628983	
0.744794	0.54768	0.663079	0.766994	0.74362	
0.771508	0.638827	0.693351	0.786657	0.754127	
0.755297	0.718406	0.633847	0.75792	0.608658	
0.763375	0.596698	0.609835	0.691853	0.716873	
0.67676	0.717222	0.617182	0.729133	0.663159	
0.814769	0.61002	0.532175	0.738893	0.684601	
0.596875	0.682164	0.507563	0.715453	0.609113	
0.655719	0.661382	0.4696	0.655463	0.704034	
0.568494	0.643533	0.493967	0.648417	0.67753	
0.704972	0.669702	0.504719	0.660247	0.649504	
0.737321	0.579672	0.64128	0.707622	0.722471	
0.661185	0.590977	0.554202	0.716758	0.592526	
0.650897	0.585961	0.583604	0.661248	0.57465	
0.705288	0.643157	0.59374	0.714947	0.652786	
0.650619	0.626392	0.52169	0.677468	0.707607	
0.54271	0.682054	0.577605	0.703014	0.614168	
0.568574	0.589087	0.569863	0.733728	0.680829	
0.709751	0.517253	0.551201	0.648947	0.659468	
0.651769	0.594389	0.576212	0.683284	0.621793	
0.732007	0.609437	0.5947	0.688918	0.610386	
0.655991	0.559196	0.588246	0.675308	0.54548	
0.582644	0.671173	0.565819	0.596531	0.667234	
0.683099	0.694071	0.576438	0.625964	0.649127	
0.686489	0.60911	0.440953	0.647188	0.599247	
0.673768	0.6659	0.496267	0.593702	0.668363	
0.677112	0.598796	0.63787	0.624847	0.703151	
0.664656	0.651765	0.534111	0.583106	0.708259	
0.640467	0.680454	0.542101	0.648054	0.74065	
0.626012	0.670042	0.546589	0.513763	0.63007	
0.56283	0.658918	0.575826	0.548544	0.681458	
0.689153	0.57172	0.647993	0.588354	0.565462	
0.610865	0.643748	0.630688	0.636519	0.7651	
0.748776	0.610582	0.549641	0.624666	0.64234	
0.715644	0.582139	0.61756	0.569005	0.526869	
0.670592	0.698313	0.629808	0.621589	0.649108	
0.653598	0.727634	0.670842	0.59869	0.52907	
0.702428	0.549689	0.564587	0.587257	0.695915	
0.72848	0.564902	0.647583	0.520773	0.55591	
0.715434	0.569606	0.658707	0.614889	0.737221	
0.673206	0.615457	0.64493	0.59766	0.606514	
0.599462	0.666322	0.551667	0.649675	0.594015	
0.638657	0.636989	0.611631	0.656273	0.587761	
0.659923	0.737312	0.60845	0.651421	0.636867	
0.582086	0.578008	0.480463	0.659994	0.665881	
0.674111	0.665316	0.545738	0.698182	0.75178	
0.613955	0.642999	0.554326	0.591569	0.73051	
0.639188	0.534489	0.570835	0.654511	0.711853	
0.672743	0.583658	0.400989	0.643802	0.674423	
0.619687	0.540858	0.528173	0.557627	0.732514	
0.674526	0.579933	0.486977	0.568098	0.642192	
0.633973	0.521254	0.451952	0.60257	0.621534	
0.618303	0.546857	0.474202	0.637196	0.616896	
0.700554	0.545222	0.478225	0.623581	0.630103	
0.685885	0.629476	0.523534	0.571392	0.623309	
0.62903	0.500066	0.490297	0.510917	0.711959	
0.640836	0.638979	0.475507	0.524991	0.614996	
0.651618	0.523689	0.46602	0.619766	0.618154	
0.608483	0.468791	0.437174	0.585458	0.596243	
0.750758	0.540208	0.515018	0.63198	0.665853	
0.738674	0.54682	0.53766	0.645623	0.621015	
0.631797	0.568635	0.46264	0.586945	0.63863	
0.626735	0.523815	0.475438	0.647022	0.666351	
0.713079	0.641112	0.535639	0.603909	0.609041	
0.655808	0.659862	0.543552	0.66141	0.623238	
0.633198	0.625808	0.452809	0.590179	0.690973	
0.586597	0.54493	0.441302	0.632021	0.572232	
0.652512	0.610959	0.439504	0.634027	0.667875	
0.653364	0.578057	0.460878	0.685977	0.616911	
0.644617	0.597988	0.409642	0.608381	0.670322	
0.7387	0.499212	0.429186	0.564342	0.623578	
0.621667	0.53489	0.4681	0.558509	0.710153	
0.670335	0.56329	0.408337	0.570017	0.582824	
0.639881	0.536734	0.54533	0.642245	0.51907	
0.704261	0.554737	0.551554	0.552316	0.639694	
0.683723	0.617114	0.496397	0.543902	0.561385	
0.656301	0.591878	0.481295	0.621789	0.673659	
0.685931	0.437954	0.433182	0.549234	0.726438	
0.658735	0.634263	0.488215	0.629753	0.688003	
0.777487	0.503059	0.486287	0.641707	0.638937	
0.678964	0.580538	0.535294	0.603973	0.654123	
0.695518	0.448371	0.544076	0.582221	0.731938	
0.663991	0.571908	0.430892	0.659772	0.666397	
0.691626	0.530197	0.522484	0.670236	0.610614	
0.695213	0.49767	0.398859	0.62613	0.56705	
0.720903	0.561683	0.381701	0.641644	0.640782	
0.697949	0.595599	0.429014	0.610554	0.640353	
0.714475	0.633407	0.463104	0.607178	0.655472	
0.643041	0.588574	0.340727	0.684556	0.746807	
0.617485	0.557856	0.434081	0.648078	0.58401	
0.649752	0.528351	0.401459	0.644964	0.575705	
0.747468	0.609346	0.39125	0.713308	0.534896	
0.793478	0.479848	0.373026	0.632249	0.548739	
0.795835	0.546053	0.435207	0.625878	0.567751	
0.616176	0.545581	0.537437	0.599675	0.634973	
0.725174	0.48907	0.460845	0.589278	0.631529	
0.64154	0.559023	0.480224	0.684202	0.632226	
0.697864	0.508546	0.509449	0.548373	0.609982	
0.692573	0.455299	0.501228	0.633036	0.485697	
0.65955	0.52869	0.498171	0.606016	0.549166	
0.64474	0.491328	0.467762	0.592809	0.576223	
0.619888	0.554334	0.536388	0.761633	0.546172	
0.649359	0.565672	0.506872	0.674078	0.663152	
