30000	4	1	
0	0	0	0	
0.270918	0.203532	0.291072	0.272686	
0.469802	0.413991	0.464282	0.475744	
0.589302	0.512855	0.58052	0.573918	
0.641596	0.668949	0.649126	0.655894	
0.623609	0.733356	0.733292	0.64632	
0.687025	0.737255	0.773611	0.723806	
0.784263	0.767443	0.791437	0.761691	
0.744411	0.763089	0.817929	0.709777	
0.719939	0.747891	0.846917	0.752863	
0.719895	0.801012	0.796921	0.802323	
0.792131	0.840734	0.851186	0.824552	
0.798126	0.837118	0.810066	0.775953	
0.874257	0.859826	0.835744	0.870433	
0.904752	0.825814	0.808566	0.828037	
0.739538	0.888358	0.865506	0.891861	
0.851972	0.802163	0.913775	0.844576	
0.802886	0.747391	0.905294	0.872617	
0.845965	0.784247	0.796866	0.823526	
0.801997	0.729635	0.8403	0.748465	
0.845608	0.724749	0.827069	0.7701	
0.882281	0.778885	0.746096	0.8087	
0.849933	0.752853	0.831478	0.804295	
0.866499	0.693155	0.772716	0.767497	
0.885872	0.713283	0.773955	0.845357	
0.740453	0.777015	0.818828	0.846103	
0.8148	0.680539	0.766816	0.789848	
0.808997	0.694697	0.89587	0.851935	
0.839718	0.728322	0.826881	0.876388	
0.796519	0.726308	0.826541	0.856869	
0.776152	0.761516	0.842121	0.830486	
0.847467	0.753637	0.803018	0.862329	
0.822987	0.729714	0.803851	0.837093	
0.790045	0.795975	0.817488	0.808962	
0.814979	0.752859	0.870022	0.81031	
0.872844	0.748664	0.796259	0.850954	
0.713804	0.726196	0.850431	0.857203	
0.871656	0.730124	0.784005	0.883853	
0.759928	0.647552	0.771422	0.845007	
0.719208	0.72741	0.846314	0.900691	
0.757238	0.657321	0.797446	0.875827	
0.743779	0.671257	0.778124	0.774987	
0.74373	0.612828	0.734413	0.868988	
0.740101	0.684962	0.767783	0.843696	
0.720307	0.6526	0.790702	0.832146	
0.796907	0.765447	0.791537	0.883931	
0.693579	0.682178	0.716523	0.871704	
0.707286	0.744822	0.762157	0.905042	
0.724902	0.608508	0.791433	0.819714	
0.739227	0.730436	0.759815	0.868356	
0.678077	0.647515	0.821962	0.898621	
0.613667	0.628637	0.757885	0.891782	
0.697872	0.722688	0.82387	0.945804	
