30000	4	1	
0	0	0	0	
0.245501	0.216503	0.260725	0.432331	
0.389924	0.473125	0.582195	0.633206	
0.414244	0.574902	0.711646	0.700494	
0.542463	0.630192	0.688685	0.786037	
0.539989	0.746734	0.7475	0.814169	
0.632227	0.733534	0.887581	0.832699	
0.581715	0.766703	0.769516	0.863109	
0.627784	0.765741	0.868858	0.881911	
0.654925	0.829065	0.855406	0.918534	
0.652886	0.825157	0.822926	0.947934	
0.678172	0.772468	0.834657	0.939263	
0.670513	0.825779	0.938715	0.908345	
0.711515	0.810487	0.904635	0.8399	
0.667191	0.888857	0.879659	0.978057	
0.610989	0.939695	0.853147	0.954731	
0.635186	0.864878	0.869185	0.978516	
0.574114	0.856781	0.873304	0.989552	
0.66525	0.926641	0.811871	0.970258	
0.643114	0.873912	0.842128	0.82009	
0.671347	0.890176	0.901703	0.963134	
0.658728	0.817249	0.859786	0.874235	
0.754997	0.786288	0.76567	0.846286	
0.684906	0.846033	0.841693	0.85211	
0.63099	0.874241	0.815922	0.890565	
0.590371	0.879686	0.850591	0.838218	
0.670816	0.781048	0.882925	0.864607	
0.620471	0.793632	0.905706	0.848171	
0.625179	0.885073	0.793669	0.89735	
0.641282	0.802813	0.896272	0.879871	
0.632494	0.780021	0.873537	0.838958	
0.597984	0.7477	0.879238	0.891603	
0.524138	0.822877	0.861497	0.811018	
0.536624	0.962112	0.840308	0.996316	
0.642613	0.864758	0.867534	0.855642	
0.641064	0.786457	0.915865	0.810384	
0.702421	0.845873	0.848628	0.869879	
0.645698	0.749557	0.781872	0.864856	
0.604321	0.757629	0.948615	0.742773	
0.658547	0.805327	0.91671	0.765444	
0.542597	0.7981	0.894148	0.889461	
0.627733	0.759703	0.834895	0.84873	
0.634051	0.787169	0.964128	0.789925	
0.575133	0.751441	0.917478	0.792606	
0.592402	0.778359	0.863833	0.865057	
0.616756	0.695139	0.880824	0.808049	
0.534264	0.79582	0.886582	0.809636	
0.592084	0.805205	0.978211	0.814566	
0.596878	0.82898	0.865868	0.828863	
0.598158	0.810622	0.862917	0.875446	
0.529784	0.819984	0.924443	0.750581	
0.568598	0.773903	0.923528	0.811878	
0.6107	0.812263	0.903292	0.785272	
0.523479	0.724371	0.859332	0.811212	
0.56069	0.775152	0.892146	0.865897	
0.513747	0.788449	0.874222	0.744468	
0.577484	0.749158	0.915528	0.783475	
0.502973	0.719852	0.854877	0.77837	
0.510414	0.737618	0.815696	0.806516	
0.540912	0.765966	0.827037	0.899334	
0.554205	0.748637	0.930297	0.886431	
0.476942	0.705969	0.903602	0.825418	
0.534726	0.729392	0.855783	0.893943	
0.466713	0.761476	0.8303	0.812015	
0.453576	0.818428	0.832368	0.838435	
0.570998	0.649982	0.854343	0.78609	
0.497477	0.768128	0.852492	0.880102	
0.534539	0.730844	0.855959	0.944006	
0.511948	0.79374	0.898482	0.874276	
0.588046	0.729392	0.904447	0.833034	
0.494938	0.678272	0.771304	0.846975	
0.494072	0.673918	0.828212	0.903997	
0.48521	0.748855	0.917886	0.841963	
0.532755	0.733719	0.916115	0.868396	
0.451542	0.735606	0.988456	0.90067	
0.440859	0.695637	0.83418	0.744418	
0.516922	0.689906	0.829146	0.824075	
0.571728	0.71475	0.875542	0.853562	
0.526232	0.76447	0.892164	0.883006	
0.518765	0.675434	0.876596	0.846572	
0.484381	0.689093	0.885912	0.910812	
0.428814	0.669689	0.844045	0.860545	
0.55127	0.692062	0.771327	0.881259	
0.45729	0.677168	0.824264	0.973413	
0.44787	0.677917	0.786276	0.813332	
0.463825	0.677353	0.705024	0.856577	
0.52083	0.667629	0.764801	0.870796	
0.505017	0.726398	0.793619	0.877861	
0.554483	0.808302	0.852467	0.87098	
0.525387	0.635408	0.795957	0.896224	
0.511376	0.690824	0.695318	0.858671	
0.493421	0.757557	0.784192	0.859921	
0.527517	0.698811	0.805486	0.802793	
0.509996	0.748212	0.853792	0.795459	
0.449207	0.692002	0.843358	0.834937	
0.520941	0.74576	0.776529	0.822266	
0.435217	0.72962	0.846311	0.853966	
0.479613	0.657482	0.729808	0.846448	
0.470797	0.661837	0.776134	0.767044	
0.42399	0.664631	0.776047	0.853154	
0.422024	0.746924	0.841222	0.774074	
0.525192	0.727066	0.778097	0.89519	
0.462108	0.755653	0.788322	0.83517	
0.404109	0.754809	0.770854	0.787706	
0.469089	0.739482	0.807532	0.762256	
0.455069	0.723405	0.835586	0.811908	
0.50038	0.735271	0.774501	0.791272	
0.385632	0.6867	0.77758	0.747776	
0.394989	0.702752	0.803193	0.807327	
0.355843	0.668035	0.846465	0.849106	
0.411999	0.791566	0.838456	0.833312	
0.411985	0.735624	0.831392	0.830697	
0.347099	0.703177	0.795535	0.790911	
0.386811	0.695243	0.647526	0.751265	
0.404547	0.705284	0.736567	0.792298	
0.390476	0.672985	0.864989	0.716813	
0.38872	0.754771	0.802649	0.694476	
0.353887	0.82367	0.887476	0.750436	
0.407141	0.704343	0.842338	0.722111	
0.391529	0.63701	0.890333	0.721977	
0.406879	0.728676	0.862807	0.727027	
0.293014	0.818012	0.825622	0.753735	
0.374052	0.62341	0.81491	0.735494	
0.413848	0.716134	0.826065	0.764641	
0.37849	0.687367	0.794745	0.716785	
0.392741	0.736214	0.830187	0.630769	
0.378691	0.630945	0.772622	0.727305	
0.351912	0.613958	0.793572	0.693544	
0.41322	0.665252	0.719177	0.618389	
0.387151	0.681421	0.898823	0.680216	
0.414566	0.697196	0.713779	0.635495	
0.340765	0.624161	0.70247	0.701757	
0.367123	0.579525	0.713184	0.70498	
0.43375	0.621536	0.795003	0.660762	
0.39704	0.631417	0.775719	0.590285	
0.33872	0.705712	0.739927	0.595037	
0.298226	0.644966	0.74328	0.642379	
0.38954	0.653415	0.773367	0.683753	
0.399244	0.667587	0.789701	0.538197	
0.420456	0.620539	0.735359	0.710515	
0.363966	0.603892	0.649557	0.560029	
0.416862	0.580641	0.779053	0.673877	
0.37505	0.673052	0.68443	0.600829	
0.427719	0.679214	0.628549	0.599695	
0.329712	0.633229	0.788208	0.728138	
0.373046	0.611033	0.738931	0.582719	
0.362096	0.512975	0.631981	0.709894	
0.3041	0.631051	0.769324	0.580481	
0.380859	0.524111	0.701298	0.585864	
0.330618	0.519719	0.769213	0.641247	
0.42581	0.555492	0.761174	0.627804	
0.379333	0.583723	0.860538	0.639743	
0.366218	0.445055	0.769945	0.733379	
0.320586	0.569906	0.760886	0.747028	
0.326362	0.648541	0.631761	0.667397	
0.369677	0.565517	0.756069	0.543966	
0.311138	0.64571	0.743119	0.644632	
0.338282	0.534572	0.793272	0.597568	
0.311461	0.532725	0.727932	0.603219	
0.353261	0.584139	0.704537	0.739697	
0.316404	0.634504	0.75681	0.566459	
0.310247	0.549209	0.736691	0.610188	
0.272228	0.522568	0.730737	0.694866	
0.354155	0.558571	0.771294	0.744858	
0.310891	0.619211	0.788735	0.575156	
0.267719	0.533502	0.763395	0.604309	
0.347708	0.599921	0.731011	0.617188	
0.28811	0.616791	0.725246	0.702677	
0.32299	0.533803	0.761288	0.663149	
0.286826	0.606361	0.841196	0.792715	
0.286936	0.541792	0.780873	0.747539	
0.207864	0.560016	0.777165	0.664922	
0.284751	0.513063	0.770016	0.787367	
0.235523	0.560991	0.801134	0.60135	
0.205818	0.557593	0.717058	0.665865	
0.301261	0.529297	0.850669	0.678382	
0.391103	0.584541	0.801226	0.67364	
0.355337	0.476472	0.743497	0.692533	
0.241954	0.479761	0.67655	0.700252	
0.279646	0.522683	0.735164	0.616896	
0.375063	0.516162	0.650768	0.731879	
0.284547	0.52821	0.663788	0.628246	
0.344779	0.495506	0.710924	0.620351	
0.305944	0.510044	0.755806	0.59074	
0.348744	0.39068	0.677223	0.675026	
0.342466	0.497507	0.645148	0.705733	
0.300211	0.56336	0.854595	0.634164	
0.373292	0.558973	0.710896	0.654325	
0.272219	0.598496	0.699429	0.677483	
0.261487	0.493831	0.619522	0.699724	
0.270093	0.487746	0.623476	0.652849	
0.282684	0.477432	0.603812	0.626198	
0.370879	0.539273	0.629228	0.582357	
0.380775	0.532893	0.702765	0.572156	
0.323606	0.488546	0.664327	0.55967	
0.37806	0.507805	0.735721	0.658571	
0.377887	0.500311	0.746014	0.66769	
0.322737	0.492664	0.740161	0.574572	
0.370312	0.584044	0.707026	0.577784	
0.40606	0.563412	0.781163	0.673474	
0.350547	0.593734	0.633741	0.726747	
0.382033	0.510519	0.657009	0.646233	
0.428413	0.526047	0.737132	0.563768	
0.398926	0.53945	0.662984	0.631071	
0.385302	0.574205	0.643435	0.572422	
0.282544	0.521661	0.645972	0.605091	
0.367414	0.4651	0.698155	0.568097	
0.346297	0.539365	0.651195	0.52437	
0.34184	0.443717	0.654227	0.53875	
0.29422	0.49152	0.679917	0.609908	
0.380505	0.55648	0.661338	0.577777	
0.447604	0.497479	0.641101	0.539102	
0.269872	0.450484	0.62	0.70212	
0.338594	0.551775	0.633452	0.571839	
0.362643	0.448239	0.681918	0.616749	
0.352845	0.551946	0.676964	0.590888	
0.315354	0.487399	0.544111	0.554408	
0.269813	0.498342	0.650399	0.541183	
0.281341	0.573776	0.620952	0.598674	
0.339453	0.567301	0.584873	0.57392	
0.300307	0.58213	0.640854	0.6511	
0.338579	0.500368	0.617827	0.571058	
0.224462	0.501137	0.573334	0.579049	
0.319117	0.416519	0.657726	0.58764	
0.330249	0.475393	0.566062	0.61718	
0.232501	0.405719	0.595269	0.470534	
0.293315	0.485913	0.661229	0.604467	
0.254407	0.552685	0.668415	0.67482	
0.216764	0.528311	0.586704	0.645786	
0.292968	0.514986	0.586976	0.606434	
0.339804	0.497025	0.653126	0.613411	
0.354427	0.373776	0.662772	0.583904	
0.330511	0.430611	0.61852	0.664601	
0.376351	0.482404	0.615026	0.648375	
0.370742	0.45031	0.697809	0.547367	
0.363473	0.42953	0.628868	0.625477	
0.249337	0.39407	0.600536	0.656372	
0.330921	0.419638	0.582188	0.59919	
0.355134	0.528195	0.649249	0.584546	
0.27358	0.381007	0.63524	0.60413	
0.330965	0.465661	0.651698	0.623608	
0.291361	0.491321	0.643106	0.580294	
0.286268	0.423149	0.626756	0.591469	
0.251362	0.47768	0.639796	0.542115	
0.324235	0.499295	0.630422	0.579084	
0.278168	0.458788	0.630531	0.58624	
0.25168	0.398921	0.646968	0.620859	
0.331945	0.35696	0.617729	0.656682	
0.37466	0.528744	0.689567	0.530851	
0.254575	0.402738	0.68989	0.488521	
0.327549	0.336584	0.55797	0.563959	
0.393441	0.313402	0.539071	0.525191	
0.372681	0.429874	0.546253	0.522161	
0.250266	0.433093	0.598194	0.572457	
0.313966	0.394119	0.589492	0.548095	
0.273178	0.44703	0.552018	0.60997	
0.316304	0.476889	0.651859	0.599323	
0.315969	0.451888	0.610829	0.542761	
0.372769	0.343951	0.634138	0.478269	
0.179645	0.463406	0.490874	0.615791	
0.234821	0.442174	0.647865	0.563026	
0.237292	0.452765	0.552525	0.57367	
0.26184	0.408612	0.554979	0.527499	
0.262351	0.348766	0.538098	0.595495	
0.255491	0.310711	0.576556	0.629253	
0.328432	0.372538	0.556525	0.624848	
0.288842	0.497289	0.551087	0.595527	
0.354448	0.35763	0.507661	0.601823	
0.29792	0.3878	0.538211	0.519811	
0.367304	0.426808	0.509564	0.4191	
0.256065	0.263357	0.588744	0.499322	
0.353307	0.437689	0.596798	0.548278	
0.243195	0.427775	0.462215	0.580718	
0.404246	0.424423	0.592561	0.595973	
0.361865	0.420218	0.527245	0.492745	
0.320331	0.401856	0.644423	0.578116	
0.30902	0.379609	0.49919	0.577169	
0.246871	0.343418	0.337071	0.502652	
0.233348	0.425013	0.497176	0.57083	
0.311285	0.359469	0.464805	0.592739	
0.18716	0.37488	0.623945	0.556089	
0.258039	0.377639	0.57099	0.551875	
0.241414	0.446178	0.588813	0.526448	
0.213107	0.441627	0.469717	0.577297	
0.283201	0.343921	0.507982	0.496047	
0.251978	0.458877	0.5843	0.521403	
0.298633	0.397085	0.569743	0.548235	
0.300017	0.365345	0.549786	0.488296	
0.27655	0.438909	0.518627	0.498633	
0.275022	0.467745	0.56943	0.501258	
0.269651	0.447058	0.606099	0.554619	
0.236645	0.41067	0.552858	0.38051	
0.148647	0.514737	0.484239	0.502277	
0.246032	0.480863	0.581411	0.534144	
0.225785	0.409074	0.633553	0.502833	
0.204777	0.362454	0.614449	0.523048	
0.184362	0.40061	0.542643	0.57335	
0.214124	0.443722	0.577231	0.586638	
0.261342	0.325071	0.588745	0.509731	
0.302147	0.393169	0.458119	0.473523	
0.210541	0.334429	0.551742	0.435065	
0.239565	0.349066	0.570279	0.540446	
0.14855	0.259049	0.576668	0.577375	
0.227677	0.324567	0.569316	0.482114	
0.15339	0.290921	0.604742	0.544909	
0.195052	0.265799	0.546703	0.58861	
0.194685	0.314594	0.518894	0.461866	
0.35945	0.280587	0.530816	0.542303	
0.22998	0.304308	0.553643	0.449728	
0.17372	0.337415	0.49952	0.538665	
0.185651	0.266659	0.457097	0.574014	
0.214154	0.310216	0.482391	0.558987	
0.254925	0.265612	0.474695	0.564723	
0.229686	0.363474	0.546461	0.573075	
0.272185	0.430514	0.507306	0.553867	
0.247804	0.272943	0.514889	0.552294	
0.255055	0.377037	0.474346	0.506639	
0.274518	0.381877	0.413916	0.456095	
0.269231	0.321426	0.539681	0.441781	
0.190402	0.249714	0.441432	0.484604	
0.157427	0.309475	0.475903	0.454308	
0.184082	0.330389	0.487596	0.546351	
0.161252	0.312837	0.527018	0.540421	
0.129382	0.302024	0.40299	0.532552	
0.2412	0.315254	0.420764	0.507166	
0.138438	0.340172	0.406916	0.53155	
0.204638	0.359053	0.396607	0.448079	
0.260242	0.261011	0.406024	0.418737	
0.13832	0.295212	0.401668	0.474969	
0.176882	0.338253	0.387634	0.418803	
0.319347	0.422639	0.426532	0.489198	
0.184139	0.239757	0.368193	0.523631	
0.141803	0.27087	0.358581	0.563807	
0.17913	0.422236	0.408452	0.497219	
0.120592	0.399683	0.394463	0.463175	
0.109651	0.32005	0.349533	0.508105	
0.195399	0.390403	0.437027	0.47591	
0.191284	0.421759	0.459412	0.446545	
0.189862	0.336753	0.388526	0.540532	
0.203193	0.313167	0.431453	0.52899	
0.244435	0.304739	0.475029	0.51591	
0.256398	0.346525	0.340371	0.464657	
0.200481	0.325901	0.458764	0.526982	
0.182954	0.321342	0.460798	0.469988	
0.16002	0.273085	0.387182	0.457052	
0.0228222	0.351186	0.501434	0.539481	
0.0577032	0.249165	0.523168	0.505432	
0.14781	0.334617	0.35851	0.592683	
0.0613236	0.331274	0.290742	0.494971	
0.155547	0.33003	0.439359	0.565707	
0.122376	0.358365	0.433594	0.477097	
0.179037	0.215853	0.454551	0.437909	
0.0590507	0.324604	0.353496	0.501983	
0.195213	0.341656	0.456663	0.480692	
0.145277	0.285379	0.459715	0.562476	
0.165816	0.240231	0.396881	0.587862	
0.166537	0.358595	0.364446	0.479312	
0.185763	0.290167	0.3914	0.560622	
0.214164	0.316371	0.335903	0.519325	
0.114163	0.302621	0.324346	0.561078	
0.0531373	0.269894	0.440862	0.51783	
0.118482	0.298799	0.414753	0.539376	
0.132937	0.39	0.373395	0.475362	
0.125599	0.246116	0.385795	0.557527	
0.142337	0.342926	0.447052	0.440388	
0.142129	0.312073	0.293386	0.514106	
0.222554	0.424511	0.34794	0.404182	
0.147047	0.319839	0.375897	0.528493	
0.126642	0.34258	0.338474	0.450476	
0.093739	0.375862	0.335546	0.564685	
0.0585223	0.364826	0.315985	0.544267	
0.143649	0.289247	0.308186	0.561433	
0.176432	0.381826	0.372198	0.520736	
0.0587345	0.328351	0.37736	0.553402	
0.164562	0.316292	0.313347	0.529936	
0.0448556	0.371952	0.47113	0.657574	
0.057519	0.368161	0.402407	0.542843	
0.0995768	0.246225	0.307277	0.543838	
0.12259	0.381529	0.410929	0.486632	
0.172664	0.284571	0.392177	0.470206	
0.234067	0.326579	0.265294	0.551673	
0.198909	0.299034	0.38926	0.499076	
0.205003	0.415742	0.313632	0.485356	
0.0930615	0.339602	0.326498	0.420686	
0.165685	0.391064	0.363188	0.57525	
0.206125	0.32229	0.325069	0.495666	
0.168046	0.469963	0.432725	0.403276	
0.143339	0.338466	0.466969	0.480471	
0.234137	0.335232	0.315094	0.429111	
0.0612004	0.352265	0.292605	0.534463	
0.162012	0.353106	0.372998	0.541728	
0.173266	0.485396	0.333287	0.454913	
0.141028	0.361768	0.366544	0.497337	
0.103259	0.376585	0.341314	0.504169	
