30000	4	1	
0	0	0	0	
0.183477	0.12202	0.2811	0.221461	
0.368724	0.34159	0.483208	0.355196	
0.458207	0.520751	0.582781	0.523431	
0.55689	0.610641	0.537431	0.545693	
0.63299	0.573166	0.674479	0.667971	
0.660766	0.625871	0.739346	0.744544	
0.680151	0.69116	0.719276	0.664654	
0.700907	0.56499	0.788504	0.760957	
0.641984	0.616915	0.774045	0.750909	
0.649149	0.649449	0.834941	0.756861	
0.612333	0.643668	0.870348	0.639479	
0.679071	0.696091	0.767807	0.746402	
0.704222	0.620772	0.753753	0.795816	
0.681023	0.649415	0.814201	0.710499	
0.647398	0.655081	0.799448	0.769256	
0.742579	0.58076	0.813994	0.741904	
0.68285	0.599422	0.815519	0.743849	
0.696449	0.605276	0.800398	0.791071	
0.733496	0.765405	0.812747	0.862158	
0.777834	0.624532	0.830152	0.76824	
0.712059	0.697371	0.875221	0.755683	
0.787287	0.59069	0.822654	0.799351	
0.738961	0.619505	0.810755	0.772663	
0.805136	0.721618	0.799188	0.859566	
0.69289	0.732852	0.802161	0.702975	
0.707149	0.58559	0.789019	0.774131	
0.830325	0.698304	0.809997	0.748957	
0.808034	0.713701	0.897091	0.771389	
0.69006	0.691941	0.775174	0.843263	
0.864679	0.706419	0.831178	0.833395	
0.763389	0.729492	0.911457	0.763825	
0.737991	0.671101	0.87173	0.770464	
0.808236	0.720244	0.80784	0.830129	
0.732767	0.675169	0.814634	0.814607	
0.726189	0.665452	0.819435	0.772424	
0.689812	0.653852	0.901185	0.82817	
0.686636	0.703435	0.883214	0.833864	
0.636683	0.589973	0.865797	0.847929	
0.659666	0.703719	0.905727	0.760542	
0.691426	0.610698	0.82852	0.810136	
0.717837	0.678697	0.828662	0.890307	
0.728115	0.677229	0.826703	0.716685	
0.661407	0.711045	0.859327	0.811819	
0.784839	0.719536	0.778562	0.905787	
0.685001	0.709773	0.849262	0.822343	
0.653903	0.606033	0.844099	0.834814	
0.707872	0.617917	0.796538	0.844275	
0.636604	0.647923	0.811536	0.811966	
0.707265	0.627366	0.713793	0.841176	
0.6507	0.601862	0.847708	0.852855	
0.627454	0.669086	0.822544	0.741994	
0.583378	0.726537	0.856569	0.793038	
0.638417	0.696757	0.810059	0.828867	
0.703191	0.72469	0.773523	0.708181	
0.722179	0.649304	0.729978	0.852197	
0.679867	0.681345	0.769939	0.782849	
0.693885	0.674339	0.777587	0.849628	
0.681954	0.625265	0.766945	0.837892	
0.641468	0.662359	0.79379	0.7981	
0.618274	0.573771	0.776999	0.858722	
0.692636	0.617156	0.732064	0.906214	
0.578648	0.601822	0.75481	0.81422	
