30000	4	1	
0	0	0	0	
0.182678	0.242044	0.184607	0.339954	
0.420809	0.426166	0.342442	0.58849	
0.52274	0.483371	0.426819	0.617904	
0.610989	0.616074	0.607712	0.848366	
0.610695	0.657191	0.615739	0.862763	
0.650368	0.703127	0.654126	0.872126	
0.773382	0.716251	0.682619	0.85509	
0.70672	0.778136	0.62	0.80612	
0.769996	0.699668	0.67379	0.922511	
0.782684	0.789758	0.635697	0.876793	
0.693979	0.796925	0.648256	0.861409	
0.728424	0.809379	0.677651	0.902025	
0.821269	0.761382	0.589563	0.78886	
0.800187	0.831424	0.663831	0.918345	
0.871215	0.810138	0.650931	0.908107	
0.87673	0.877733	0.676663	1.05496	
0.877121	0.835101	0.668371	0.97879	
0.707228	0.791898	0.666321	0.942049	
0.82301	0.759191	0.643265	0.897137	
0.781086	0.735571	0.613795	0.957897	
0.861375	0.826401	0.577025	0.980101	
0.774581	0.821	0.629057	0.97565	
0.896087	0.887136	0.626146	0.963572	
0.853866	0.747324	0.584441	0.986301	
0.817593	0.746897	0.598185	0.951199	
0.858159	0.690355	0.686544	0.950212	
0.797286	0.780692	0.690703	1.02386	
0.783369	0.777876	0.691069	0.935576	
0.890683	0.723593	0.679389	0.89918	
0.821533	0.749444	0.668398	0.914908	
0.82782	0.756786	0.644325	0.886309	
0.783187	0.810699	0.578874	0.8816	
0.75612	0.692172	0.678865	0.907155	
0.744876	0.681814	0.662078	0.85953	
0.791999	0.761602	0.658696	0.8639	
0.801838	0.706373	0.669875	0.822826	
0.914262	0.754063	0.631606	0.890549	
0.772265	0.824452	0.666013	0.811057	
0.771154	0.790034	0.549466	0.909563	
0.816235	0.754897	0.594052	0.907261	
0.822864	0.77407	0.669051	0.879658	
0.788201	0.83093	0.646015	0.832847	
0.843668	0.7891	0.599539	0.856449	
0.837383	0.737602	0.61319	0.870104	
0.802229	0.633972	0.58938	0.898969	
0.851992	0.763648	0.550802	0.893436	
0.827248	0.802001	0.580894	0.864042	
0.764143	0.714196	0.629734	0.986289	
0.779569	0.766097	0.569781	0.929509	
0.832877	0.741979	0.611537	0.918842	
0.820818	0.668584	0.612939	0.958639	
0.800817	0.848552	0.601635	0.871064	
0.837691	0.799165	0.593839	0.893094	
0.748848	0.687907	0.612583	0.934605	
0.77808	0.742033	0.557377	0.930465	
0.736045	0.803997	0.574816	0.849988	
0.696188	0.77642	0.593832	0.925768	
0.731117	0.700092	0.687096	0.861089	
0.803556	0.784865	0.608655	0.850758	
0.750282	0.750618	0.536772	0.821187	
0.760248	0.779108	0.554905	0.809584	
0.73059	0.847177	0.64945	0.857283	
0.787435	0.834822	0.602085	0.92895	
0.741754	0.836378	0.554952	0.886135	
0.730969	0.73989	0.615323	0.866555	
0.753812	0.779178	0.502474	0.828667	
0.765868	0.728728	0.589741	0.883154	
0.685649	0.787235	0.550035	0.871168	
0.751823	0.793044	0.464619	0.860615	
0.724727	0.803912	0.498892	0.907352	
0.739241	0.74862	0.58748	0.894149	
0.676006	0.727329	0.570526	1.05678	
0.763652	0.727688	0.594521	0.956992	
0.711038	0.730453	0.655091	1.0205	
0.746393	0.771312	0.563935	0.909802	
0.773702	0.715254	0.554777	0.887191	
0.762995	0.677262	0.501957	0.946539	
0.790988	0.754813	0.555447	0.903709	
0.6259	0.637408	0.523885	0.991422	
0.721911	0.723034	0.492686	0.901578	
0.691267	0.746206	0.622629	0.874821	
0.744923	0.61217	0.478101	0.880503	
0.686357	0.588455	0.61268	0.977674	
0.729444	0.686739	0.49831	0.997938	
0.698987	0.747922	0.551449	0.963255	
0.720881	0.683964	0.514337	0.954266	
0.715326	0.675119	0.483784	0.921823	
0.678681	0.686209	0.576188	0.92542	
0.785609	0.681833	0.491896	0.959784	
0.731565	0.63705	0.561097	0.971372	
0.734116	0.66886	0.519345	0.914186	
0.618362	0.647594	0.522668	0.924982	
0.767457	0.680647	0.579081	0.880048	
0.714795	0.763814	0.46524	0.916592	
0.758499	0.685805	0.448185	0.823921	
0.715203	0.754012	0.575809	0.876249	
