30000	3	1	
0	0	0	
0.0384545	0.101846	0.171323	
0.262238	0.233302	0.340573	
0.450311	0.474325	0.485916	
0.457597	0.543837	0.61199	
0.587745	0.626392	0.629062	
0.550709	0.718792	0.677248	
0.639706	0.709865	0.711237	
0.722307	0.729861	0.728702	
0.758879	0.791534	0.807556	
0.782356	0.800275	0.75637	
0.725658	0.830995	0.776011	
0.847847	0.929354	0.833366	
0.786724	0.884163	0.836976	
0.764833	0.901443	0.766255	
0.772595	0.979484	0.844164	
0.711329	0.942763	0.784052	
0.771242	0.906977	0.845394	
0.798944	0.867148	0.853739	
0.813702	0.855146	0.74159	
0.785339	0.918478	0.737212	
0.841836	0.896754	0.770631	
0.806086	0.888713	0.781095	
0.785021	0.806998	0.78308	
0.784265	0.897134	0.78769	
0.817312	0.868602	0.773699	
0.772963	0.799544	0.865351	
0.835654	0.80752	0.755138	
0.780638	0.876786	0.770587	
0.840505	0.97028	0.75786	
0.837547	0.920105	0.79578	
0.869673	0.879004	0.835059	
0.796365	0.868655	0.777187	
0.828823	0.906245	0.77997	
0.814278	0.893097	0.773401	
0.826864	0.905733	0.779866	
0.777764	0.913668	0.770225	
0.837269	0.86134	0.794597	
0.848053	0.905412	0.712419	
0.806409	0.936538	0.688296	
0.844486	0.868915	0.766839	
0.866629	0.820348	0.724369	
0.824834	0.926793	0.741657	
0.84616	0.828708	0.823124	
0.835824	0.89951	0.688031	
0.815395	0.809405	0.71107	
0.894022	0.807114	0.750088	
0.856953	0.844949	0.736582	
0.880318	0.833938	0.768865	
0.905582	0.864854	0.733379	
0.855774	0.776819	0.728347	
0.747792	0.721856	0.653818	
0.782914	0.826111	0.766644	
0.732379	0.733257	0.753402	
0.713031	0.912732	0.719756	
0.694473	0.875209	0.706203	
0.719856	0.81918	0.702881	
0.734763	0.75524	0.637036	
0.719962	0.850649	0.686162	
0.722223	0.826244	0.727402	
0.808289	0.867643	0.672073	
0.810446	0.881717	0.615136	
0.786686	0.78453	0.675621	
0.826241	0.837452	0.712423	
0.665346	0.722535	0.754107	
0.768429	0.834186	0.754249	
0.807786	0.766686	0.688486	
0.802075	0.756244	0.578433	
0.733833	0.839019	0.707115	
0.72676	0.830773	0.673043	
0.768799	0.746706	0.687914	
0.680219	0.83436	0.614061	
0.685	0.799998	0.61483	
0.721237	0.75188	0.655651	
0.699107	0.80711	0.595146	
0.767051	0.760134	0.658477	
0.762828	0.759879	0.694088	
0.721988	0.736985	0.700233	
0.711036	0.758807	0.66499	
0.780988	0.790419	0.685183	
0.779467	0.650497	0.675421	
0.722979	0.718249	0.664865	
0.701774	0.816557	0.65093	
0.761054	0.664287	0.670667	
0.736938	0.707926	0.628846	
0.717222	0.679093	0.58808	
0.689556	0.766344	0.623456	
0.670172	0.703686	0.624827	
0.734345	0.797926	0.648576	
0.667017	0.896702	0.588441	
0.769485	0.822867	0.702898	
0.728827	0.796188	0.680299	
0.750348	0.794654	0.677493	
0.751714	0.732513	0.594291	
0.718695	0.736643	0.640928	
0.782783	0.696648	0.618426	
0.716091	0.689686	0.620807	
0.664074	0.709459	0.506876	
0.684231	0.713706	0.533811	
0.687081	0.749901	0.61616	
0.654752	0.72843	0.510346	
0.713678	0.691782	0.534474	
0.683894	0.62597	0.444092	
0.678715	0.636297	0.545063	
0.646082	0.665536	0.523427	
0.638943	0.700761	0.516298	
0.673205	0.718091	0.612646	
0.707229	0.676094	0.533153	
0.654507	0.702534	0.453605	
0.681249	0.787031	0.511929	
0.718378	0.752566	0.576796	
0.665648	0.620398	0.570161	
0.623669	0.725766	0.487508	
0.687378	0.587807	0.529345	
0.644369	0.594661	0.501405	
0.655547	0.662314	0.502174	
0.68831	0.69202	0.52618	
