30000	4	3	
0	0	0	0	0	0	0	0	0	0	0	0	
21.9356	0.00969237	-0.463504	-22.4447	0.273699	0.431767	-4.68905	0.0906205	0.0848608	9.97087	-0.0827963	-0.19423	
3.18714	0.0731902	-0.0723385	-27.0127	-0.000530623	0.584145	-0.464162	0.129902	-0.0053396	-12.8403	-0.0324088	0.286072	
-5.38837	0.0679821	0.113058	11.8151	0.27081	-0.286388	-0.759676	0.0800478	0.0141934	-18.4991	-0.088388	0.417417	
1.98884	0.146648	-0.0595554	6.05305	0.26992	-0.16246	-7.94314	-0.154265	0.210836	-6.11141	-0.122085	0.161411	
-4.68293	-0.141095	0.135221	-11.1378	0.119068	0.227888	1.32549	0.141878	-0.0404779	-14.6176	-0.206733	0.360439	
11.7963	-0.137271	-0.21305	-8.56555	0.251585	0.151235	-0.259604	-0.0221476	0.02389	-4.03373	-0.0839345	0.112028	
4.51404	-0.0448975	-0.0737334	-9.56267	0.309633	0.16416	-7.5955	-0.0104209	0.177513	-27.9614	-0.156483	0.63244	
6.15251	0.0793369	-0.130213	-29.5361	0.121892	0.621173	2.841	0.136125	-0.0696282	-11.4304	-0.124834	0.278543	
0.849497	0.0169402	-0.0074953	2.12989	0.288173	-0.0805076	2.07868	-0.0160618	-0.0275102	-5.24393	-0.132445	0.149973	
4.27062	-0.0537756	-0.0666598	-15.2182	0.165134	0.310829	-7.53754	-0.187548	0.207037	-6.21377	-0.149561	0.175106	
8.93315	-0.0056527	-0.172913	-8.36178	0.216881	0.156136	-15.4256	-0.209389	0.379943	-5.31803	-0.108431	0.146993	
15.0675	0.101746	-0.324842	-12.647	0.350664	0.222244	-7.97967	-0.0589718	0.194796	-15.2905	-0.0760245	0.353386	
12.9747	-0.0219946	-0.256985	-16.4464	0.315433	0.308646	-7.93917	0.015461	0.1818	-3.98903	-0.155632	0.127747	
-3.6161	-0.0875835	0.105417	-7.76179	0.278191	0.131923	-4.63233	-0.0319149	0.117709	-17.182	-0.205291	0.414453	
4.94069	0.066613	-0.103196	-17.4378	0.350782	0.323439	-2.85238	-0.104714	0.0941362	-14.7153	-0.0995103	0.344572	
7.41434	-0.0310412	-0.136546	-7.75893	0.39635	0.111006	9.74446	-0.0759535	-0.17735	-21.8167	-0.188795	0.510134	
12.2366	-0.0950487	-0.227672	0.545395	0.250678	-0.0403294	1.24414	0.00559821	-0.0126963	-22.0243	-0.187496	0.513631	
1.78211	-0.0756058	-0.00882357	-9.86272	0.348669	0.164568	-3.32196	0.114776	0.0658031	-20.0565	-0.147492	0.466635	
2.48307	-0.0338886	-0.0310524	-6.33128	0.181551	0.118422	4.10409	-0.101259	-0.0537085	-31.2197	-0.16731	0.705981	
3.61257	0.044837	-0.0682324	-12.2905	0.321373	0.219311	9.41226	0.069751	-0.196947	-23.3513	-0.22751	0.550209	
17.9053	-0.0354101	-0.360586	-15.7084	0.273986	0.301973	-5.72678	-0.113924	0.157258	-8.18581	-0.179733	0.219736	
10.3351	-0.0884924	-0.188111	1.82537	0.284759	-0.0729043	-2.82291	-0.0257347	0.0791395	-25.2757	-0.166802	0.581454	
17.1918	-0.127232	-0.327925	-11.8836	0.243136	0.226068	2.93419	0.0381822	-0.0535481	-10.3218	-0.168252	0.262405	
3.0655	-0.15475	-0.0218814	-9.40323	0.276162	0.167953	4.92828	-0.101866	-0.0729088	-27.0283	-0.270071	0.635509	
5.48517	-0.0398015	-0.0944751	-17.1703	0.251805	0.336177	-3.99635	-0.140366	0.124455	-18.4211	-0.080814	0.419835	
5.88213	0.0119124	-0.115042	-13.6113	0.310235	0.252213	5.36591	-0.0632218	-0.0874217	-17.4175	-0.191268	0.418403	
5.99555	-0.0167158	-0.111558	1.168	0.391836	-0.0791925	4.45988	-0.043608	-0.0724485	-18.3946	-0.104971	0.424342	
5.62238	-0.0511545	-0.097303	-1.70422	0.164492	0.024775	-0.835406	-0.0540053	0.0423995	-9.11504	-0.209096	0.245378	
4.7246	-0.0454341	-0.0792651	-13.6075	0.1738	0.27468	-5.9783	-0.0762907	0.155642	-11.307	-0.159131	0.2817	
7.82223	-0.146612	-0.125597	-3.45352	0.291241	0.0382288	8.8036	0.0127093	-0.173258	-16.7926	-0.287253	0.421463	
3.11243	-0.19424	-0.0183442	-0.231238	0.355095	-0.0410887	2.96315	-0.0943927	-0.031084	-9.72363	-0.173151	0.253123	
-2.89215	0.051601	0.0652137	-17.2868	0.260565	0.337738	10.897	-0.0233163	-0.211383	-23.5966	-0.424957	0.593285	
9.79845	-0.0859723	-0.178447	-4.1878	0.227799	0.0654495	-7.87838	-0.09921	0.201092	-15.9624	-0.262603	0.40156	
5.00481	-0.0842861	-0.0768948	-12.6878	0.375572	0.218806	-6.26955	-0.0701362	0.160431	-13.5131	-0.167643	0.332017	
5.44013	0.0233934	-0.107853	-4.72919	0.26058	0.0699122	9.15122	-0.0279402	-0.174504	-14.6157	-0.120085	0.347447	
-4.0202	0.071198	0.0863712	-8.39591	0.273433	0.146694	12.8669	0.020374	-0.262257	-10.5534	-0.247858	0.283428	
8.69733	-0.0428295	-0.163404	-4.60276	0.345733	0.0526678	4.10042	-0.0453641	-0.0611596	-20.322	-0.17402	0.476565	
-1.79966	-0.14055	0.076146	-4.0684	0.197717	0.0674966	-10.5471	0.124362	0.218238	-9.93341	-0.201449	0.260951	
8.76462	-0.00551243	-0.17094	-6.00359	0.220757	0.104625	3.13446	0.0432392	-0.0590242	-5.54225	-0.157137	0.158304	
4.38509	-0.0654628	-0.0682313	-6.13974	0.285985	0.0961929	11.9744	0.0232718	-0.241297	-2.59238	-0.119677	0.0913159	
11.0134	0.0508551	-0.229029	0.31077	0.311125	-0.044729	-8.13422	-0.0291061	0.192698	-2.37269	-0.164898	0.09486	
0.852035	0.0190707	-0.0083759	-5.95116	0.315148	0.0873811	1.07412	-0.0180352	-0.003617	-14.4979	-0.237068	0.366521	
16.0277	-0.028463	-0.321697	-4.94708	0.280618	0.0704962	10.0415	-0.00652394	-0.195155	-7.50087	-0.175083	0.20573	
11.4933	0.0490817	-0.239124	-13.3869	0.337579	0.239942	10.6308	-0.0614506	-0.200615	-5.87449	-0.239017	0.182365	
10.609	-0.0195088	-0.206117	-2.33557	0.331574	0.00636715	1.51522	-0.0854406	-0.000963945	-28.1685	-0.188926	0.644856	
9.0355	-0.125092	-0.15629	2.34135	0.265632	-0.081032	-0.875987	-0.0268358	0.0385684	-2.22641	-0.148634	0.088154	
