Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	
000001:	0.010594318181818	0.167773863636364	0.689301136363636	0.132330681818182		1
000002:	0.004271590909091	0.034736363636364	0.884571022727273	0.076421022727273		1
000003:	0.012998863636364	0.035538068181818	0.862986363636364	0.088476704545455		1
000004:	0.006181250000000	0.021269318181818	0.943467045454545	0.029082386363636		1
000005:	0.003398863636364	0.066864204545455	0.896496590909091	0.033240340909091		1
000006:	0.026775568181818	0.063277840909091	0.846026136363636	0.063920454545455		1
000007:	0.007140340909091	0.022773863636364	0.845980113636364	0.124105681818182		1
000008:	0.006406250000000	0.026032954545455	0.889993181818182	0.077567613636364		1
000009:	0.006422159090909	0.033063636363636	0.929532386363636	0.030981818181818		1
000010:	0.008513068181818	0.053275568181818	0.904692045454545	0.033519318181818		1
000011:	0.091688068181818	0.145286363636364	0.629479545454545	0.133546022727273		1
000012:	0.159521590909091	0.468098295454545	0.337678409090909	0.034701704545455		1
000013:	0.493551136363636	0.333044886363636	0.148713068181818	0.024690909090909		1
000014:	0.121438636363636	0.107424431818182	0.732691477272727	0.038445454545455		1
000015:	0.041675000000000	0.154393750000000	0.775509090909091	0.028422159090909		1
000016:	0.051135227272727	0.068515909090909	0.846535227272727	0.033813636363636		1
000017:	0.036598863636364	0.389395454545455	0.511138068181818	0.062867613636364		1
000018:	0.292590340909091	0.551636363636364	0.127434659090909	0.028338636363636		1
000019:	0.175470454545455	0.218222727272727	0.561395454545455	0.044911363636364		1
000020:	0.052500568181818	0.311542613636364	0.600312500000000	0.035644318181818		1
000021:	0.042225568181818	0.784750568181818	0.065015909090909	0.108007954545455		1
000022:	0.067350000000000	0.602589772727273	0.301709090909091	0.028351136363636		1
000023:	0.180047727272727	0.412899431818182	0.305299431818182	0.101753409090909		1
000024:	0.187150568181818	0.207636363636364	0.571828409090909	0.033384659090909		1
000025:	0.422618181818182	0.340839772727273	0.210831818181818	0.025710227272727		1
000026:	0.089997727272727	0.744799431818182	0.137766477272727	0.027436363636364		1
000027:	0.150430681818182	0.727004545454545	0.099873863636364	0.022690909090909		1
000028:	0.051735795454545	0.392677840909091	0.335058522727273	0.220527840909091		1
000029:	0.090306250000000	0.497259090909091	0.352834659090909	0.059600000000000		1
000030:	0.217530681818182	0.190832954545455	0.500475000000000	0.091161363636364		1
000031:	0.153889772727273	0.737014772727273	0.084698295454545	0.024397159090909		1
000032:	0.066413636363636	0.783635795454545	0.107192613636364	0.042757954545455		1
000033:	0.063120454545455	0.635228409090909	0.185594318181818	0.116056818181818		1
000034:	0.083022727272727	0.164533522727273	0.717432386363636	0.035011363636364		1
000035:	0.119181818181818	0.691943750000000	0.094911931818182	0.093962500000000		1
000036:	0.056067045454545	0.476823863636364	0.405280113636364	0.061828977272727		1
000037:	0.076032386363636	0.718008522727273	0.184130113636364	0.021828977272727		1
000038:	0.326038636363636	0.176089204545455	0.273575568181818	0.224296590909091		1
000039:	0.201407954545455	0.578463068181818	0.192085227272727	0.028043750000000		1
000040:	0.186464204545455	0.113527272727273	0.667299431818182	0.032709090909091		1
000041:	0.086971022727273	0.641457386363636	0.238078977272727	0.033492613636364		1
000042:	0.223636363636364	0.592972727272727	0.139921022727273	0.043469886363636		1
000043:	0.052354545454545	0.191447727272727	0.720292045454546	0.035905681818182		1
000044:	0.068132386363636	0.510906250000000	0.394328409090909	0.026632954545455		1
000045:	0.078596590909091	0.807990340909091	0.091975000000000	0.021438068181818		1
000046:	0.155325568181818	0.573416477272727	0.154429545454545	0.116828409090909		1
000047:	0.088813068181818	0.402857386363636	0.407760227272727	0.100569318181818		1
000048:	0.025126704545455	0.050404545454545	0.881380681818182	0.043088068181818		1
000049:	0.057045454545455	0.146744886363636	0.751327272727273	0.044882386363636		1
000050:	0.092184090909091	0.341026704545455	0.518162500000000	0.048626704545455		1
000051:	0.027790909090909	0.038987500000000	0.893622727272727	0.039598863636364		1
000052:	0.020494318181818	0.042907386363636	0.908318750000000	0.028279545454545		1
000053:	0.086975000000000	0.407601704545455	0.466780681818182	0.038642613636364		1
000054:	0.548852840909091	0.370292613636364	0.056652840909091	0.024201704545455		1
000055:	0.021761931818182	0.081056818181818	0.869404545454545	0.027776704545455		1
000056:	0.046992613636364	0.291352272727273	0.617596590909091	0.044058522727273		1
000057:	0.033818181818182	0.466396590909091	0.454308522727273	0.045476704545455		1
000058:	0.169250000000000	0.325164204545455	0.459978409090909	0.045607386363636		1
000059:	0.072144318181818	0.717459659090909	0.175676136363636	0.034719886363636		1
000060:	0.033610795454545	0.172289204545455	0.760576136363636	0.033523863636364		1
000061:	0.039728977272727	0.252661363636364	0.678593750000000	0.029015909090909		1
000062:	0.032205113636364	0.041258522727273	0.895756250000000	0.030780113636364		1
000063:	0.045568181818182	0.045688636363636	0.869944886363636	0.038798295454545		1
000064:	0.022468181818182	0.044115909090909	0.805861363636364	0.127554545454545		1
000065:	0.026773295454545	0.094867045454545	0.831757386363636	0.046602272727273		1
000066:	0.024144318181818	0.564340340909091	0.381909659090909	0.029605681818182		1
000067:	0.021661931818182	0.034522727272727	0.895270454545455	0.048544886363636		1
