Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	
000001:	0.231397159090909	0.048327272727273	0.058821022727273	0.133631818181818	0.105375568181818	0.392415909090909	0.030031250000000		1
000002:	0.496261363636364	0.027907386363636	0.050231818181818	0.262732386363636	0.027302272727273	0.111018750000000	0.024546022727273		1
000003:	0.562399431818182	0.060885795454545	0.035002840909091	0.037560227272727	0.135097727272727	0.145341477272727	0.023712500000000		1
000004:	0.339650000000000	0.021692613636364	0.353089772727273	0.173792613636364	0.070571022727273	0.028054545454545	0.013149431818182		1
000005:	0.869516477272727	0.024522159090909	0.015386363636364	0.026414204545455	0.012308522727273	0.040805113636364	0.011047159090909		1
000006:	0.253882954545455	0.027550568181818	0.358300568181818	0.225336931818182	0.031771022727273	0.063263068181818	0.039894886363636		1
000007:	0.515236363636364	0.065003409090909	0.052789204545455	0.253772159090909	0.029476136363636	0.067562500000000	0.016160227272727		1
000008:	0.780175000000000	0.010191477272727	0.052336931818182	0.029960227272727	0.022727840909091	0.023709090909091	0.080899431818182		1
000009:	0.729451704545454	0.013501136363636	0.073991477272727	0.130868750000000	0.017952272727273	0.020605113636364	0.013629545454545		1
000010:	0.585480113636364	0.037489772727273	0.041688636363636	0.198901704545455	0.054481818181818	0.062923863636364	0.019034090909091		1
000011:	0.063448295454545	0.091024431818182	0.132515340909091	0.022893181818182	0.110855681818182	0.503420454545455	0.075842613636364		1
000012:	0.102407386363636	0.023784090909091	0.131776136363636	0.027007954545455	0.208390909090909	0.095785795454545	0.410847727272727		1
000013:	0.048267613636364	0.021161363636364	0.157621590909091	0.021898863636364	0.166178977272727	0.032109090909091	0.552762500000000		1
000014:	0.026937500000000	0.015399431818182	0.861790909090909	0.007170454545455	0.045389204545455	0.016509090909091	0.026803409090909		1
000015:	0.505138636363636	0.024317613636364	0.147174431818182	0.038784659090909	0.129018181818182	0.046558522727273	0.109007954545455		1
000016:	0.021332954545455	0.011184659090909	0.893640909090909	0.012070454545455	0.026981250000000	0.013080113636364	0.021709659090909		1
000017:	0.074642045454545	0.016432954545455	0.067932386363636	0.233960795454545	0.046168750000000	0.493876136363636	0.066986931818182		1
000018:	0.041212500000000	0.018628977272727	0.077895454545455	0.013797727272727	0.050179545454545	0.017217045454545	0.781068750000000		1
000019:	0.252294318181818	0.032178977272727	0.062531818181818	0.023605113636364	0.364671022727273	0.096331250000000	0.168387500000000		1
