Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	***Cluster  08***	
000001:	0.073470454545455	0.102396022727273	0.182469318181818	0.045999431818182	0.044253977272727	0.010817045454545	0.256044886363636	0.284548863636364		1
000002:	0.060815340909091	0.064778977272727	0.054544318181818	0.013768750000000	0.027851136363636	0.005786931818182	0.033319318181818	0.739135227272727		1
000003:	0.051172727272727	0.351859090909091	0.071956818181818	0.036786931818182	0.023228977272727	0.016490340909091	0.056022159090909	0.392482954545455		1
000004:	0.187790909090909	0.058846022727273	0.034757954545455	0.010228977272727	0.012140340909091	0.009207386363636	0.022605681818182	0.664422727272727		1
000005:	0.022280681818182	0.092244318181818	0.030065340909091	0.014441477272727	0.010580681818182	0.004820454545455	0.049810227272727	0.775756818181818		1
000006:	0.315386363636364	0.044850568181818	0.077784659090909	0.020753409090909	0.035290909090909	0.014859090909091	0.073605113636364	0.417469886363636		1
000007:	0.048797727272727	0.229919886363636	0.149492613636364	0.112945454545455	0.014754545454545	0.015927272727273	0.040042045454545	0.388120454545455		1
000008:	0.025482954545455	0.035153409090909	0.017085227272727	0.008043750000000	0.006981818181818	0.005473295454545	0.015809090909091	0.885970454545455		1
000009:	0.267261931818182	0.021164204545455	0.021977272727273	0.083676704545455	0.009010227272727	0.001482954545455	0.019547159090909	0.575879545454545		1
000010:	0.033873295454545	0.053326704545455	0.048040340909091	0.110366477272727	0.026138636363636	0.007226136363636	0.152538636363636	0.568489772727273		1
000011:	0.302088068181818	0.102360795454545	0.079223295454545	0.119091477272727	0.043591477272727	0.069325568181818	0.206784659090909	0.077534659090909		1
000012:	0.422097727272727	0.106178977272727	0.007946022727273	0.006253977272727	0.068490909090909	0.288632954545455	0.047648295454545	0.052751136363636		1
000013:	0.242634090909091	0.132842045454545	0.028632386363636	0.016398295454545	0.376715340909091	0.102161363636364	0.065001704545455	0.035614772727273		1
000014:	0.869126704545455	0.023139204545455	0.009406818181818	0.007552272727273	0.028439204545455	0.026257954545455	0.016916477272727	0.019161363636364		1
000015:	0.214853409090909	0.334973863636364	0.030517613636364	0.014750568181818	0.055101136363636	0.036472159090909	0.056665340909091	0.256665909090909		1
000016:	0.892822727272727	0.021450000000000	0.012465340909091	0.010862500000000	0.030496590909091	0.008305681818182	0.012052840909091	0.011544318181818		1
000017:	0.129611931818182	0.154692613636364	0.028332954545455	0.034288636363636	0.036074431818182	0.030571590909091	0.528230113636364	0.058197727272727		1
000018:	0.066205113636364	0.076085795454545	0.019538068181818	0.026100000000000	0.631902272727273	0.074575568181818	0.059790909090909	0.045802272727273		1
000019:	0.046228409090909	0.278285795454545	0.202167045454545	0.013158522727273	0.088284659090909	0.160534659090909	0.092972727272727	0.118368181818182		1
000020:	0.468903409090909	0.080157386363636	0.032306818181818	0.025759659090909	0.081953409090909	0.034457386363636	0.181041477272727	0.095420454545455		1
000021:	0.025784659090909	0.156376136363636	0.061305681818182	0.056026136363636	0.075400000000000	0.033862500000000	0.570549431818182	0.020695454545455		1
000022:	0.088057954545455	0.550709090909091	0.030968181818182	0.014220454545455	0.123869318181818	0.053849431818182	0.090100568181818	0.048225000000000		1
000023:	0.107448863636364	0.183407954545455	0.096433522727273	0.037699431818182	0.105805113636364	0.231028977272727	0.187540909090909	0.050635227272727		1
000024:	0.818651704545455	0.018570454545455	0.015114204545455	0.012140340909091	0.052712500000000	0.019793181818182	0.039578977272727	0.023438636363636		1
000025:	0.115068181818182	0.339953977272727	0.058855113636364	0.013414772727273	0.158658522727273	0.224092613636364	0.052611363636364	0.037345454545455		1
000026:	0.051302840909091	0.465394318181818	0.039348295454545	0.028288636363636	0.277332954545455	0.047356818181818	0.063783522727273	0.027192613636364		1
000027:	0.086889204545455	0.103926704545455	0.015061363636364	0.016128409090909	0.520650568181818	0.099015909090909	0.135208522727273	0.023119318181818		1
000028:	0.111156250000000	0.099421022727273	0.114939204545455	0.152085795454545	0.053447159090909	0.043276704545455	0.362065340909091	0.063608522727273		1
000029:	0.365268181818182	0.158660795454545	0.004209090909091	0.006348295454545	0.235747727272727	0.036419886363636	0.014707954545455	0.178638068181818		1
000030:	0.105270454545455	0.463300568181818	0.050121022727273	0.035921590909091	0.048026704545455	0.182357386363636	0.066421022727273	0.048581250000000		1
000031:	0.053161931818182	0.053297159090909	0.016158522727273	0.017363068181818	0.715220454545455	0.042380681818182	0.070592613636364	0.031825568181818		1
000032:	0.101143750000000	0.186525000000000	0.025438068181818	0.040037500000000	0.149639204545455	0.032128409090909	0.434901136363636	0.030186931818182		1
000033:	0.065927840909091	0.370275568181818	0.060665340909091	0.066724431818182	0.111888068181818	0.071550000000000	0.135143181818182	0.117825568181818		1
000034:	0.838951136363636	0.024177840909091	0.013407954545455	0.006850000000000	0.044431818181818	0.030700568181818	0.024678409090909	0.016802272727273		1
