Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	
000001:	0.010226704545455	0.110827272727273	0.177402840909091	0.089555681818182	0.557085227272727	0.054902272727273		1
000002:	0.014018750000000	0.026837500000000	0.055988068181818	0.042876136363636	0.847688068181818	0.012591477272727		1
000003:	0.009011363636364	0.025221590909091	0.210118750000000	0.054917045454545	0.663655113636364	0.037076136363636		1
000004:	0.009125000000000	0.023034659090909	0.081646590909091	0.433610795454545	0.430515340909091	0.022067613636364		1
000005:	0.003322727272727	0.045039772727273	0.228800000000000	0.057169886363636	0.655946590909091	0.009721022727273		1
000006:	0.002158522727273	0.020746022727273	0.071857386363636	0.780550000000000	0.117711363636364	0.006976704545455		1
000007:	0.013681250000000	0.018969886363636	0.083129545454545	0.088945454545455	0.777556818181818	0.017717045454545		1
000008:	0.005328409090909	0.021069318181818	0.080375568181818	0.070333522727273	0.808680113636364	0.014213068181818		1
000009:	0.007855113636364	0.024209090909091	0.044149431818182	0.046462500000000	0.857531818181818	0.019792045454545		1
000010:	0.009473295454545	0.071645454545455	0.128357386363636	0.140685227272727	0.628896590909091	0.020942045454545		1
000011:	0.070060227272727	0.141780681818182	0.149013636363636	0.285531818181818	0.245870454545455	0.107743181818182		1
000012:	0.461669886363636	0.066972727272727	0.180681250000000	0.031085227272727	0.018306250000000	0.241284659090909		1
000013:	0.293375000000000	0.175644318181818	0.122801704545455	0.346784659090909	0.042169318181818	0.019225000000000		1
000014:	0.029153409090909	0.029889772727273	0.032112500000000	0.867115340909091	0.030043750000000	0.011685227272727		1
000015:	0.036823863636364	0.106516477272727	0.588951704545455	0.182218181818182	0.064028409090909	0.021461363636364		1
000016:	0.005419318181818	0.025602840909091	0.021839772727273	0.274123863636364	0.127501704545455	0.545512500000000		1
000017:	0.025205681818182	0.285051704545455	0.334648863636364	0.118742613636364	0.201736363636364	0.034614772727273		1
000018:	0.278255681818182	0.402457954545455	0.164074431818182	0.092467045454545	0.040838068181818	0.021906818181818		1
000019:	0.069493181818182	0.072826136363636	0.726495454545454	0.054253977272727	0.051398295454545	0.025532954545455		1
000020:	0.030121590909091	0.198196590909091	0.204958522727273	0.450451136363636	0.084028409090909	0.032243750000000		1
000021:	0.041398295454545	0.559311363636364	0.104135795454545	0.035088636363636	0.036482954545455	0.223582954545455		1
000022:	0.034783522727273	0.140877272727273	0.632088636363636	0.151885227272727	0.024996022727273	0.015369318181818		1
000023:	0.189426704545455	0.249271590909091	0.225223863636364	0.092144318181818	0.122259090909091	0.121674431818182		1
000024:	0.012543750000000	0.029606818181818	0.013061363636364	0.934003409090909	0.006324431818182	0.004460227272727		1
000025:	0.303870454545455	0.203390340909091	0.156013068181818	0.226454545454545	0.059660227272727	0.050611363636364		1
000026:	0.049519318181818	0.285454545454545	0.594277840909091	0.024764772727273	0.023230681818182	0.022752840909091		1
000027:	0.091154545454545	0.734727840909091	0.087726136363636	0.049642045454545	0.025347159090909	0.011402272727273		1
000028:	0.053430681818182	0.393934659090909	0.097433522727273	0.072677272727273	0.104442045454545	0.278081818181818		1
000029:	0.076013068181818	0.348382386363636	0.205176136363636	0.259582954545455	0.061639204545455	0.049206250000000		1
000030:	0.069072159090909	0.078222159090909	0.672138636363636	0.091286931818182	0.041748863636364	0.047531250000000		1
000031:	0.106932386363636	0.628312500000000	0.113965340909091	0.087980681818182	0.028600000000000	0.034209090909091		1
000032:	0.043053977272727	0.741912500000000	0.072673295454545	0.069757954545455	0.031706818181818	0.040895454545455		1
000033:	0.046609659090909	0.398855681818182	0.299866477272727	0.085906250000000	0.086303409090909	0.082458522727273		1
000034:	0.015238636363636	0.027547727272727	0.013245454545455	0.926736363636364	0.011486363636364	0.005745454545455		1
000035:	0.106582386363636	0.615475000000000	0.060894318181818	0.043747159090909	0.096411363636364	0.076889772727273		1
