30000	4	1	
0	0	0	0	
0.299086	0.303964	0.30584	0.374247	
0.487129	0.47886	0.509892	0.357255	
0.590868	0.477979	0.560923	0.576625	
0.731838	0.637528	0.649537	0.707677	
0.674383	0.651758	0.744208	0.758512	
0.736694	0.691475	0.721102	0.677582	
0.733981	0.701025	0.742481	0.679781	
0.72018	0.711725	0.8254	0.680989	
0.80848	0.816697	0.825919	0.750967	
0.829789	0.70233	0.761421	0.778633	
0.810074	0.808261	0.799636	0.803944	
0.849491	0.867367	0.829019	0.763043	
0.797001	0.882481	0.859349	0.881886	
0.779132	0.82292	0.837574	0.741283	
0.833007	0.85246	0.909102	0.829686	
0.791004	0.871511	0.836766	0.746614	
0.886871	0.898392	0.862186	0.841137	
0.887209	0.823442	0.817963	0.82091	
0.79879	0.80059	0.81057	0.738769	
0.828205	0.714901	0.885207	0.823459	
0.833087	0.862567	0.772243	0.820615	
0.799977	0.861509	0.839704	0.704932	
0.846572	0.873117	0.8614	0.786309	
0.825515	0.85756	0.821476	0.775385	
0.765082	0.800038	0.790297	0.800879	
0.789557	0.791691	0.864295	0.757564	
0.871847	0.849021	0.76879	0.787662	
0.826447	0.841557	0.856625	0.734215	
0.886414	0.90171	0.895043	0.858761	
0.840904	0.863092	0.826879	0.780547	
0.842869	0.905473	0.857704	0.917836	
0.782815	0.849329	0.873152	0.78204	
0.811827	0.865558	0.899424	0.815291	
0.791056	0.815565	0.863853	0.806247	
0.858522	0.803402	0.858004	0.803537	
0.82891	0.715836	0.930568	0.810021	
0.812844	0.696311	0.812271	0.808019	
0.723434	0.713605	0.823835	0.797351	
0.768845	0.745657	0.747293	0.828602	
0.796975	0.772557	0.806498	0.846825	
0.796053	0.769758	0.863723	0.837715	
0.816246	0.787622	0.795907	0.785973	
0.769541	0.771002	0.774631	0.736179	
0.735954	0.727772	0.791359	0.777025	
0.735744	0.665453	0.804494	0.870155	
0.806314	0.684453	0.767853	0.821041	
0.754033	0.791605	0.853514	0.840952	
0.740978	0.753138	0.799873	0.862506	
0.818555	0.853095	0.824715	0.79463	
0.800504	0.748961	0.728317	0.860398	
0.774641	0.738762	0.817195	0.859443	
0.813221	0.810487	0.834434	0.810771	
0.764581	0.801551	0.823428	0.695761	
0.795206	0.752867	0.706897	0.845708	
0.729402	0.772406	0.748928	0.798056	
0.667236	0.696113	0.747857	0.753068	
0.667777	0.725591	0.72203	0.793225	
0.722118	0.665276	0.729499	0.787718	
0.715812	0.738732	0.812725	0.757389	
0.808466	0.781762	0.765961	0.727603	
0.692776	0.731675	0.798066	0.836315	
0.702516	0.750302	0.731786	0.794199	
0.741282	0.727312	0.668873	0.867548	
0.611178	0.72807	0.726743	0.86382	
0.774094	0.712461	0.728128	0.760104	
0.702863	0.678761	0.731326	0.813759	
0.731266	0.672974	0.786313	0.811443	
0.756787	0.779327	0.771248	0.785165	
0.792859	0.684206	0.674921	0.770221	
0.670074	0.728361	0.741867	0.856083	
0.811651	0.757555	0.695515	0.874887	
0.740592	0.681801	0.771602	0.825046	
0.741987	0.689211	0.680813	0.754953	
0.685951	0.669988	0.706931	0.832449	
0.673969	0.642157	0.633881	0.705961	
0.680629	0.681084	0.717878	0.747294	
0.762711	0.703825	0.698941	0.766923	
0.75668	0.660251	0.70076	0.714128	
0.689112	0.620756	0.625525	0.784557	
0.63859	0.687278	0.667562	0.7986	
0.703013	0.666424	0.692927	0.72537	
0.676595	0.682653	0.667984	0.756907	
0.688346	0.653234	0.661296	0.733541	
0.677879	0.60843	0.647448	0.711391	
0.751462	0.702275	0.646042	0.698693	
0.740075	0.661734	0.68177	0.738193	
0.72097	0.693907	0.666019	0.760046	
0.769806	0.65127	0.625365	0.725377	
0.689855	0.680379	0.691917	0.735667	
0.739264	0.596355	0.637039	0.73261	
0.796286	0.618696	0.763226	0.726829	
0.751695	0.586544	0.756983	0.723392	
0.660817	0.56405	0.737157	0.792139	
0.656113	0.665998	0.670103	0.797187	
0.750932	0.690416	0.709145	0.724331	
0.743679	0.634884	0.682275	0.738208	
0.707358	0.629554	0.684986	0.728538	
0.672651	0.648296	0.699799	0.657104	
0.602865	0.650662	0.709876	0.69374	
0.714201	0.697966	0.648168	0.612342	
0.695762	0.660995	0.720717	0.712637	
0.599464	0.602316	0.640171	0.787618	
0.643613	0.653885	0.717553	0.778024	
0.674699	0.655068	0.713002	0.664347	
0.671506	0.72444	0.614029	0.715652	
0.603444	0.701778	0.610229	0.718802	
0.629855	0.71083	0.689096	0.71084	
0.658527	0.588472	0.700696	0.638571	
0.674785	0.624614	0.656542	0.712846	
0.591222	0.514069	0.609196	0.578539	
0.657981	0.575272	0.639291	0.652828	
0.726931	0.555075	0.644387	0.667215	
0.617684	0.587803	0.63335	0.621252	
0.57611	0.571256	0.699126	0.588455	
0.531586	0.596878	0.61581	0.640884	
0.615204	0.606264	0.642132	0.663219	
0.719009	0.698373	0.626625	0.685813	
0.652586	0.527989	0.671938	0.614287	
0.536323	0.531504	0.678965	0.705241	
0.634762	0.57569	0.660976	0.646609	
0.599794	0.541127	0.629925	0.747147	
0.576817	0.435605	0.686494	0.664733	
0.620618	0.504697	0.671406	0.600361	
0.593549	0.598404	0.705871	0.7036	
0.650803	0.514668	0.681213	0.666334	
0.541464	0.582633	0.644427	0.623255	
0.516962	0.627698	0.646972	0.720143	
0.547161	0.591603	0.665665	0.656178	
0.462707	0.581263	0.677651	0.741403	
0.514031	0.613467	0.742816	0.640968	
0.561903	0.620205	0.770371	0.615575	
0.577714	0.616996	0.687283	0.571676	
0.572034	0.589108	0.707111	0.554612	
0.55622	0.616484	0.693251	0.561917	
0.496035	0.620317	0.693056	0.579015	
0.56604	0.551866	0.701256	0.570176	
0.538964	0.555824	0.749285	0.662125	
0.607047	0.54522	0.688679	0.493151	
0.583982	0.534705	0.693294	0.518151	
0.620072	0.538618	0.735491	0.659529	
0.409472	0.614466	0.700593	0.521085	
0.578257	0.558701	0.702669	0.566453	
0.533085	0.55047	0.560641	0.626654	
0.496227	0.586949	0.662783	0.555135	
0.636192	0.559063	0.721596	0.546688	
0.607052	0.597057	0.737557	0.537804	
0.596365	0.498397	0.602052	0.596131	
0.49976	0.570452	0.781905	0.534538	
0.576827	0.563212	0.746151	0.65818	
0.45567	0.57587	0.747664	0.632809	
0.474858	0.561122	0.628109	0.690559	
0.532236	0.463429	0.606356	0.558994	
0.478083	0.484424	0.686486	0.676552	
0.42634	0.5249	0.678203	0.579383	
0.517879	0.563778	0.62231	0.525935	
0.542337	0.546866	0.634639	0.574495	
