30000	5	3	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.0949	0.0690241	-0.282246	3.1796	-0.0554527	-0.0508081	-15.4068	0.0114524	0.331868	-2.08846	0.164492	0.0237648	0.549006	0.17863	-0.0356141	
-3.0183	0.122672	0.0536801	-1.22673	0.136072	0.0112136	8.87995	0.168074	-0.208886	-3.47286	0.159295	0.0554678	6.27801	0.237429	-0.166054	
-5.04897	0.0442084	0.113648	-0.28518	0.00296933	0.0181928	-6.14294	0.172105	0.114577	-9.8604	0.15965	0.192338	-1.5555	0.0633596	0.0346577	
-8.82947	-0.0277352	0.204936	12.6827	-0.0459704	-0.247598	1.3566	0.07999	-0.0289366	-8.99869	0.049893	0.194396	-4.82259	0.199926	0.0809333	
-16.1068	-0.0761095	0.370376	12.8579	-0.00946936	-0.258048	2.04892	0.175003	-0.0602045	6.73755	0.131	-0.151094	3.23114	0.131781	-0.0762453	
-6.25553	-0.101555	0.167034	8.70274	0.0342869	-0.17815	-4.58935	0.0550071	0.103676	-10.1705	-0.0465772	0.236914	11.7546	0.178568	-0.267207	
1.05213	-0.0241315	-0.00161813	0.650029	0.0859029	-0.0141876	5.94015	0.194891	-0.144782	-3.93644	-0.0627657	0.109805	-2.95774	-0.0165909	0.0823279	
0.330053	-0.0402408	0.016351	3.39399	0.0134977	-0.0582938	0.126304	0.201215	-0.0220064	-4.02914	0.00350622	0.0992117	26.4137	0.16029	-0.57177	
9.84843	0.0754269	-0.205618	8.81751	-0.0586631	-0.162521	9.05855	0.168328	-0.206626	-5.9066	0.0643575	0.129671	8.91777	-0.0123305	-0.170558	
-13.6563	0.0171426	0.303538	1.18709	-0.0430223	-0.00273765	3.67886	0.131706	-0.0856483	-15.2341	0.0364194	0.33267	9.49176	0.0972958	-0.199409	
-5.87438	-0.027827	0.145159	10.9893	0.0797359	-0.231811	-5.06112	0.10021	0.106572	-15.0141	-0.000670966	0.334739	3.31854	0.0487773	-0.0615437	
-3.82458	0.111259	0.0776719	-6.89448	-0.0151038	0.164251	-0.269249	0.00710091	0.0208096	0.913824	0.0266813	-0.0081221	2.31638	0.0588774	-0.0423353	
-3.82043	-0.0610109	0.109446	-0.18995	-0.0102739	0.0217518	0.852935	0.191843	-0.0363734	-1.983	0.0315415	0.0511532	6.28648	0.10944	-0.136137	
-15.0682	0.0370324	0.328398	-7.68919	-0.0929848	0.195292	7.18089	0.284973	-0.187512	1.69537	-0.0949545	-0.00508204	-12.7387	0.0174005	0.285422	
-13.0404	-0.016417	0.295234	-3.02291	-0.0200538	0.0842686	-1.30229	0.311183	-0.00977763	-11.37	-0.0605299	0.269403	-2.65837	0.158522	0.0465597	
-7.32705	-0.0953514	0.190323	0.924948	-0.0566586	0.00519034	2.13463	0.266893	-0.0758024	-6.33594	0.0079544	0.147229	-6.15345	0.144509	0.122476	
-0.306422	-0.129205	0.0464953	-5.10285	-0.0867087	0.138358	7.89655	0.186004	-0.183429	-7.30078	-0.0633848	0.184019	5.96993	0.223424	-0.14914	
7.95994	-0.0981206	-0.135327	11.5911	0.0537992	-0.240543	9.1762	0.076401	-0.191487	-11.0866	-0.120857	0.272422	3.39969	0.10625	-0.0731312	
-3.5808	0.00877839	0.0899014	-5.05602	-0.1133	0.142479	8.67008	0.272523	-0.216269	-7.63536	-0.110769	0.196486	9.80215	0.242353	-0.232089	
2.06347	-0.0199886	-0.0238198	1.09042	0.124571	-0.0299965	4.07733	0.0322692	-0.0760347	1.80978	0.0678847	-0.0328175	4.1321	0.105548	-0.0882656	
-11.0336	-0.0508857	0.261211	14.2577	0.0679029	-0.300886	16.6176	0.286251	-0.386653	-1.22181	0.00387303	0.0418614	8.33931	0.0217757	-0.16246	
-1.23932	0.010761	0.041818	2.70071	0.162179	-0.0718866	6.00069	0.23279	-0.151076	-5.38645	-0.0633989	0.141418	-8.44512	-0.00479825	0.198732	
-2.74719	0.00388545	0.0753518	23.2157	0.17445	-0.508147	6.19333	0.178842	-0.148032	-5.15682	-0.0549152	0.135506	2.38611	0.128761	-0.0564497	
-4.4445	-0.00858696	0.110469	6.97675	0.170274	-0.163398	6.03347	0.122686	-0.131959	-5.70593	0.028655	0.132642	0.931119	0.0554176	-0.012196	
-0.802897	-0.063477	0.0453977	15.0524	0.0164492	-0.307935	9.61773	0.194012	-0.220595	10.3136	0.0657756	-0.213404	8.11438	0.224755	-0.193225	
0.816732	-0.0898764	0.0160969	11.2141	0.0114515	-0.226046	7.78345	0.0846172	-0.163295	-10.8725	-0.0728104	0.260053	13.0432	0.0736129	-0.269509	
2.02705	0.00704953	-0.0260971	26.7036	0.0378893	-0.559577	11.1236	0.110431	-0.239325	-7.51002	-0.139165	0.200521	0.671938	0.174559	-0.0268986	
0.4122	0.0506609	-0.000705821	16.2744	0.0473247	-0.33874	11.3388	0.280789	-0.272769	-9.66688	-0.0662948	0.231784	-2.39828	0.123481	0.0476227	
7.36349	0.0799215	-0.154507	5.07339	0.0433305	-0.100649	25.7508	0.125594	-0.550957	-18.5019	-0.0832894	0.424445	-3.46002	0.128833	0.0710403	
-1.52345	-0.0164421	0.0527293	6.5396	0.0515095	-0.13304	11.5626	0.141029	-0.254139	-13.4545	-0.203122	0.339387	17.7706	0.0726261	-0.372603	
-1.71948	-0.0488258	0.0622037	8.97043	0.0392046	-0.184067	11.6613	0.212857	-0.268612	-13.1204	-0.0538477	0.303702	5.8386	0.215994	-0.144791	
-8.00619	0.00696842	0.185953	2.90833	-0.0464419	-0.0391719	21.8825	0.18105	-0.481251	-16.3917	-0.0655944	0.376478	0.277343	0.230689	-0.0284876	
