Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	***Cluster  08***	
000001:	0.043775000000000	0.019515909090909	0.482649431818182	0.064985227272727	0.166384659090909	0.123797159090909	0.023319886363636	0.075572727272727		1
000002:	0.013151136363636	0.004317045454545	0.799686931818182	0.026883522727273	0.032480113636364	0.087376136363636	0.011844886363636	0.024260227272727		1
000003:	0.046584659090909	0.019455681818182	0.355082386363636	0.049319318181818	0.334763636363636	0.110837500000000	0.042939772727273	0.041017045454545		1
000004:	0.009712500000000	0.007191477272727	0.102484659090909	0.623780681818182	0.053615340909091	0.156514204545455	0.015815340909091	0.030885795454545		1
000005:	0.099627272727273	0.009746590909091	0.488250000000000	0.047127272727273	0.061605681818182	0.194442045454545	0.014507386363636	0.084693750000000		1
000006:	0.023741477272727	0.019159659090909	0.406570454545455	0.267278977272727	0.047110227272727	0.177673295454545	0.018217613636364	0.040248295454545		1
000007:	0.014192613636364	0.012977272727273	0.564998863636364	0.032948863636364	0.125349431818182	0.170357386363636	0.052802272727273	0.026373295454545		1
000008:	0.028503409090909	0.012997727272727	0.248475568181818	0.089354545454545	0.249438068181818	0.311222727272727	0.022644318181818	0.037363636363636		1
000009:	0.017065909090909	0.013967613636364	0.297083522727273	0.183082386363636	0.183406250000000	0.217248295454545	0.025298295454545	0.062847727272727		1
000010:	0.041235795454545	0.010275000000000	0.470672727272727	0.114010227272727	0.161858522727273	0.144509090909091	0.018805113636364	0.038633522727273		1
000011:	0.146298863636364	0.052015340909091	0.371954545454545	0.141694886363636	0.041051136363636	0.027771022727273	0.089279545454545	0.129934659090909		1
000012:	0.037976704545455	0.102766477272727	0.040326136363636	0.095390340909091	0.375817045454545	0.025157386363636	0.024881250000000	0.297684659090909		1
000013:	0.279692613636364	0.304686931818182	0.027204545454545	0.230897727272727	0.039911363636364	0.016368181818182	0.017068181818182	0.084170454545455		1
000014:	0.014239772727273	0.030219886363636	0.015985795454545	0.884442045454545	0.019814204545455	0.010217613636364	0.008332954545455	0.016747727272727		1
000015:	0.033739772727273	0.052173863636364	0.057675568181818	0.301793750000000	0.467300000000000	0.022915340909091	0.015594318181818	0.048807386363636		1
000016:	0.167330681818182	0.023035227272727	0.026843181818182	0.667997727272727	0.032092613636364	0.013236931818182	0.032011363636364	0.037452272727273		1
000017:	0.061092045454545	0.052539772727273	0.259886931818182	0.092846022727273	0.054246590909091	0.034697727272727	0.036941477272727	0.407749431818182		1
000018:	0.060273863636364	0.564680681818182	0.033672159090909	0.070239204545455	0.145280113636364	0.017819318181818	0.018925568181818	0.089109090909091		1
000019:	0.220528977272727	0.140548863636364	0.235642613636364	0.065625000000000	0.161131250000000	0.031743181818182	0.031158522727273	0.113621590909091		1
000020:	0.092469318181818	0.052146590909091	0.165680681818182	0.233971022727273	0.047409659090909	0.016774431818182	0.029541477272727	0.362006818181818		1
000021:	0.441386363636364	0.041223863636364	0.002498295454545	0.013243750000000	0.006419886363636	0.373450568181818	0.001878977272727	0.119898295454545		1
000022:	0.070556818181818	0.093357386363636	0.033152272727273	0.065157954545455	0.624445454545455	0.017524431818182	0.015143181818182	0.080662500000000		1
000023:	0.703415909090909	0.057797159090909	0.028535227272727	0.050878409090909	0.060459090909091	0.014527840909091	0.021946590909091	0.062439772727273		1
000024:	0.104046022727273	0.228936363636364	0.014524431818182	0.597144886363636	0.009143750000000	0.005789772727273	0.004976704545455	0.035438068181818		1
000025:	0.477583522727273	0.204341477272727	0.027463068181818	0.114332954545455	0.050276136363636	0.038169886363636	0.017435227272727	0.070397727272727		1
000026:	0.307091477272727	0.123121590909091	0.051268181818182	0.065608522727273	0.323001704545455	0.013609659090909	0.017882386363636	0.098416477272727		1
000027:	0.029478977272727	0.537534090909091	0.022678977272727	0.126089204545455	0.068647159090909	0.011096590909091	0.011626136363636	0.192848863636364		1
000028:	0.198436931818182	0.060913068181818	0.239005681818182	0.060397159090909	0.062446022727273	0.030788068181818	0.098631818181818	0.249381250000000		1
000029:	0.086525568181818	0.135390340909091	0.059746022727273	0.186656818181818	0.218652840909091	0.023057954545455	0.045954545454545	0.244015909090909		1
000030:	0.241503409090909	0.063175568181818	0.043860795454545	0.107339772727273	0.459146590909091	0.011269886363636	0.029157954545455	0.044546022727273		1
000031:	0.146918750000000	0.531601704545455	0.033662500000000	0.051411363636364	0.035325568181818	0.019219886363636	0.016221590909091	0.165638636363636		1
000032:	0.054031818181818	0.177813636363636	0.037554545454545	0.136786363636364	0.291700568181818	0.027696022727273	0.027514772727273	0.246902272727273		1
000033:	0.015665909090909	0.787142045454545	0.006821022727273	0.127802840909091	0.022381250000000	0.002738636363636	0.003556250000000	0.033892045454545		1
000034:	0.035352272727273	0.040596022727273	0.015140340909091	0.814694886363636	0.021751136363636	0.008723295454545	0.015832954545455	0.047909090909091		1
000035:	0.891914204545455	0.042114204545455	0.003332954545455	0.027478977272727	0.007038068181818	0.003512500000000	0.008537500000000	0.016071590909091		1
000036:	0.083939772727273	0.087456250000000	0.109932386363636	0.207293750000000	0.079788068181818	0.036348295454545	0.065366477272727	0.329875000000000		1
000037:	0.074028977272727	0.151732386363636	0.061522159090909	0.114246590909091	0.120557386363636	0.019731250000000	0.022292045454545	0.435889204545455		1
000038:	0.717538636363636	0.067928409090909	0.026376136363636	0.077207386363636	0.020387500000000	0.017839772727273	0.032952840909091	0.039769318181818		1
000039:	0.175811363636364	0.285801136363636	0.043633522727273	0.145412500000000	0.119084659090909	0.038910227272727	0.030073863636364	0.161272727272727		1
000040:	0.024951136363636	0.053485795454545	0.018224431818182	0.790916477272727	0.045414772727273	0.006746590909091	0.017847159090909	0.042413636363636		1
000041:	0.093663068181818	0.180090909090909	0.068810227272727	0.241782386363636	0.056564772727273	0.020517045454545	0.027988068181818	0.310583522727273		1
000042:	0.432317045454545	0.168848863636364	0.029476136363636	0.127687500000000	0.027264772727273	0.021634659090909	0.029158522727273	0.163612500000000		1
000043:	0.055061931818182	0.049540340909091	0.478015909090909	0.101782954545455	0.056452840909091	0.024262500000000	0.024798295454545	0.210085227272727		1
000044:	0.294150568181818	0.141491477272727	0.084763636363636	0.073678977272727	0.081744318181818	0.030799431818182	0.040286363636364	0.253085227272727		1
000045:	0.036639772727273	0.408798295454545	0.035700568181818	0.039146590909091	0.330905113636364	0.016909090909091	0.017613068181818	0.114287500000000		1
