30000	3	1	
0	0	0	
0.00592408	0.231733	0.105645	
0.0855853	0.427459	0.238308	
0.338566	0.527038	0.400302	
0.401324	0.665753	0.476004	
0.395569	0.625378	0.602914	
0.515326	0.676145	0.610048	
0.518576	0.778361	0.67645	
0.526139	0.72844	0.738382	
0.533451	0.778334	0.785255	
0.512818	0.80347	0.741677	
0.55362	0.817309	0.751691	
0.607834	0.858692	0.650712	
0.553943	0.854277	0.725776	
0.564796	0.887122	0.794104	
0.599736	0.832355	0.777644	
0.695885	0.85885	0.753401	
0.571324	0.892929	0.776384	
0.618137	0.913181	0.754056	
0.6263	0.957674	0.834913	
0.713287	0.852943	0.745868	
0.607159	0.896635	0.825081	
0.550266	0.939162	0.817339	
0.562287	0.88132	0.789355	
0.627581	1.01697	0.801536	
0.623299	0.841976	0.822431	
0.662952	0.83722	0.791482	
0.610754	0.89419	0.780684	
0.587211	0.913473	0.799133	
0.611379	0.912907	0.765875	
0.672733	0.863562	0.803533	
0.570559	0.9422	0.789895	
0.550683	0.874868	0.813955	
0.471476	0.936006	0.750732	
0.551045	0.874704	0.800131	
0.549129	0.838573	0.754973	
0.595155	0.785164	0.790321	
0.531202	0.869933	0.755798	
0.611982	0.870387	0.773084	
0.602368	0.800992	0.792401	
0.580979	0.7535	0.779037	
0.547104	0.826983	0.828929	
0.571063	0.873836	0.816095	
0.588188	0.853869	0.743793	
0.552794	0.834158	0.815956	
0.499553	0.812629	0.729859	
0.540225	0.773742	0.789272	
0.637815	0.806812	0.792491	
0.552461	0.858476	0.771398	
0.46313	0.903995	0.742142	
0.543988	0.837866	0.810866	
0.515804	0.777533	0.715659	
0.552721	0.849577	0.755749	
0.531428	0.75118	0.686845	
0.60199	0.805032	0.74755	
0.58394	0.691266	0.686071	
0.559782	0.762918	0.712697	
0.472943	0.752471	0.665385	
0.535566	0.737398	0.73242	
0.566327	0.791594	0.669355	
0.521273	0.890106	0.724355	
0.55554	0.885325	0.763597	
0.491062	0.830014	0.721455	
0.584819	0.76267	0.733606	
0.529916	0.836563	0.746767	
0.589236	0.794179	0.736841	
0.593768	0.810233	0.737832	
0.566997	0.797293	0.742987	
0.558397	0.818298	0.783719	
0.574003	0.783004	0.713713	
0.537788	0.774694	0.715338	
0.450338	0.828437	0.710251	
0.481843	0.822756	0.672486	
0.559427	0.754792	0.699021	
0.534295	0.724452	0.728773	
0.468374	0.712717	0.734323	
0.52632	0.726876	0.707698	
0.547896	0.785068	0.73816	
0.490456	0.805629	0.725172	
0.538388	0.836319	0.64434	
0.421225	0.788574	0.762453	
0.477647	0.828863	0.722488	
0.467888	0.736316	0.725509	
0.510277	0.686655	0.654374	
0.503012	0.692987	0.683511	
0.457413	0.634708	0.696114	
0.427626	0.743157	0.726687	
0.383211	0.679226	0.694309	
0.459857	0.677301	0.585242	
0.412633	0.659033	0.706418	
0.446489	0.747237	0.708981	
0.434584	0.699512	0.625123	
0.430801	0.673147	0.724318	
0.383657	0.639311	0.700214	
0.414618	0.67062	0.671647	
0.489957	0.749924	0.645559	
0.417712	0.667222	0.637243	
0.452905	0.622249	0.668208	
0.444685	0.56586	0.635519	
0.407004	0.644296	0.71381	
0.476209	0.56613	0.627969	
0.496862	0.590291	0.659479	
0.42159	0.583256	0.610742	
0.384837	0.598143	0.726863	
0.302265	0.639619	0.584235	
0.348728	0.618109	0.619244	
0.33894	0.584886	0.645566	
0.262433	0.607752	0.613194	
0.357802	0.570693	0.610306	
0.390173	0.618189	0.538094	
0.42555	0.6553	0.624849	
0.368382	0.68233	0.643129	
0.398867	0.524247	0.564529	
0.427606	0.641494	0.574916	
0.351899	0.609558	0.573153	
0.405515	0.637696	0.551401	
0.325013	0.667665	0.583394	
