Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	
000001:	0.298113068181818	0.078848295454545	0.084580681818182	0.538457954545455		1
000002:	0.405218181818182	0.074603409090909	0.024674431818182	0.495503977272727		1
000003:	0.161051136363636	0.040141477272727	0.029833522727273	0.768973863636364		1
000004:	0.054562500000000	0.803610795454546	0.018462500000000	0.123364204545455		1
000005:	0.100160795454545	0.046156818181818	0.033389772727273	0.820292613636364		1
000006:	0.081837500000000	0.700950568181818	0.094346590909091	0.122865340909091		1
000007:	0.497975000000000	0.041604545454545	0.022691477272727	0.437728977272727		1
000008:	0.342478409090909	0.100156250000000	0.051920454545455	0.505444886363636		1
000009:	0.157052840909091	0.174166477272727	0.042225568181818	0.626555113636364		1
000010:	0.125719318181818	0.079164204545455	0.057889772727273	0.737226704545455		1
000011:	0.255935227272727	0.151404545454545	0.043428977272727	0.549231250000000		1
000012:	0.024972159090909	0.106389772727273	0.123884659090909	0.744753409090909		1
000013:	0.038631250000000	0.152493181818182	0.721607386363636	0.087268181818182		1
000014:	0.030855681818182	0.909642045454545	0.028159659090909	0.031342613636364		1
000015:	0.027069886363636	0.095386931818182	0.028364204545455	0.849178977272727		1
000016:	0.019720454545455	0.922932386363636	0.013206250000000	0.044140909090909		1
000017:	0.041154545454545	0.044353977272727	0.030092613636364	0.884398863636364		1
000018:	0.037606250000000	0.062280681818182	0.745415340909091	0.154697727272727		1
000019:	0.030812500000000	0.028728409090909	0.071583522727273	0.868875568181818		1
000020:	0.041594886363636	0.215407954545455	0.051128409090909	0.691868750000000		1
000021:	0.223511931818182	0.014650000000000	0.272842045454545	0.488996022727273		1
000022:	0.033853409090909	0.043194886363636	0.088530681818182	0.834421022727273		1
000023:	0.233880113636364	0.048697727272727	0.279661931818182	0.437760227272727		1
000024:	0.016892045454545	0.940476704545455	0.016727272727273	0.025903977272727		1
000025:	0.070720454545455	0.145282386363636	0.554388068181818	0.229609090909091		1
000026:	0.031268181818182	0.018378409090909	0.169933522727273	0.780419886363636		1
000027:	0.023776704545455	0.036789204545455	0.733573863636364	0.205860227272727		1
000028:	0.339048295454545	0.037878409090909	0.054526136363636	0.568547159090909		1
000029:	0.071792613636364	0.101853409090909	0.113222727272727	0.713131250000000		1
000030:	0.103485227272727	0.061367045454545	0.062851136363636	0.772296590909091		1
000031:	0.026633522727273	0.031452840909091	0.823491477272727	0.118422159090909		1
000032:	0.060186931818182	0.052562500000000	0.231762500000000	0.655488068181818		1
000033:	0.067065909090909	0.033619318181818	0.047878977272727	0.851435795454546		1
000034:	0.017764772727273	0.924270454545455	0.017127272727273	0.040837500000000		1
000035:	0.363721022727273	0.025380113636364	0.476692613636364	0.134206250000000		1
000036:	0.124453409090909	0.074349431818182	0.035309659090909	0.765887500000000		1
000037:	0.020882954545455	0.062253977272727	0.152423295454545	0.764439772727273		1
000038:	0.627929545454545	0.071260227272727	0.108153977272727	0.192656250000000		1
000039:	0.040931818181818	0.064460795454545	0.328314772727273	0.566292613636364		1
000040:	0.010722159090909	0.284689204545455	0.581518181818182	0.123070454545455		1
000041:	0.050443750000000	0.131792045454545	0.141878409090909	0.675885795454545		1
000042:	0.051522727272727	0.063619886363636	0.693572159090909	0.191285227272727		1
000043:	0.084182954545455	0.082610227272727	0.042023295454545	0.791183522727273		1
000044:	0.040719886363636	0.040180681818182	0.085176704545455	0.833922727272727		1
000045:	0.028246590909091	0.016562500000000	0.571783522727273	0.383407386363636		1
000046:	0.159705113636364	0.044693181818182	0.675402272727273	0.120199431818182		1
000047:	0.184417613636364	0.175107954545455	0.395010795454545	0.245463636363636		1
000048:	0.045671590909091	0.045988068181818	0.029545454545455	0.878794886363636		1
000049:	0.048680681818182	0.033175000000000	0.033450568181818	0.884693750000000		1
000050:	0.073833522727273	0.267510227272727	0.179804545454545	0.478851704545455		1
000051:	0.025503409090909	0.930597159090909	0.012568181818182	0.031331250000000		1
000052:	0.025727272727273	0.828042045454545	0.017295454545455	0.128935227272727		1
000053:	0.036056818181818	0.112916477272727	0.167625000000000	0.683401704545455		1
000054:	0.060295454545455	0.047081250000000	0.738734090909091	0.153889204545455		1
000055:	0.025626704545455	0.171057954545455	0.025002840909091	0.778312500000000		1
000056:	0.031671590909091	0.045626136363636	0.042942045454545	0.879760227272727		1
000057:	0.029813068181818	0.107000568181818	0.129727840909091	0.733458522727273		1
000058:	0.019446590909091	0.012763636363636	0.060261363636364	0.907528409090909		1
000059:	0.018378409090909	0.011227840909091	0.144670454545455	0.825723295454545		1
000060:	0.027219318181818	0.034209090909091	0.015362500000000	0.923209090909091		1
000061:	0.021890909090909	0.029635227272727	0.026314772727273	0.922159090909091		1
000062:	0.022020454545455	0.932765340909091	0.013160227272727	0.032053977272727		1
000063:	0.027018750000000	0.915349431818182	0.013501136363636	0.044130681818182		1
000064:	0.049985227272727	0.890517613636364	0.008037500000000	0.051459659090909		1
000065:	0.088160227272727	0.034844886363636	0.022831250000000	0.854163636363636		1
000066:	0.016303977272727	0.051363636363636	0.057702272727273	0.874630113636364		1
000067:	0.023933522727273	0.937147727272727	0.010047159090909	0.028871590909091		1
000068:	0.018080113636364	0.014893750000000	0.081704545454545	0.885321590909091		1
000069:	0.031652840909091	0.028030681818182	0.066531250000000	0.873785227272727		1
000070:	0.101460795454545	0.283668750000000	0.206932386363636	0.407938068181818		1
000071:	0.024817045454545	0.014227272727273	0.048090340909091	0.912865340909091		1
000072:	0.043322727272727	0.079386363636364	0.020521022727273	0.856769886363636		1
000073:	0.027346022727273	0.040117045454545	0.019837500000000	0.912699431818182		1
000074:	0.025440340909091	0.140385227272727	0.708720454545455	0.125453977272727		1
000075:	0.039864772727273	0.031079545454545	0.197940909090909	0.731114772727273		1
000076:	0.529998863636364	0.017701136363636	0.209456250000000	0.242843750000000		1
000077:	0.362116477272727	0.051340909090909	0.162662500000000	0.423880113636364		1
000078:	0.108836931818182	0.041986931818182	0.017878977272727	0.831297159090909		1
