Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	
000001:	0.040092045454545	0.145759090909091	0.141153977272727	0.343525568181818	0.231744886363636	0.097724431818182		1
000002:	0.014864772727273	0.631002272727273	0.048054545454545	0.138381250000000	0.080316477272727	0.087380681818182		1
000003:	0.023163636363636	0.132941477272727	0.027706250000000	0.105485227272727	0.655257954545455	0.055445454545455		1
000004:	0.022255681818182	0.166214772727273	0.027413068181818	0.034636931818182	0.058268181818182	0.691211363636364		1
000005:	0.013746590909091	0.452049431818182	0.055894318181818	0.048260227272727	0.364641477272727	0.065407954545455		1
000006:	0.211590909090909	0.190476704545455	0.054146590909091	0.061534659090909	0.052710227272727	0.429540909090909		1
000007:	0.027900000000000	0.480150568181818	0.026008522727273	0.223375568181818	0.201932954545455	0.040632386363636		1
000008:	0.017471022727273	0.874580681818182	0.015472159090909	0.017407386363636	0.031793750000000	0.043275000000000		1
000009:	0.017959090909091	0.805215340909091	0.025307954545455	0.027798295454545	0.037363068181818	0.086356250000000		1
000010:	0.025562500000000	0.589125568181818	0.112807386363636	0.043794318181818	0.103198863636364	0.125511363636364		1
000011:	0.037109090909091	0.125924431818182	0.068371590909091	0.339528409090909	0.223403977272727	0.205662500000000		1
000012:	0.075215909090909	0.082730113636364	0.275218181818182	0.027626704545455	0.410090340909091	0.129118750000000		1
000013:	0.274528977272727	0.050394886363636	0.189019886363636	0.034889204545455	0.190435227272727	0.260731818181818		1
000014:	0.021998863636364	0.034195454545455	0.019223295454545	0.015257386363636	0.034236931818182	0.875088068181818		1
000015:	0.060099431818182	0.224314772727273	0.070610227272727	0.026950000000000	0.408915340909091	0.209110227272727		1
000016:	0.012658522727273	0.037727840909091	0.017014204545455	0.022444318181818	0.072647159090909	0.837507954545455		1
000017:	0.017440909090909	0.114668750000000	0.234894886363636	0.078909659090909	0.449331818181818	0.104753977272727		1
000018:	0.275298295454545	0.059583522727273	0.472708522727273	0.018482954545455	0.108014772727273	0.065911931818182		1
000019:	0.038569318181818	0.097868750000000	0.052146590909091	0.024909659090909	0.746616477272727	0.039889204545455		1
000020:	0.018065909090909	0.126401704545455	0.228973295454545	0.039881250000000	0.179611931818182	0.407065909090909		1
000021:	0.020400000000000	0.022297159090909	0.202155681818182	0.261761363636364	0.468989772727273	0.024396022727273		1
000022:	0.034475568181818	0.095875000000000	0.164056250000000	0.030156250000000	0.581833522727273	0.093603409090909		1
000023:	0.057125000000000	0.041501136363636	0.109376704545455	0.127815909090909	0.604924431818182	0.059256818181818		1
000024:	0.023311363636364	0.031322727272727	0.025809659090909	0.017492045454545	0.021296022727273	0.880768181818182		1
000025:	0.203507954545455	0.095782386363636	0.107425568181818	0.034506250000000	0.346613636363636	0.212164204545455		1
000026:	0.039915909090909	0.046589204545455	0.140468750000000	0.025634659090909	0.703541477272727	0.043850000000000		1
000027:	0.102065909090909	0.052730113636364	0.661330681818182	0.023892613636364	0.104363068181818	0.055617613636364		1
000028:	0.016151704545455	0.139634659090909	0.111850568181818	0.318728409090909	0.366171590909091	0.047463068181818		1
000029:	0.036607386363636	0.196427840909091	0.285693181818182	0.052138068181818	0.282961931818182	0.146171590909091		1
000030:	0.031385227272727	0.089098295454545	0.033602272727273	0.035451704545455	0.747454545454545	0.063007954545455		1
000031:	0.195421022727273	0.049576704545455	0.548963068181818	0.022997727272727	0.129796022727273	0.053245454545455		1
000032:	0.031061931818182	0.054360227272727	0.583618750000000	0.059751704545455	0.197659659090909	0.073547727272727		1
000033:	0.023741477272727	0.107898863636364	0.175337500000000	0.111927272727273	0.518182954545455	0.062911931818182		1
000034:	0.010716477272727	0.024441477272727	0.035759090909091	0.021812500000000	0.021410795454545	0.885859659090909		1
000035:	0.075972159090909	0.114676704545455	0.273340909090909	0.197957954545455	0.303061363636364	0.034990909090909		1
000036:	0.017709090909091	0.178447727272727	0.212179545454545	0.117389204545455	0.317349431818182	0.156925000000000		1
000037:	0.019856818181818	0.072893750000000	0.578925000000000	0.023659659090909	0.138175000000000	0.166489772727273		1
000038:	0.096116477272727	0.127436931818182	0.054753977272727	0.381355681818182	0.255497159090909	0.084839772727273		1
000039:	0.067663636363636	0.082484090909091	0.235582386363636	0.029194886363636	0.458258522727273	0.126816477272727		1
000040:	0.022590340909091	0.059139204545455	0.018322159090909	0.034726704545455	0.036763068181818	0.828458522727273		1
000041:	0.031373295454545	0.086444318181818	0.458402272727273	0.038789772727273	0.198449431818182	0.186540909090909		1
000042:	0.197260795454545	0.044059090909091	0.276927272727273	0.062134659090909	0.287218750000000	0.132399431818182		1
000043:	0.026077272727273	0.178698863636364	0.081347727272727	0.064781818181818	0.477404545454545	0.171689772727273		1
000044:	0.026576704545455	0.181487500000000	0.302431818181818	0.038727272727273	0.323998863636364	0.126777840909091		1
000045:	0.041521590909091	0.038664772727273	0.675838068181818	0.021850568181818	0.195617613636364	0.026507386363636		1
000046:	0.076786363636364	0.029841477272727	0.149338068181818	0.275030681818182	0.421419886363636	0.047583522727273		1
000047:	0.116147727272727	0.147696022727273	0.235061363636364	0.142526136363636	0.156621590909091	0.201947159090909		1
000048:	0.043017613636364	0.321002272727273	0.039724431818182	0.072787500000000	0.449301704545455	0.074166477272727		1
000049:	0.025294886363636	0.073134090909091	0.042203977272727	0.023948863636364	0.791947727272727	0.043470454545455		1
000050:	0.052973863636364	0.047578977272727	0.106737500000000	0.044694318181818	0.303670454545455	0.444344886363636		1
000051:	0.014735795454545	0.061612500000000	0.014528977272727	0.020084659090909	0.031353977272727	0.857684090909091		1
000052:	0.017873295454545	0.044447159090909	0.016436363636364	0.020881250000000	0.045052840909091	0.855309090909091		1
000053:	0.054180113636364	0.068111931818182	0.185342613636364	0.023356250000000	0.431169318181818	0.237839772727273		1
000054:	0.396219318181818	0.084530113636364	0.187405113636364	0.063930113636364	0.163471590909091	0.104443750000000		1
000055:	0.019717045454545	0.174385227272727	0.053114772727273	0.026661363636364	0.415139204545455	0.310982386363636		1
000056:	0.045280681818182	0.092089772727273	0.071741477272727	0.035010227272727	0.648997727272727	0.106880113636364		1
000057:	0.024646590909091	0.176486931818182	0.277622727272727	0.041098863636364	0.369084090909091	0.111060795454545		1
000058:	0.032377272727273	0.017308522727273	0.030119318181818	0.015513068181818	0.885779545454545	0.018902272727273		1
000059:	0.026457954545455	0.031674431818182	0.141634659090909	0.019561363636364	0.757002272727273	0.023669318181818		1
000060:	0.012073295454545	0.108003977272727	0.022106250000000	0.019908522727273	0.764678409090909	0.073229545454545		1
000061:	0.012074431818182	0.029955681818182	0.034568181818182	0.017209659090909	0.864955681818182	0.041236363636364		1
000062:	0.017610795454545	0.062741477272727	0.020873295454545	0.041809659090909	0.047155681818182	0.809809090909091		1
000063:	0.011573863636364	0.065242613636364	0.016469318181818	0.017973863636364	0.031986931818182	0.856753409090909		1
000064:	0.011109659090909	0.080227272727273	0.010037500000000	0.040244886363636	0.038250568181818	0.820130113636364		1
000065:	0.014547727272727	0.172455113636364	0.036691477272727	0.033834090909091	0.674366477272727	0.068105113636364		1
000066:	0.023079545454545	0.079110795454545	0.186399431818182	0.023289204545455	0.600465340909091	0.087655681818182		1
000067:	0.011337500000000	0.153271590909091	0.020397727272727	0.021601136363636	0.029146590909091	0.764245454545455		1
000068:	0.019789772727273	0.025764204545455	0.048209090909091	0.020739772727273	0.841257954545455	0.044239204545455		1
000069:	0.018116477272727	0.091267045454545	0.227443181818182	0.028641477272727	0.562669318181818	0.071862500000000		1
