Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	
000001:	0.460639204545455	0.066228409090909	0.037545454545455	0.107642613636364	0.140239204545455	0.029146022727273	0.158559090909091		1
000002:	0.066414772727273	0.575781818181818	0.023701136363636	0.094288068181818	0.118051704545455	0.016190909090909	0.105571590909091		1
000003:	0.203053977272727	0.752229545454545	0.001417045454545	0.029088068181818	0.007370454545455	0.004698295454545	0.002142613636364		1
000004:	0.017730681818182	0.036299431818182	0.015302272727273	0.713994886363636	0.154232954545455	0.018416477272727	0.044023295454545		1
000005:	0.109435227272727	0.276150000000000	0.044816477272727	0.049226704545455	0.466830681818182	0.015305681818182	0.038235227272727		1
000006:	0.023846022727273	0.381558522727273	0.017392613636364	0.530707386363636	0.011556818181818	0.022106250000000	0.012832386363636		1
000007:	0.124712500000000	0.361514772727273	0.018331250000000	0.066079545454545	0.184235227272727	0.050657386363636	0.194469318181818		1
000008:	0.018559090909091	0.632321022727273	0.034271022727273	0.056978409090909	0.105634090909091	0.130975000000000	0.021261363636364		1
000009:	0.017710795454545	0.464294318181818	0.030275000000000	0.106856250000000	0.348315340909091	0.014522159090909	0.018026136363636		1
000010:	0.178260795454545	0.226002272727273	0.058023863636364	0.184672727272727	0.257771590909091	0.030235795454545	0.065032954545455		1
000011:	0.166281250000000	0.122562500000000	0.028613636363636	0.252252840909091	0.157708522727273	0.059752840909091	0.212828409090909		1
000012:	0.119844886363636	0.055961363636364	0.095603977272727	0.147434659090909	0.501965340909091	0.049625000000000	0.029564772727273		1
000013:	0.133637500000000	0.069454545454545	0.244375568181818	0.258390340909091	0.123734659090909	0.124185227272727	0.046222159090909		1
000014:	0.027054545454545	0.036606250000000	0.013827840909091	0.854613636363636	0.025542613636364	0.021869886363636	0.020485227272727		1
000015:	0.016622727272727	0.019543750000000	0.012766477272727	0.039671590909091	0.891932954545455	0.007667613636364	0.011794886363636		1
000016:	0.014928409090909	0.033671590909091	0.011523863636364	0.861105113636364	0.037085795454545	0.013589204545455	0.028096022727273		1
000017:	0.520760795454545	0.073517613636364	0.041735227272727	0.055453409090909	0.253438636363636	0.020981250000000	0.034113068181818		1
000018:	0.071805681818182	0.042692613636364	0.569397159090909	0.089609090909091	0.088109659090909	0.112494886363636	0.025890909090909		1
