Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	***Cluster  08***	
000001:	0.041821022727273	0.081201136363636	0.165869886363636	0.114960795454545	0.276921022727273	0.177802272727273	0.063168181818182	0.078255681818182		1
000002:	0.024412500000000	0.037743181818182	0.081134659090909	0.131828409090909	0.256536363636364	0.037366477272727	0.228049431818182	0.202928977272727		1
000003:	0.000231818181818	0.998268750000000	0.000323295454545	0.000297159090909	0.000125568181818	0.000324431818182	0.000164204545455	0.000264772727273		1
000004:	0.033142045454545	0.343851136363636	0.031576704545455	0.455949431818182	0.039659659090909	0.022259659090909	0.043756818181818	0.029804545454545		1
000005:	0.022022727272727	0.157426136363636	0.041741477272727	0.071467045454545	0.444790909090909	0.076889204545455	0.044248295454545	0.141414204545455		1
000006:	0.084053409090909	0.075116477272727	0.035016477272727	0.577673295454545	0.087256250000000	0.040327272727273	0.065137500000000	0.035419318181818		1
000007:	0.037294886363636	0.119771590909091	0.099743750000000	0.059825000000000	0.390303977272727	0.026298863636364	0.086493750000000	0.180268181818182		1
000008:	0.024231818181818	0.007160795454545	0.863963636363636	0.011336363636364	0.073846590909091	0.004482386363636	0.003221590909091	0.011756818181818		1
000009:	0.024956818181818	0.023374431818182	0.027080113636364	0.082102840909091	0.075507954545455	0.042946590909091	0.705600000000000	0.018431250000000		1
000010:	0.034158522727273	0.117109090909091	0.063121022727273	0.123250000000000	0.302063636363636	0.095950568181818	0.209215909090909	0.055131250000000		1
000011:	0.051257386363636	0.074727272727273	0.105718181818182	0.170925000000000	0.303037500000000	0.057067613636364	0.023499431818182	0.213767613636364		1
000012:	0.088409659090909	0.438714772727273	0.032077272727273	0.187556250000000	0.061065909090909	0.133320454545455	0.030176136363636	0.028679545454545		1
000013:	0.338169318181818	0.203986931818182	0.029864204545455	0.198567613636364	0.053307954545455	0.093703977272727	0.022319886363636	0.060080113636364		1
000014:	0.017604545454545	0.142352840909091	0.013622727272727	0.765073863636364	0.016836363636364	0.022874431818182	0.010590909090909	0.011044318181818		1
000015:	0.017119886363636	0.247758522727273	0.014077272727273	0.457798295454545	0.194444886363636	0.019757386363636	0.038249431818182	0.010794318181818		1
000016:	0.026815909090909	0.029931818181818	0.010124431818182	0.851952840909091	0.023439772727273	0.029645454545455	0.011261363636364	0.016828409090909		1
000017:	0.021003977272727	0.167719318181818	0.040450000000000	0.080592613636364	0.038003409090909	0.437528409090909	0.021823863636364	0.192878409090909		1
000018:	0.562628977272727	0.143264772727273	0.025917613636364	0.062681250000000	0.032452840909091	0.120026136363636	0.030577840909091	0.022450568181818		1
000019:	0.056435795454545	0.461042613636364	0.036213636363636	0.057792613636364	0.274822727272727	0.059956250000000	0.017990340909091	0.035746022727273		1
000020:	0.039175000000000	0.106061931818182	0.024979545454545	0.473281250000000	0.099893181818182	0.160288068181818	0.046303977272727	0.050017045454545		1
000021:	0.039906818181818	0.111356818181818	0.126846022727273	0.038869886363636	0.073809659090909	0.422337500000000	0.017232954545455	0.169640340909091		1
000022:	0.043588636363636	0.739362500000000	0.014277272727273	0.043609090909091	0.052444318181818	0.047297159090909	0.032740909090909	0.026680113636364		1
000023:	0.077591477272727	0.167253977272727	0.085978977272727	0.081088068181818	0.161308522727273	0.105847727272727	0.024189204545455	0.296742045454545		1
000024:	0.024471022727273	0.018021590909091	0.008436931818182	0.866822159090909	0.031642045454545	0.019051136363636	0.013847159090909	0.017707954545455		1
000025:	0.001967613636364	0.007864772727273	0.002416477272727	0.770265340909091	0.001155681818182	0.210210795454545	0.004212500000000	0.001906818181818		1
000026:	0.110994318181818	0.000506250000000	0.221555681818182	0.663190909090909	0.000725000000000	0.001830113636364	0.000823863636364	0.000373863636364		1
000027:	0.750141477272727	0.026210795454545	0.013558522727273	0.103031250000000	0.027681818181818	0.061747727272727	0.008300000000000	0.009328409090909		1
000028:	0.029250568181818	0.056651704545455	0.208519886363636	0.066774431818182	0.100516477272727	0.114043181818182	0.021986931818182	0.402256818181818		1
000029:	0.048661931818182	0.131603409090909	0.060498295454545	0.167570454545455	0.250892613636364	0.228778977272727	0.045225000000000	0.066769318181818		1
000030:	0.019561363636364	0.640256818181818	0.032464772727273	0.063255113636364	0.139640909090909	0.037638636363636	0.032957386363636	0.034225000000000		1
000031:	0.357624431818182	0.111667045454545	0.014255681818182	0.045339204545455	0.034536363636364	0.383623295454545	0.026821590909091	0.026132386363636		1
000032:	0.049600000000000	0.101069886363636	0.057437500000000	0.079634659090909	0.095676704545455	0.554841477272727	0.035373295454545	0.026366477272727		1
000033:	0.023872727272727	0.499776136363636	0.075206818181818	0.079071022727273	0.091192613636364	0.159054545454545	0.035000000000000	0.036826136363636		1
000034:	0.021902840909091	0.022892613636364	0.014908522727273	0.782275568181818	0.018740909090909	0.015570454545455	0.090640340909091	0.033068750000000		1
000035:	0.150211931818182	0.087889204545455	0.073382954545455	0.046201136363636	0.123551136363636	0.171799431818182	0.048701136363636	0.298263068181818		1
000036:	0.031800000000000	0.100220454545455	0.072250000000000	0.162514204545455	0.097921022727273	0.170515909090909	0.034164204545455	0.330614204545455		1
000037:	0.058464772727273	0.197852272727273	0.026757954545455	0.125802840909091	0.064776136363636	0.427447159090909	0.064853409090909	0.034045454545455		1
000038:	0.038503977272727	0.060500568181818	0.078156818181818	0.087981250000000	0.075298863636364	0.039285795454545	0.048698295454545	0.571574431818182		1
000039:	0.130030113636364	0.452239204545455	0.031459090909091	0.104870454545455	0.083817045454545	0.114308522727273	0.051220454545455	0.032055113636364		1
000040:	0.038626136363636	0.092078977272727	0.039099431818182	0.608556250000000	0.118531818181818	0.031967613636364	0.038505113636364	0.032634659090909		1
000041:	0.078282954545455	0.177560227272727	0.030292613636364	0.213105113636364	0.069084659090909	0.349107386363636	0.026707386363636	0.055859659090909		1
