Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	
000001:	0.082072159090909	0.917927840909091		1
000002:	0.035548295454545	0.964451704545455		1
000003:	0.040105681818182	0.959894318181818		1
000004:	0.023489772727273	0.976510227272727		1
000005:	0.040896590909091	0.959103409090909		1
000006:	0.060677840909091	0.939322159090909		1
000007:	0.017295454545455	0.982704545454545		1
000008:	0.026564204545455	0.973435795454546		1
000009:	0.043789204545455	0.956210795454545		1
000010:	0.113483522727273	0.886516477272727		1
000011:	0.084374431818182	0.915625568181818		1
000012:	0.698809659090909	0.301190340909091		1
000013:	0.901305113636364	0.098694886363636		1
000014:	0.154786931818182	0.845213068181818		1
000015:	0.268903977272727	0.731096022727273		1
000016:	0.050765340909091	0.949234659090909		1
000017:	0.428647159090909	0.571352840909091		1
000018:	0.954546022727273	0.045453977272727		1
000019:	0.670853977272727	0.329146022727273		1
000020:	0.257626704545455	0.742373295454545		1
000021:	0.803685795454545	0.196314204545455		1
000022:	0.669975568181818	0.330024431818182		1
000023:	0.552970454545455	0.447029545454545		1
000024:	0.110748295454545	0.889251704545455		1
000025:	0.866598295454545	0.133401704545455		1
000026:	0.940961931818182	0.059038068181818		1
000027:	0.968590340909091	0.031409659090909		1
000028:	0.100135227272727	0.899864772727273		1
000029:	0.477171590909091	0.522828409090909		1
000030:	0.285789772727273	0.714210227272727		1
000031:	0.970251136363636	0.029748863636364		1
000032:	0.884604545454545	0.115395454545455		1
000033:	0.743797727272727	0.256202272727273		1
000034:	0.096983522727273	0.903016477272727		1
000035:	0.661371590909091	0.338628409090909		1
000036:	0.172575568181818	0.827424431818182		1
000037:	0.912182954545455	0.087817045454545		1
000038:	0.084581818181818	0.915418181818182		1
000039:	0.837734090909091	0.162265909090909		1
000040:	0.127198863636364	0.872801136363636		1
000041:	0.799361931818182	0.200638068181818		1
000042:	0.934340909090909	0.065659090909091		1
000043:	0.099511363636364	0.900488636363636		1
000044:	0.722145454545455	0.277854545454545		1
000045:	0.972992045454545	0.027007954545455		1
000046:	0.853498863636364	0.146501136363636		1
000047:	0.431308522727273	0.568691477272727		1
000048:	0.107965909090909	0.892034090909091		1
000049:	0.449370454545455	0.550629545454545		1
000050:	0.679896590909091	0.320103409090909		1
000051:	0.047868181818182	0.952131818181818		1
000052:	0.039545454545455	0.960454545454545		1
000053:	0.865707386363636	0.134292613636364		1
000054:	0.861377272727273	0.138622727272727		1
000055:	0.051036363636364	0.948963636363636		1
000056:	0.618168181818182	0.381831818181818		1
000057:	0.732915909090909	0.267084090909091		1
000058:	0.929390340909091	0.070609659090909		1
000059:	0.962944318181818	0.037055681818182		1
000060:	0.381042613636364	0.618957386363636		1
000061:	0.540938068181818	0.459061931818182		1
000062:	0.045625568181818	0.954374431818182		1
000063:	0.019353409090909	0.980646590909091		1
000064:	0.010877840909091	0.989122159090909		1
000065:	0.047273863636364	0.952726136363636		1
000066:	0.739949431818182	0.260050568181818		1
000067:	0.020822727272727	0.979177272727273		1
000068:	0.935009659090909	0.064990340909091		1
000069:	0.855647159090909	0.144352840909091		1
000070:	0.490775568181818	0.509224431818182		1
000071:	0.882444318181818	0.117555681818182		1
000072:	0.100863068181818	0.899136931818182		1
000073:	0.191140340909091	0.808859659090909		1
000074:	0.954480113636364	0.045519886363636		1
000075:	0.724758522727273	0.275241477272727		1
000076:	0.392266477272727	0.607733522727273		1
000077:	0.179788636363636	0.820211363636364		1
000078:	0.050175000000000	0.949825000000000		1
000079:	0.899544318181818	0.100455681818182		1
000080:	0.909847727272727	0.090152272727273		1
000081:	0.173084090909091	0.826915909090909		1
000082:	0.152198863636364	0.847801136363636		1
000083:	0.655748295454545	0.344251704545455		1
000084:	0.099040340909091	0.900959659090909		1
000085:	0.546685227272727	0.453314772727273		1
000086:	0.371798863636364	0.628201136363636		1
000087:	0.869865340909091	0.130134659090909		1
000088:	0.960477272727273	0.039522727272727		1
000089:	0.896504545454545	0.103495454545455		1
000090:	0.958414772727273	0.041585227272727		1
000091:	0.836630681818182	0.163369318181818		1
000092:	0.855743181818182	0.144256818181818		1
000093:	0.706576704545455	0.293423295454545		1
000094:	0.871534090909091	0.128465909090909		1
000095:	0.065323295454545	0.934676704545455		1
000096:	0.045810227272727	0.954189772727273		1
000097:	0.959522727272727	0.040477272727273		1
000098:	0.902697159090909	0.097302840909091		1
000099:	0.556026136363636	0.443973863636364		1
000100:	0.055534659090909	0.944465340909091		1
000101:	0.827038636363636	0.172961363636364		1
000102:	0.588526136363636	0.411473863636364		1
000103:	0.691712500000000	0.308287500000000		1
000104:	0.091157954545455	0.908842045454545		1
000105:	0.939376136363636	0.060623863636364		1
000106:	0.889552840909091	0.110447159090909		1
000107:	0.332470454545455	0.667529545454545		1
000108:	0.118321022727273	0.881678977272727		1
000109:	0.811144318181818	0.188855681818182		1
000110:	0.771215909090909	0.228784090909091		1
000111:	0.102977272727273	0.897022727272727		1
000112:	0.908239204545455	0.091760795454545		1
000113:	0.278765340909091	0.721234659090909		1
000114:	0.686040909090909	0.313959090909091		1
000115:	0.717121590909091	0.282878409090909		1
000116:	0.071296590909091	0.928703409090909		1
000117:	0.736851704545455	0.263148295454545		1
000118:	0.030909090909091	0.969090909090909		1
000119:	0.934000568181818	0.065999431818182		1
000120:	0.107972159090909	0.892027840909091		1
000121:	0.773301136363636	0.226698863636364		1
000122:	0.932743181818182	0.067256818181818		1
000123:	0.080352840909091	0.919647159090909		1
000124:	0.755852840909091	0.244147159090909		1
000125:	0.033717045454545	0.966282954545455		1
000126:	0.015134659090909	0.984865340909091		1
000127:	0.095630681818182	0.904369318181818		1
000128:	0.088682386363636	0.911317613636364		1
000129:	0.967514204545455	0.032485795454545		1
000130:	0.063508522727273	0.936491477272727		1
000131:	0.852398295454545	0.147601704545455		1
000132:	0.099465909090909	0.900534090909091		1
000133:	0.292602840909091	0.707397159090909		1
000134:	0.679788636363636	0.320211363636364		1
000135:	0.978649431818182	0.021350568181818		1
000136:	0.208996590909091	0.791003409090909		1
000137:	0.964710227272727	0.035289772727273		1
000138:	0.229774431818182	0.770225568181818		1
000139:	0.541857386363636	0.458142613636364		1
000140:	0.947250000000000	0.052750000000000		1
000141:	0.025319886363636	0.974680113636364		1
000142:	0.907396590909091	0.092603409090909		1
000143:	0.511727840909091	0.488272159090909		1
000144:	0.538269318181818	0.461730681818182		1
000145:	0.064082386363636	0.935917613636364		1
000146:	0.719723295454545	0.280276704545455		1
000147:	0.140059659090909	0.859940340909091		1
000148:	0.187871590909091	0.812128409090909		1
000149:	0.444017045454545	0.555982954545455		1
000150:	0.960159090909091	0.039840909090909		1
000151:	0.049798863636364	0.950201136363636		1
000152:	0.228873295454545	0.771126704545455		1
000153:	0.890673295454545	0.109326704545455		1
000154:	0.011696022727273	0.988303977272727		1
000155:	0.439717045454545	0.560282954545455		1
000156:	0.527377840909091	0.472622159090909		1
000157:	0.109202272727273	0.890797727272727		1
000158:	0.096913068181818	0.903086931818182		1
000159:	0.282082386363636	0.717917613636364		1
000160:	0.012817045454545	0.987182954545455		1
000161:	0.031267613636364	0.968732386363636		1
000162:	0.721492613636364	0.278507386363636		1
000163:	0.100617613636364	0.899382386363636		1
000164:	0.011265909090909	0.988734090909091		1
000165:	0.020815909090909	0.979184090909091		1
000166:	0.033305681818182	0.966694318181818		1
000167:	0.093826136363636	0.906173863636364		1
000168:	0.384650568181818	0.615349431818182		1
000169:	0.670271022727273	0.329728977272727		1
000170:	0.096668750000000	0.903331250000000		1
000171:	0.044402840909091	0.955597159090909		1
000172:	0.207914772727273	0.792085227272727		1
000173:	0.454878977272727	0.545121022727273		1
000174:	0.906746022727273	0.093253977272727		1
000175:	0.120592045454545	0.879407954545455		1
000176:	0.358889772727273	0.641110227272727		1
000177:	0.857659090909091	0.142340909090909		1
000178:	0.505050000000000	0.494950000000000		1
000179:	0.031530681818182	0.968469318181818		1
000180:	0.130508522727273	0.869491477272727		1
000181:	0.018269318181818	0.981730681818182		1
000182:	0.712568750000000	0.287431250000000		1
000183:	0.060080681818182	0.939919318181818		1
000184:	0.351245454545455	0.648754545454545		1
000185:	0.878445454545455	0.121554545454545		1
000186:	0.149106818181818	0.850893181818182		1
000187:	0.081106818181818	0.918893181818182		1
000188:	0.037195454545455	0.962804545454545		1
000189:	0.111968750000000	0.888031250000000		1
000190:	0.160250000000000	0.839750000000000		1
000191:	0.486950000000000	0.513050000000000		1
000192:	0.815883522727273	0.184116477272727		1
000193:	0.823068181818182	0.176931818181818		1
000194:	0.570707386363636	0.429292613636364		1
000195:	0.870727840909091	0.129272159090909		1
000196:	0.016114772727273	0.983885227272727		1
000197:	0.160725000000000	0.839275000000000		1
000198:	0.699941477272727	0.300058522727273		1
000199:	0.032457954545455	0.967542045454545		1
000200:	0.039773295454545	0.960226704545455		1
000201:	0.045824431818182	0.954175568181818		1
000202:	0.596242045454545	0.403757954545455		1
000203:	0.049254545454545	0.950745454545455		1
000204:	0.024864204545455	0.975135795454545		1
000205:	0.052035227272727	0.947964772727273		1
000206:	0.506627272727273	0.493372727272727		1
000207:	0.639042613636364	0.360957386363636		1
000208:	0.029300568181818	0.970699431818182		1
000209:	0.082776136363636	0.917223863636364		1
000210:	0.220646022727273	0.779353977272727		1
000211:	0.041998863636364	0.958001136363636		1
000212:	0.023852272727273	0.976147727272727		1
000213:	0.029396590909091	0.970603409090909		1
000214:	0.058030113636364	0.941969886363636		1
000215:	0.702311363636364	0.297688636363636		1
000216:	0.030343181818182	0.969656818181818		1
000217:	0.037108522727273	0.962891477272727		1
000218:	0.044831250000000	0.955168750000000		1
000219:	0.017191477272727	0.982808522727273		1
