Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	
000001:	0.024759090909091	0.139801704545455	0.242207386363636	0.190026704545455	0.403205113636364		1
000002:	0.018807386363636	0.197570454545455	0.345105681818182	0.054505681818182	0.384010795454545		1
000003:	0.028093750000000	0.078722159090909	0.752372727272727	0.026314772727273	0.114496590909091		1
000004:	0.018538636363636	0.762842045454545	0.142707386363636	0.023015909090909	0.052896022727273		1
000005:	0.012482386363636	0.059203409090909	0.788459659090909	0.060132386363636	0.079722159090909		1
000006:	0.062267045454545	0.726145454545455	0.082138068181818	0.057956250000000	0.071493181818182		1
000007:	0.023507954545455	0.047155113636364	0.465205113636364	0.022493750000000	0.441638068181818		1
000008:	0.021461363636364	0.079142613636364	0.629991477272727	0.022244318181818	0.247160227272727		1
000009:	0.024738068181818	0.220461363636364	0.597485795454545	0.042623295454545	0.114691477272727		1
000010:	0.033727840909091	0.112424431818182	0.567391477272727	0.141208522727273	0.145247727272727		1
000011:	0.043890909090909	0.205417045454545	0.317740340909091	0.067743181818182	0.365208522727273		1
000012:	0.067632386363636	0.244174431818182	0.432272727272727	0.222118750000000	0.033801704545455		1
000013:	0.209141477272727	0.210573863636364	0.104058522727273	0.438217613636364	0.038008522727273		1
000014:	0.017775000000000	0.900327272727273	0.040319886363636	0.021615909090909	0.019961931818182		1
000015:	0.015388068181818	0.135835227272727	0.757091477272727	0.059629545454545	0.032055681818182		1
000016:	0.011532386363636	0.886465909090909	0.062127272727273	0.013455113636364	0.026419318181818		1
000017:	0.013465340909091	0.076850568181818	0.647018750000000	0.184445454545455	0.078219886363636		1
000018:	0.335615909090909	0.057957954545455	0.120527272727273	0.459089204545455	0.026809659090909		1
000019:	0.049978977272727	0.033625000000000	0.819486931818182	0.052458522727273	0.044450568181818		1
000020:	0.021296590909091	0.394121590909091	0.283881818181818	0.239615340909091	0.061084659090909		1
000021:	0.023128409090909	0.022207386363636	0.068214772727273	0.672375000000000	0.214074431818182		1
000022:	0.022802840909091	0.108721022727273	0.557319318181818	0.278332954545455	0.032823863636364		1
000023:	0.060968750000000	0.055686931818182	0.350795454545455	0.283218181818182	0.249330681818182		1
000024:	0.016746022727273	0.915482386363636	0.021852272727273	0.027846590909091	0.018072727272727		1
000025:	0.176458522727273	0.200807954545455	0.152665340909091	0.383927840909091	0.086140340909091		1
000026:	0.044551704545455	0.033299431818182	0.465111363636364	0.418380681818182	0.038656818181818		1
000027:	0.044103409090909	0.059871590909091	0.115971022727273	0.749240909090909	0.030813068181818		1
000028:	0.011749431818182	0.047793750000000	0.331903977272727	0.117685795454545	0.490867045454545		1
000029:	0.032877272727273	0.162736363636364	0.386596590909091	0.340596022727273	0.077193750000000		1
000030:	0.047591477272727	0.084468750000000	0.754802840909091	0.046305113636364	0.066831818181818		1
000031:	0.087471590909091	0.039630681818182	0.093369886363636	0.756267613636364	0.023260227272727		1
000032:	0.018898863636364	0.100395454545455	0.072585227272727	0.753465340909091	0.054655113636364		1
000033:	0.024536931818182	0.071743750000000	0.417379545454545	0.326551136363636	0.159788636363636		1
000034:	0.005764204545455	0.851368181818182	0.021879545454545	0.013082386363636	0.107905681818182		1
000035:	0.067840340909091	0.038755681818182	0.089269886363636	0.547815340909091	0.256318750000000		1
000036:	0.017959659090909	0.157454545454545	0.448105113636364	0.244176136363636	0.132304545454545		1
000037:	0.019984090909091	0.069913068181818	0.223146590909091	0.439467045454545	0.247489204545455		1
000038:	0.094232386363636	0.099465909090909	0.258330113636364	0.090998863636364	0.456972727272727		1
000039:	0.086272727272727	0.102538068181818	0.307272159090909	0.437885227272727	0.066031818181818		1
000040:	0.028717045454545	0.846294886363636	0.049684659090909	0.033811363636364	0.041492045454545		1
000041:	0.035213068181818	0.169372727272727	0.239050000000000	0.481716477272727	0.074647727272727		1
000042:	0.183880113636364	0.118078409090909	0.133015909090909	0.503407386363636	0.061618181818182		1
000043:	0.016574431818182	0.110084659090909	0.701359090909091	0.090096590909091	0.081885227272727		1
000044:	0.024460795454545	0.088302272727273	0.513050568181818	0.313907386363636	0.060278977272727		1
000045:	0.039444886363636	0.039883522727273	0.177030113636364	0.717724431818182	0.025917045454545		1
000046:	0.136767045454545	0.097922727272727	0.097526704545455	0.540723863636364	0.127059659090909		1
000047:	0.100850568181818	0.145243181818182	0.203353977272727	0.374417045454545	0.176135227272727		1
000048:	0.018276136363636	0.038439204545455	0.879797159090909	0.032848863636364	0.030638636363636		1
000049:	0.033709090909091	0.056905113636364	0.818243181818182	0.048352840909091	0.042789772727273		1
000050:	0.101985227272727	0.391303977272727	0.196290909090909	0.222736363636364	0.087683522727273		1
000051:	0.013017045454545	0.903007386363636	0.035338636363636	0.013372159090909	0.035264772727273		1
000052:	0.009437500000000	0.912990909090909	0.035918750000000	0.020294886363636	0.021357954545455		1
000053:	0.062367045454545	0.234060795454545	0.270898863636364	0.386464772727273	0.046208522727273		1
000054:	0.353530681818182	0.090261363636364	0.174750000000000	0.305727840909091	0.075730113636364		1
000055:	0.010917045454545	0.226135227272727	0.692992613636364	0.032635227272727	0.037319886363636		1
000056:	0.022623863636364	0.096400000000000	0.761952840909091	0.085960795454545	0.033062500000000		1
000057:	0.027226136363636	0.141528977272727	0.495350000000000	0.288878977272727	0.047015909090909		1
000058:	0.045003977272727	0.017478977272727	0.836626136363636	0.053927840909091	0.046963068181818		1
000059:	0.043053409090909	0.020797727272727	0.595252840909091	0.314174431818182	0.026721590909091		1
000060:	0.012910227272727	0.062189772727273	0.836425000000000	0.063339772727273	0.025135227272727		1
000061:	0.015776704545455	0.045199431818182	0.827775000000000	0.073524431818182	0.037724431818182		1
000062:	0.009713636363636	0.873650568181818	0.082614772727273	0.015876704545455	0.018144318181818		1
000063:	0.011809659090909	0.901670454545455	0.045909090909091	0.017408522727273	0.023202272727273		1
000064:	0.008581250000000	0.899893750000000	0.038436363636364	0.010824431818182	0.042264204545455		1
000065:	0.016040340909091	0.051382386363636	0.840115909090909	0.036922727272727	0.055538636363636		1
000066:	0.017143181818182	0.082836931818182	0.622119318181818	0.248821022727273	0.029079545454545		1
000067:	0.008734090909091	0.864328977272727	0.077593181818182	0.014165340909091	0.035178409090909		1
000068:	0.061405681818182	0.025846022727273	0.760911363636364	0.131291477272727	0.020545454545455		1
000069:	0.017180113636364	0.070502840909091	0.469585795454545	0.409578409090909	0.033152840909091		1
000070:	0.591077272727273	0.108310795454545	0.296419318181818	0.002601136363636	0.001591477272727		1
000071:	0.026941477272727	0.021664772727273	0.575256250000000	0.330186363636364	0.045951136363636		1
000072:	0.012288068181818	0.086192613636364	0.838227840909091	0.027061931818182	0.036229545454545		1
000073:	0.013143750000000	0.046377840909091	0.867132954545455	0.042656818181818	0.030688636363636		1
000074:	0.100032954545455	0.183523863636364	0.102271022727273	0.584900000000000	0.029272159090909		1
000075:	0.101075568181818	0.089572159090909	0.473716477272727	0.272139204545455	0.063496590909091		1
000076:	0.078515340909091	0.029542045454545	0.207425568181818	0.145276704545455	0.539240340909091		1
000077:	0.075279545454545	0.074762500000000	0.363668181818182	0.133011363636364	0.353278409090909		1
000078:	0.013794886363636	0.097663068181818	0.682349431818182	0.083976136363636	0.122216477272727		1
000079:	0.059852840909091	0.058925000000000	0.524081818181818	0.267184659090909	0.089955681818182		1
000080:	0.153685227272727	0.021196590909091	0.492429545454545	0.257175000000000	0.075513636363636		1
000081:	0.007644318181818	0.024400568181818	0.900645454545455	0.044996590909091	0.022313068181818		1
000082:	0.008946022727273	0.047186363636364	0.886413068181818	0.029901136363636	0.027553409090909		1
000083:	0.020851704545455	0.016859090909091	0.861152840909091	0.077386931818182	0.023749431818182		1
000084:	0.017239772727273	0.904668181818182	0.027465909090909	0.016023863636364	0.034602272727273		1
000085:	0.024901136363636	0.152921022727273	0.278875568181818	0.430268181818182	0.113034090909091		1
000086:	0.031269886363636	0.379439204545455	0.419361931818182	0.102508522727273	0.067420454545455		1
000087:	0.014119318181818	0.027145454545455	0.855865340909091	0.079710227272727	0.023159659090909		1
000088:	0.016745454545455	0.029361931818182	0.157761363636364	0.761122159090909	0.035009090909091		1
000089:	0.016813068181818	0.050463068181818	0.188011363636364	0.671268750000000	0.073443750000000		1
000090:	0.124669886363636	0.110218181818182	0.151390340909091	0.568121022727273	0.045600568181818		1
000091:	0.206064204545455	0.042785227272727	0.100615340909091	0.430278977272727	0.220256250000000		1
000092:	0.032114204545455	0.039061363636364	0.786857954545455	0.116042613636364	0.025923863636364		1
000093:	0.091921590909091	0.098278977272727	0.420048295454545	0.304931818181818	0.084819318181818		1
000094:	0.043463068181818	0.037430681818182	0.745431818181818	0.135107386363636	0.038567045454545		1
000095:	0.012135795454545	0.071454545454545	0.836396590909091	0.046098295454545	0.033914772727273		1
000096:	0.012857386363636	0.895861363636364	0.056168750000000	0.014326136363636	0.020786363636364		1
000097:	0.025949431818182	0.023304545454545	0.410832954545455	0.515498295454546	0.024414772727273		1
000098:	0.018603409090909	0.014747727272727	0.854798295454545	0.095081818181818	0.016768750000000		1
000099:	0.038731818181818	0.382251704545455	0.290558522727273	0.210440340909091	0.078017613636364		1
000100:	0.020625000000000	0.672890340909091	0.247071022727273	0.036304545454545	0.023109090909091		1
000101:	0.010619318181818	0.084344886363636	0.164350568181818	0.705019886363636	0.035665340909091		1
000102:	0.047807954545455	0.274931250000000	0.309438636363636	0.289609659090909	0.078212500000000		1
000103:	0.137382386363636	0.034302840909091	0.687019886363636	0.055590909090909	0.085703977272727		1
000104:	0.012007386363636	0.657746590909091	0.269598863636364	0.032492613636364	0.028154545454545		1
000105:	0.037528977272727	0.150540909090909	0.186436363636364	0.592926704545455	0.032567045454545		1
000106:	0.029992613636364	0.039685795454545	0.344052272727273	0.514892613636364	0.071376704545455		1
000107:	0.022390909090909	0.431188636363636	0.312622727272727	0.177895454545455	0.055902272727273		1
000108:	0.039267045454545	0.691981250000000	0.145605681818182	0.091214772727273	0.031931250000000		1
000109:	0.050019886363636	0.050498863636364	0.645986363636364	0.186390340909091	0.067104545454545		1
000110:	0.600503977272727	0.169038636363636	0.035972727272727	0.092063636363636	0.102421022727273		1
000111:	0.032437500000000	0.000687500000000	0.006917613636364	0.959302840909091	0.000654545454545		1
000112:	0.039538636363636	0.152371022727273	0.061821022727273	0.696036363636364	0.050232954545455		1
000113:	0.014840340909091	0.101951704545455	0.767677840909091	0.078812500000000	0.036717613636364		1
000114:	0.060252272727273	0.044209659090909	0.326200568181818	0.235113068181818	0.334224431818182		1
000115:	0.057582954545455	0.086118750000000	0.614159090909091	0.189097159090909	0.053042045454545		1
000116:	0.023010795454545	0.304453977272727	0.594714772727273	0.044013068181818	0.033807386363636		1
000117:	0.020897727272727	0.117301136363636	0.183564204545455	0.581361931818182	0.096875000000000		1
000118:	0.017223295454545	0.316361363636364	0.551956818181818	0.039918750000000	0.074539772727273		1
000119:	0.027465909090909	0.129458522727273	0.299406250000000	0.512956818181818	0.030712500000000		1
000120:	0.022528409090909	0.201388068181818	0.661204545454545	0.057069886363636	0.057809090909091		1
000121:	0.103296590909091	0.088173295454545	0.408023295454545	0.273225000000000	0.127281818181818		1
000122:	0.010386363636364	0.046893181818182	0.592276136363636	0.332601704545455	0.017842613636364		1
000123:	0.023846590909091	0.022275568181818	0.910236931818182	0.021269318181818	0.022371590909091		1
000124:	0.090890909090909	0.034946590909091	0.342565909090909	0.302578409090909	0.229018181818182		1
000125:	0.024946022727273	0.115421590909091	0.304134659090909	0.055964204545455	0.499533522727273		1
000126:	0.016519886363636	0.032864204545455	0.041405113636364	0.027394318181818	0.881816477272727		1
000127:	0.032963636363636	0.182027840909091	0.546011363636364	0.149780681818182	0.089216477272727		1
000128:	0.019157954545455	0.068382386363636	0.736368750000000	0.106049431818182	0.070041477272727		1
000129:	0.107884659090909	0.019176704545455	0.120051136363636	0.720905681818182	0.031981818181818		1
000130:	0.045357954545455	0.048167045454545	0.824056250000000	0.030270454545455	0.052148295454545		1
000131:	0.020271590909091	0.053351136363636	0.558733522727273	0.327552272727273	0.040091477272727		1
000132:	0.017530681818182	0.760604545454545	0.122788068181818	0.071463636363636	0.027613068181818		1
000133:	0.177121590909091	0.061601136363636	0.124697727272727	0.183184090909091	0.453395454545455		1
000134:	0.137839204545455	0.095892045454545	0.481894886363636	0.185905113636364	0.098468750000000		1
000135:	0.136699431818182	0.017517613636364	0.186494318181818	0.609597159090909	0.049691477272727		1
000136:	0.030185227272727	0.073406818181818	0.768040340909091	0.064820454545455	0.063547159090909		1
000137:	0.166690909090909	0.044410795454545	0.188459090909091	0.537410227272727	0.063028977272727		1
000138:	0.048439772727273	0.035237500000000	0.667392045454545	0.067902840909091	0.181027840909091		1
000139:	0.071253409090909	0.086951136363636	0.541406250000000	0.196263068181818	0.104126136363636		1
000140:	0.700229545454545	0.037664772727273	0.084681818181818	0.153019886363636	0.024403977272727		1
000141:	0.035465909090909	0.528778977272727	0.093673863636364	0.050648863636364	0.291432386363636		1
000142:	0.046194318181818	0.065944886363636	0.566130113636364	0.294350568181818	0.027380113636364		1
000143:	0.019631818181818	0.033513068181818	0.774811363636364	0.133657386363636	0.038386363636364		1
000144:	0.021406818181818	0.187380113636364	0.406167045454545	0.312412500000000	0.072633522727273		1
000145:	0.026143181818182	0.866525000000000	0.050646022727273	0.022448295454545	0.034237500000000		1
000146:	0.121203409090909	0.084676704545455	0.583354545454545	0.171903977272727	0.038861363636364		1
000147:	0.025773863636364	0.086430113636364	0.751760795454545	0.081565909090909	0.054469318181818		1
000148:	0.025198863636364	0.025714204545455	0.894539772727273	0.022183522727273	0.032363636363636		1
000149:	0.025727840909091	0.101777272727273	0.330480681818182	0.392843750000000	0.149170454545455		1
000150:	0.069463636363636	0.051586931818182	0.137559659090909	0.685711931818182	0.055677840909091		1
000151:	0.030974431818182	0.260599431818182	0.391467613636364	0.076503409090909	0.240455113636364		1
000152:	0.049306250000000	0.069871590909091	0.662722159090909	0.079517613636364	0.138582386363636		1
000153:	0.027943181818182	0.096680113636364	0.356875000000000	0.490890340909091	0.027611363636364		1
000154:	0.014467613636364	0.556007386363636	0.372227840909091	0.024110795454545	0.033186363636364		1
000155:	0.053529545454545	0.267064204545455	0.447986931818182	0.190394318181818	0.041025000000000		1
000156:	0.013343181818182	0.361147159090909	0.172262500000000	0.369954545454545	0.083292613636364		1
000157:	0.013977272727273	0.897904545454545	0.042103977272727	0.023689204545455	0.022325000000000		1
000158:	0.033287500000000	0.159752272727273	0.104694318181818	0.264621590909091	0.437644318181818		1
000159:	0.079922727272727	0.573414772727273	0.035357954545455	0.191242045454545	0.120062500000000		1
000160:	0.010668750000000	0.029294886363636	0.021594318181818	0.015706250000000	0.922735795454545		1
000161:	0.042451704545455	0.121921022727273	0.119408522727273	0.086385795454545	0.629832954545455		1
000162:	0.116420454545455	0.022556250000000	0.048868750000000	0.442597159090909	0.369557386363636		1
000163:	0.007406818181818	0.046596590909091	0.870900000000000	0.055111931818182	0.019984659090909		1
000164:	0.010468750000000	0.886141477272727	0.041441477272727	0.014315909090909	0.047632386363636		1
000165:	0.024878409090909	0.080668181818182	0.822279545454545	0.020488068181818	0.051685795454545		1
000166:	0.011480113636364	0.067913636363636	0.863879545454545	0.030484659090909	0.026242045454545		1
000167:	0.020399431818182	0.063686363636364	0.764557954545454	0.073863068181818	0.077493181818182		1
000168:	0.024640909090909	0.328262500000000	0.371552272727273	0.176423863636364	0.099120454545455		1
000169:	0.018351704545455	0.026018750000000	0.800463068181818	0.121351136363636	0.033815340909091		1
000170:	0.017447727272727	0.017004545454545	0.923160795454545	0.014011363636364	0.028375568181818		1
000171:	0.025327272727273	0.613486931818182	0.284049431818182	0.039406250000000	0.037730113636364		1
000172:	0.061657954545455	0.058096022727273	0.661893750000000	0.108726136363636	0.109626136363636		1
000173:	0.009177272727273	0.030452272727273	0.862922727272727	0.069161363636364	0.028286363636364		1
000174:	0.060683522727273	0.036128409090909	0.570218181818182	0.305511363636364	0.027458522727273		1
000175:	0.016117613636364	0.916857954545455	0.033450568181818	0.016397159090909	0.017176704545455		1
000176:	0.025281250000000	0.115643750000000	0.389036363636364	0.283211363636364	0.186827272727273		1
000177:	0.024764204545455	0.073369318181818	0.652369318181818	0.216642613636364	0.032854545454545		1
000178:	0.034645454545455	0.235985795454545	0.532630681818182	0.168493750000000	0.028244318181818		1
000179:	0.011290340909091	0.927126136363636	0.023871590909091	0.022976136363636	0.014735795454545		1
000180:	0.022632386363636	0.911385795454545	0.029259659090909	0.017819318181818	0.018902840909091		1
000181:	0.012789772727273	0.911701136363636	0.021693181818182	0.015001136363636	0.038814772727273		1
000182:	0.114509659090909	0.220591477272727	0.257163636363636	0.288468181818182	0.119267045454545		1
000183:	0.013200000000000	0.888640909090909	0.053769318181818	0.019927272727273	0.024462500000000		1
000184:	0.074622727272727	0.123984090909091	0.530410795454546	0.140539772727273	0.130442613636364		1
000185:	0.299643750000000	0.101289772727273	0.211757954545455	0.258245454545455	0.129063068181818		1
000186:	0.021819886363636	0.843546022727273	0.044896022727273	0.044847727272727	0.044890340909091		1
000187:	0.000324431818182	0.000868750000000	0.000613636363636	0.792860227272727	0.205332954545455		1
000188:	0.034559090909091	0.390546022727273	0.243092045454545	0.044262500000000	0.287540340909091		1
000189:	0.008709090909091	0.026651704545455	0.920716477272727	0.021531250000000	0.022391477272727		1
000190:	0.021742045454545	0.037251136363636	0.825740340909091	0.054392613636364	0.060873863636364		1
000191:	0.012463636363636	0.054379545454545	0.769865340909091	0.131800000000000	0.031491477272727		1
000192:	0.021168750000000	0.072665340909091	0.133314772727273	0.656052840909091	0.116798295454545		1
000193:	0.031319886363636	0.178335227272727	0.305659659090909	0.437765909090909	0.046919318181818		1
000194:	0.117284090909091	0.063431818181818	0.690022727272727	0.071919318181818	0.057342045454545		1
000195:	0.011577840909091	0.046709659090909	0.508417045454545	0.404043750000000	0.029251704545455		1
000196:	0.014673863636364	0.425978409090909	0.152564204545455	0.038859090909091	0.367924431818182		1
000197:	0.013692613636364	0.161713636363636	0.635751136363636	0.112526136363636	0.076316477272727		1
000198:	0.068214772727273	0.087967613636364	0.172015340909091	0.511613068181818	0.160189204545455		1
000199:	0.027926136363636	0.187223295454545	0.564958522727273	0.051360795454545	0.168531250000000		1
000200:	0.039302840909091	0.114844318181818	0.324717045454545	0.108663068181818	0.412472727272727		1
000201:	0.011936363636364	0.860073863636364	0.074886931818182	0.022882954545455	0.030219886363636		1
000202:	0.054425000000000	0.186194886363636	0.366432954545455	0.269143750000000	0.123803409090909		1
