30000	2	3	
0	0	0	0	0	0	
-2.40064	0.189317	0.0175157	33.1631	0.04974	-0.712701	
14.353	0.0337156	-0.307232	17.3968	0.0442748	-0.374015	
3.97531	0.0631806	-0.0885345	14.9275	0.130275	-0.332634	
6.83898	0.0697658	-0.147741	14.0028	0.0308524	-0.292264	
6.3261	0.145312	-0.148598	9.34562	0.00459894	-0.186914	
2.14182	0.0252094	-0.0370801	18.1084	0.01957	-0.375778	
9.62039	0.121415	-0.21136	15.5645	-0.0538905	-0.306206	
12.3041	0.130701	-0.269473	7.32566	-0.0398445	-0.133457	
14.703	0.00850711	-0.298941	10.1428	0.0418875	-0.207828	
11.046	0.0383605	-0.223345	13.2113	-0.114538	-0.24474	
8.33809	0.0477413	-0.16671	19.7158	-0.0857261	-0.386666	
3.17774	0.0702878	-0.0596527	18.4218	0.0299786	-0.378585	
4.27184	-0.0234862	-0.06784	14.1985	-0.0351308	-0.278763	
9.53434	0.0376016	-0.189201	16.4182	0.0401141	-0.336486	
11.8758	0.0303909	-0.236144	15.0593	-0.0277619	-0.296512	
11.0903	-0.0265228	-0.209744	13.3132	-0.110527	-0.244133	
8.96691	0.0149958	-0.172986	23.6812	-0.0306158	-0.476348	
12.0536	0.0409799	-0.242441	17.9278	0.0316096	-0.366005	
11.6569	0.0544866	-0.236781	21.0185	0.114313	-0.446604	
15.918	0.158909	-0.344568	21.1522	-0.033832	-0.423007	
13.9374	0.130103	-0.296908	16.2002	-0.0710913	-0.311074	
18.5504	0.141115	-0.395966	13.6712	0.0659489	-0.279305	
14.4146	0.192252	-0.317673	25.6321	0.0746554	-0.537163	
13.7868	0.077525	-0.285098	21.0032	0.137606	-0.450802	
19.1646	0.164791	-0.415606	26.0644	0.125744	-0.55598	
21.586	0.25954	-0.481949	27.6734	0.146186	-0.590794	
24.6257	0.169703	-0.530768	23.811	0.0102951	-0.486748	
17.435	0.182887	-0.37972	23.7464	0.0709884	-0.49532	
14.807	0.121956	-0.3132	24.8478	0.0256392	-0.511192	
9.89735	0.289062	-0.237306	23.6775	0.0594862	-0.493293	
29.6251	0.286866	-0.657531	25.4598	0.0241659	-0.524886	
34.7348	0.195537	-0.749096	17.7183	-0.0597679	-0.34419	
10.6378	0.0535478	-0.212136	23.5466	0.046044	-0.486924	
18.6051	0.145184	-0.397921	27.9473	0.0199319	-0.576721	
19.8804	0.124447	-0.422633	18.6802	-0.0532942	-0.364999	
20.2621	0.0737065	-0.421399	27.9493	-0.02897	-0.565825	
12.2385	0.129765	-0.262694	20.7532	-0.0497057	-0.409648	
12.4885	0.0209189	-0.246492	22.3111	0.00268122	-0.451348	
13.5724	0.152857	-0.294936	23.4584	-0.00552407	-0.474946	
11.8416	0.0544326	-0.239726	34.1834	-0.0532576	-0.694313	
14.6232	0.0890636	-0.30425	36.3458	0.017624	-0.75445	
10.7152	0.116888	-0.226717	33.0998	-0.0806818	-0.6682	
17.0301	0.0755838	-0.352617	33.3154	0.0943502	-0.70264	
20.1209	0.0828862	-0.419109	34.9368	-0.0224016	-0.716635	
16.2516	0.144764	-0.3491	31.7543	-0.0243873	-0.648697	
24.1991	0.0445819	-0.498534	29.1991	-0.139534	-0.574473	
20.0808	0.136844	-0.428257	30.6902	-0.122282	-0.608576	
26.9586	0.184377	-0.581923	34.1464	-0.0621215	-0.692859	
23.5904	0.126153	-0.501255	24.6362	-0.138553	-0.476738	
25.3858	0.0586794	-0.527623	28.846	-0.0834136	-0.575189	
20.6699	0.19362	-0.450525	28.3915	-0.0696851	-0.568598	
