30000	5	3	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.7256	-0.108542	-0.476259	-15.781	-0.0812669	0.35937	-0.682178	-0.0166463	0.0222434	35.5525	-0.232065	-0.703355	-10.4283	0.32921	0.168682	
24.5211	-0.0609284	-0.498486	-12.4454	-0.128067	0.298342	-2.08006	-0.230424	0.0942011	28.7216	-0.041246	-0.588355	-1.8246	0.10629	0.0321339	
17.2034	-0.042019	-0.344699	-14.4015	-0.247791	0.364108	-7.20798	-0.105511	0.184089	2.88051	-0.167813	-0.0161832	-5.56482	0.105088	0.111489	
8.16543	-0.194401	-0.12401	-19.9114	-0.0381548	0.44354	18.0803	-0.0279396	-0.367285	15.8881	-0.0131785	-0.318863	-6.9033	0.130028	0.134915	
17.7867	-0.0211298	-0.358695	-9.01762	-0.0960009	0.22237	11.9364	0.0925339	-0.256229	14.0377	-0.0332011	-0.276233	-9.99589	0.187815	0.192077	
9.90241	-0.115695	-0.171861	-9.25836	-0.140675	0.236844	-0.812585	-0.232402	0.0727683	9.58393	-0.131133	-0.163703	-9.03767	0.0789092	0.192234	
7.16733	-0.213558	-0.0964833	-25.7905	-0.332755	0.62325	-1.86775	0.0195804	0.0496253	0.374077	-0.151792	0.0383762	-3.50419	0.168973	0.0567644	
13.7275	-0.0416294	-0.266202	-14.9001	-0.198667	0.367863	1.45287	-0.0908716	0.00145336	24.0712	-0.000927331	-0.492798	-5.89944	0.0941034	0.122635	
10.2979	-0.0987729	-0.184001	-28.6189	-0.264006	0.671847	3.54032	-0.104138	-0.0410057	15.7518	-0.0707606	-0.305032	-6.59937	0.0740934	0.141493	
22.8776	-0.11703	-0.446774	-19.2253	-0.321039	0.483157	-9.15237	-0.0598421	0.219432	9.4344	-0.0171309	-0.179721	5.76046	0.00845432	-0.109557	
4.34445	-0.165835	-0.046181	-36.7379	-0.167253	0.827194	0.290098	-0.114307	0.0301014	9.83204	0.0550034	-0.199713	-7.22828	0.0215525	0.165778	
2.63145	-0.132803	-0.0154676	-10.3692	-0.228277	0.277509	1.62412	-0.106006	0.000341847	17.5012	0.0633195	-0.365511	-9.19017	-0.0673672	0.22125	
