Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	***Cluster  08***	
000001:	0.006638636363636	0.405108522727273	0.084152840909091	0.139661931818182	0.087255681818182	0.162800568181818	0.036192613636364	0.078189204545455		1
000002:	0.007535795454545	0.807793750000000	0.042314772727273	0.038899431818182	0.013914772727273	0.024893181818182	0.041830113636364	0.022818181818182		1
000003:	0.005363636363636	0.377353409090909	0.176107386363636	0.063154545454545	0.029152840909091	0.022760795454545	0.313920454545455	0.012186931818182		1
000004:	0.043594318181818	0.596453977272727	0.109168750000000	0.031551136363636	0.007811931818182	0.156522727272727	0.037876704545455	0.017020454545455		1
000005:	0.006877840909091	0.743376136363636	0.069530681818182	0.110376136363636	0.007467613636364	0.021636931818182	0.018135795454545	0.022598863636364		1
000006:	0.022426704545455	0.326955681818182	0.400013636363636	0.025604545454545	0.020699431818182	0.125025568181818	0.020083522727273	0.059190909090909		1
000007:	0.008590909090909	0.564683522727273	0.031953977272727	0.182127840909091	0.057205681818182	0.107114772727273	0.021884090909091	0.026439204545455		1
000008:	0.003679545454545	0.782272727272727	0.035648863636364	0.102915340909091	0.013911931818182	0.017959090909091	0.021111931818182	0.022500568181818		1
000009:	0.005035227272727	0.785573863636364	0.073519886363636	0.022864204545455	0.011926704545455	0.024425568181818	0.040373295454545	0.036281250000000		1
000010:	0.007988636363636	0.670576136363636	0.058813068181818	0.081305113636364	0.047390909090909	0.049028409090909	0.038954545454545	0.045943181818182		1
000011:	0.079073295454545	0.094278977272727	0.300132954545455	0.119761363636364	0.060957954545455	0.111816477272727	0.097406250000000	0.136572727272727		1
000012:	0.064075000000000	0.048174431818182	0.183996590909091	0.071497727272727	0.047736363636364	0.159043750000000	0.243428409090909	0.182047727272727		1
000013:	0.117960227272727	0.036248295454545	0.209454545454545	0.074320454545455	0.046205113636364	0.305330681818182	0.073898295454545	0.136582386363636		1
000014:	0.013737500000000	0.016068750000000	0.869440340909091	0.040432954545455	0.012296022727273	0.012971022727273	0.016135795454545	0.018917613636364		1
000015:	0.017598863636364	0.008208522727273	0.013227272727273	0.008119318181818	0.198206250000000	0.306557386363636	0.430336363636364	0.017746022727273		1
000016:	0.004427840909091	0.011321590909091	0.937046590909091	0.004556250000000	0.003291477272727	0.003168750000000	0.004773295454545	0.031414204545455		1
