30000	4	1	
0	0	0	0	
0.267656	0.347652	0.344971	0.167384	
0.417186	0.558791	0.561572	0.299671	
0.51867	0.737448	0.642201	0.521654	
0.643912	0.75533	0.708636	0.492778	
0.676255	0.773583	0.797069	0.535503	
0.717995	0.741737	0.831744	0.626945	
0.697614	0.820595	0.883989	0.691775	
0.737318	0.845986	0.818334	0.621588	
0.729652	0.929758	0.820608	0.755151	
0.77825	0.9048	0.868071	0.643776	
0.778725	0.919837	0.837847	0.691266	
0.842411	0.898649	0.836417	0.739504	
0.760972	0.88947	0.766018	0.715001	
0.811258	0.864951	0.811714	0.672574	
0.820638	0.86031	0.851514	0.688683	
0.781629	0.994142	0.897225	0.688577	
0.840763	0.864698	0.779705	0.753176	
0.831678	0.897532	0.88127	0.742718	
0.796391	0.860788	0.876722	0.776109	
0.847825	0.970642	0.81675	0.696868	
0.813612	0.912695	0.894916	0.721821	
0.866013	0.895866	0.818247	0.84687	
0.869149	0.783559	0.887184	0.783187	
0.840149	0.885332	0.864977	0.778803	
0.84129	0.914788	0.820788	0.753295	
0.819405	0.854352	0.841273	0.627054	
0.850635	0.897643	0.778663	0.721936	
0.835378	0.895033	0.829113	0.746587	
0.773091	0.889181	0.785361	0.72671	
0.942937	0.939951	0.85042	0.81789	
0.839205	0.874493	0.826988	0.808744	
0.78344	0.840833	0.847905	0.784121	
0.799584	0.8467	0.79044	0.748704	
0.795089	0.929563	0.817569	0.821562	
0.79243	0.832861	0.824329	0.740871	
0.798685	0.877286	0.761961	0.85549	
0.867316	0.884823	0.805014	0.836607	
0.880723	0.83125	0.82752	0.818225	
0.818442	0.919974	0.917077	0.731347	
0.841129	0.91401	0.84053	0.727931	
0.827367	0.802393	0.873796	0.723025	
0.840722	0.789406	0.793674	0.703664	
0.903256	0.859979	0.865347	0.798437	
0.832825	0.86799	0.773889	0.76269	
0.821662	0.85888	0.859599	0.719302	
0.799419	0.830149	0.850426	0.725187	
0.900097	0.901765	0.758868	0.846722	
0.882197	0.800817	0.858896	0.75615	
0.799229	0.861664	0.805668	0.670493	
0.778401	0.949032	0.843089	0.648132	
0.861554	0.872478	0.821829	0.781607	
0.896785	0.85751	0.814884	0.761208	
0.873407	0.849357	0.813419	0.812045	
0.789268	0.8216	0.777147	0.825995	
0.788342	0.876577	0.762581	0.752588	
0.783264	0.801738	0.734554	0.799641	
0.744785	0.787484	0.840961	0.742285	
0.753837	0.821069	0.76239	0.767305	
0.84382	0.817782	0.705307	0.777044	
0.821612	0.876458	0.770122	0.838036	
0.717387	0.824861	0.734614	0.764756	
0.762317	0.859033	0.740739	0.697152	
0.724727	0.761064	0.653614	0.655297	
0.861433	0.825052	0.673183	0.748556	
0.798563	0.817709	0.737648	0.767615	
0.807706	0.759582	0.721699	0.768815	
0.811316	0.82996	0.70431	0.753701	
0.739772	0.713862	0.683659	0.696324	
0.799296	0.794324	0.664535	0.750845	
0.781539	0.731055	0.769674	0.644695	
0.840659	0.7202	0.734882	0.777777	
0.787389	0.775649	0.806802	0.596754	
0.773789	0.736723	0.706767	0.740293	
0.811407	0.711886	0.759094	0.70123	
0.831207	0.727386	0.650098	0.733218	
0.752855	0.763351	0.690585	0.784595	
0.754741	0.749373	0.696204	0.64966	
0.853753	0.743858	0.711205	0.690199	
0.791687	0.756008	0.73789	0.645533	
0.849632	0.831731	0.833842	0.641648	
0.767521	0.787734	0.697921	0.733003	
0.804256	0.758129	0.703179	0.749041	
0.752158	0.81565	0.715115	0.730627	
0.847495	0.743442	0.717019	0.68336	
0.714398	0.787668	0.662487	0.658777	
0.81109	0.767555	0.705244	0.559956	
0.762018	0.800677	0.719577	0.738201	
0.837288	0.689665	0.766581	0.568063	
0.743567	0.785329	0.746734	0.641057	
0.657982	0.680047	0.838259	0.647126	
0.731002	0.742083	0.755179	0.653936	
0.734432	0.77643	0.75019	0.664295	
0.718831	0.783111	0.698483	0.680704	
0.80108	0.608049	0.741098	0.637467	
0.701454	0.726684	0.801799	0.709485	
0.723505	0.699111	0.664644	0.654488	
0.791784	0.890589	0.723657	0.6599	
0.806253	0.811405	0.859302	0.69251	
0.74163	0.794133	0.792384	0.721167	
0.702713	0.797432	0.728182	0.674597	
0.722292	0.778605	0.774738	0.660422	
0.771518	0.839645	0.642472	0.68143	
0.712271	0.792966	0.766702	0.650525	
0.708345	0.821361	0.715264	0.660855	
0.753546	0.80581	0.751819	0.699711	
0.779684	0.805227	0.665659	0.685476	
0.689571	0.773621	0.710192	0.683624	
0.776709	0.812326	0.785116	0.680682	
0.710085	0.855294	0.772727	0.63653	
0.717505	0.846859	0.777168	0.657055	
0.713707	0.762171	0.747442	0.67628	
0.737012	0.857561	0.750671	0.690754	
0.723893	0.716634	0.794139	0.63659	
0.746352	0.758314	0.723266	0.610047	
0.786366	0.70764	0.723862	0.640225	
0.651171	0.784447	0.768534	0.619087	
0.711342	0.837664	0.769517	0.611022	
0.803999	0.796089	0.760529	0.683221	
0.844598	0.690807	0.732724	0.651952	
0.750375	0.723972	0.723957	0.656412	
0.74317	0.790731	0.726117	0.604361	
0.668715	0.751458	0.720455	0.653764	
0.694282	0.79616	0.773842	0.627734	
0.692303	0.806444	0.812628	0.534394	
0.680485	0.763793	0.67024	0.516247	
0.78438	0.793407	0.745652	0.636384	
0.755636	0.849022	0.682966	0.580341	
0.675499	0.833492	0.648603	0.63801	
0.778295	0.919509	0.598351	0.620846	
0.683087	0.737877	0.650739	0.594052	
0.71949	0.856213	0.723164	0.560785	
