30000	4	1	
0	0	0	0	
0.257046	0.328837	0.259906	0.281388	
0.395723	0.555612	0.41545	0.533592	
0.532116	0.636049	0.557803	0.629378	
0.547315	0.715456	0.744544	0.682129	
0.72262	0.78699	0.707558	0.712918	
0.688578	0.802553	0.771092	0.763972	
0.760609	0.836002	0.842753	0.777789	
0.736338	0.827166	0.744518	0.738607	
0.761902	0.895606	0.724511	0.805737	
0.792646	0.749117	0.787817	0.754256	
0.802155	0.776279	0.82287	0.777304	
0.808209	0.810675	0.774513	0.794095	
0.754984	0.849399	0.800562	0.773807	
0.826081	0.861531	0.858594	0.861128	
0.806485	0.931913	0.895684	0.816756	
0.821745	0.80356	0.854424	0.884977	
0.864311	0.818791	0.836896	0.828462	
0.812898	0.846779	0.863525	0.800625	
0.822321	0.84847	0.761734	0.835452	
0.859896	0.886627	0.882709	0.797219	
0.701917	0.883018	0.849633	0.891217	
0.80899	0.822481	0.83603	0.83571	
0.808861	0.898874	0.765587	0.904835	
0.758365	0.89819	0.846557	0.846681	
0.778619	0.861291	0.90724	0.829837	
0.706827	0.833035	0.817866	0.875863	
0.708586	0.872066	0.908302	0.865515	
0.777021	0.820276	0.848147	0.843431	
0.795444	0.907332	0.869019	0.858826	
0.888851	0.875368	0.818634	0.844345	
0.74282	0.805089	0.791856	0.848468	
0.788927	0.825242	0.7929	0.840664	
0.778711	0.843141	0.86516	0.756425	
0.69306	0.94512	0.789421	0.808538	
0.800538	0.913569	0.831845	0.835627	
0.711553	0.971814	0.75678	0.887194	
0.688942	0.907236	0.843122	0.824716	
0.755291	0.797584	0.850213	0.869403	
0.798302	0.88419	0.827759	0.76386	
0.757228	0.844587	0.935891	0.836707	
0.713733	0.883992	0.7669	0.821723	
0.684778	0.874519	0.760865	0.865051	
0.787676	0.826588	0.778017	0.792629	
0.659573	0.783407	0.884319	0.740189	
0.656825	0.908495	0.827826	0.874537	
0.818087	0.876598	0.874334	0.904605	
0.70002	0.838212	0.795922	0.877284	
0.807313	0.873315	0.838283	0.864165	
0.757561	0.77322	0.792738	0.879542	
0.729479	0.778227	0.787106	0.817345	
0.740302	0.746714	0.829353	0.856888	
0.721604	0.793889	0.831096	0.827512	
0.762966	0.741694	0.864243	0.749325	
0.706565	0.786184	0.849978	0.808651	
0.668981	0.78321	0.846193	0.813706	
0.814901	0.734872	0.80335	0.820403	
0.751761	0.878989	0.844324	0.841067	
0.720314	0.861468	0.818984	0.783331	
0.726817	0.776895	0.827092	0.847592	
0.784773	0.812578	0.880732	0.729061	
0.777562	0.767519	0.823809	0.861905	
0.681488	0.821331	0.881287	0.941321	
0.803396	0.740095	0.844604	0.78276	
0.668078	0.745637	0.817208	0.905217	
0.73364	0.775339	0.864639	0.876459	
0.71774	0.818048	0.872167	0.857337	
0.657488	0.801149	0.813088	0.881585	
0.726815	0.753711	0.792481	0.825458	
0.778106	0.683478	0.850156	0.813937	
0.789454	0.733012	0.895017	0.807253	
0.729547	0.721434	0.748055	0.857706	
0.738561	0.759152	0.805842	0.88317	
0.749546	0.721604	0.775142	0.819569	
0.707712	0.665926	0.78512	0.794717	
0.764719	0.769273	0.772678	0.843245	
0.694659	0.751063	0.814745	0.85284	
0.687805	0.758878	0.843585	0.850178	
0.639646	0.740591	0.767611	0.834114	
0.733732	0.739644	0.786708	0.850789	
0.723863	0.705909	0.835946	0.781759	
0.652733	0.663648	0.838615	0.782595	
0.769184	0.73422	0.806189	0.804669	
