30000	4	1	
0	0	0	0	
0.508098	0.295526	0.280377	0.350826	
0.485588	0.539753	0.539212	0.432371	
0.742841	0.565112	0.610557	0.567699	
0.72968	0.754466	0.787774	0.649183	
0.779934	0.670912	0.868702	0.631829	
0.732991	0.767974	0.806258	0.67852	
0.809024	0.757502	0.868933	0.758585	
0.859215	0.743025	0.785919	0.776402	
0.861204	0.748669	0.895229	0.740883	
0.834173	0.772547	0.938975	0.74309	
0.876578	0.790843	0.898816	0.826575	
0.860625	0.834247	0.900244	0.781151	
0.895182	0.841381	0.848382	0.820137	
0.921967	0.796347	0.901543	0.714524	
0.852144	0.787486	0.875628	0.837571	
0.87855	0.773556	0.876614	0.803727	
0.94618	0.799102	0.89526	0.791113	
0.936031	0.82784	0.924129	0.811248	
0.907837	0.869514	0.910515	0.83133	
0.936865	0.798345	0.960956	0.744428	
0.884273	0.834229	0.905711	0.853305	
0.890436	0.766191	0.883273	0.893156	
0.897479	0.844039	0.889557	0.868956	
0.881486	0.789444	0.914577	0.870504	
0.862774	0.733344	0.899139	0.86497	
0.895287	0.795968	0.909496	0.812591	
0.893892	0.841969	0.971241	0.8478	
0.807623	0.76192	0.87734	0.811461	
0.920307	0.707353	1.00706	0.814356	
0.930109	0.776079	0.86536	0.846523	
0.840128	0.776062	0.950535	0.877662	
0.89763	0.725617	0.968752	0.787567	
0.90167	0.798783	0.913905	0.775328	
0.952398	0.748061	0.886709	0.765075	
0.904564	0.869257	0.909935	0.777738	
0.909877	0.834553	0.93454	0.764496	
0.934598	0.773785	0.966461	0.766719	
0.836098	0.838305	0.865983	0.780812	
0.888435	0.823125	0.924031	0.715566	
0.866742	0.900623	0.907061	0.678925	
0.940976	0.773418	1.00445	0.719081	
0.81548	0.778378	0.887456	0.799238	
0.889999	0.839001	0.857461	0.741153	
0.94395	0.861227	0.862598	0.734065	
0.935731	0.807983	0.827609	0.797249	
0.935433	0.883188	0.873244	0.764602	
0.90135	0.880658	0.90783	0.890885	
0.887035	0.838956	0.902397	0.673466	
0.899055	0.764044	0.869921	0.758454	
0.93206	0.705168	0.943485	0.728296	
0.926325	0.801624	0.919191	0.730879	
0.865885	0.672183	0.949864	0.736056	
0.91242	0.805084	0.780366	0.725226	
0.903809	0.782729	0.845344	0.796424	
0.954704	0.813414	0.892796	0.775401	
0.941336	0.7648	0.861545	0.693324	
1.00376	0.801542	0.845778	0.731567	
0.948696	0.717697	0.842995	0.703772	
0.947763	0.786505	0.801248	0.77348	
0.969899	0.785891	0.778401	0.718264	
1.01183	0.750672	0.797279	0.738769	
0.863652	0.785733	0.831735	0.741247	
0.915376	0.75838	0.804696	0.74719	
0.863329	0.755968	0.82584	0.763181	
0.959972	0.776467	0.774944	0.683614	
0.911015	0.751828	0.807069	0.65404	
0.89558	0.759602	0.787853	0.723812	
0.845054	0.872375	0.77509	0.690405	
0.872283	0.771183	0.802115	0.686168	
0.942732	0.764141	0.810366	0.648764	
0.856561	0.719045	0.795013	0.658563	
0.813393	0.843231	0.746987	0.667387	
0.874148	0.719444	0.733446	0.753038	
0.944677	0.695214	0.797632	0.805175	
0.884982	0.809571	0.821675	0.753739	
0.871614	0.841592	0.796114	0.64484	
0.930654	0.74005	0.800819	0.676018	
0.906176	0.833442	0.707286	0.596369	
0.84492	0.740223	0.721909	0.569208	
0.789936	0.810715	0.747635	0.592716	
0.852305	0.706916	0.688372	0.629238	
0.82162	0.748846	0.784958	0.695622	
0.80559	0.695994	0.791573	0.660489	
