Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	
000001:	0.341823863636364	0.229509659090909	0.194260795454545	0.004858522727273	0.217368181818182	0.012178977272727		1
000002:	0.054019318181818	0.812951704545455	0.071474431818182	0.006994318181818	0.038113068181818	0.016447159090909		1
000003:	0.069198295454545	0.084764772727273	0.823430113636364	0.003369318181818	0.014022159090909	0.005215340909091		1
000004:	0.031527272727273	0.909494318181818	0.022489204545455	0.007855681818182	0.016139204545455	0.012494318181818		1
000005:	0.028398863636364	0.450638636363636	0.465932386363636	0.002679545454545	0.026630113636364	0.025720454545455		1
000006:	0.197760227272727	0.714493750000000	0.023290340909091	0.004898863636364	0.040125568181818	0.019431250000000		1
000007:	0.185889772727273	0.569648295454545	0.191215340909091	0.008193181818182	0.020480681818182	0.024572727272727		1
000008:	0.158447159090909	0.016680113636364	0.813962500000000	0.000433522727273	0.003264204545455	0.007212500000000		1
000009:	0.028757954545455	0.818695454545455	0.092330113636364	0.005492613636364	0.038486363636364	0.016237500000000		1
000010:	0.014960795454545	0.522218750000000	0.390436931818182	0.014234659090909	0.044708522727273	0.013440340909091		1
000011:	0.088100000000000	0.292772727272727	0.127826704545455	0.074172727272727	0.374712500000000	0.042415340909091		1
000012:	0.018151704545455	0.127959090909091	0.326853977272727	0.238759090909091	0.210360227272727	0.077915909090909		1
000013:	0.025867045454545	0.142929545454545	0.060228409090909	0.393959090909091	0.054680113636364	0.322335795454545		1
000014:	0.036864772727273	0.741153977272727	0.055792045454545	0.075235795454545	0.043198863636364	0.047754545454545		1
000015:	0.051817613636364	0.439193181818182	0.358180681818182	0.028103977272727	0.077292613636364	0.045411931818182		1
000016:	0.041553409090909	0.685649431818182	0.097485795454545	0.087350568181818	0.048781250000000	0.039179545454545		1
000017:	0.061734659090909	0.213295454545455	0.228648295454545	0.076780113636364	0.287416477272727	0.132125000000000		1
000018:	0.023146590909091	0.078057954545455	0.057585227272727	0.174223863636364	0.079514204545455	0.587472159090909		1
000019:	0.032409659090909	0.134837500000000	0.576602272727273	0.099253977272727	0.093544886363636	0.063351704545455		1
