30000	3	3	
0	0	0	0	0	0	0	0	0	
5.01593	0.0710503	-0.114725	-4.74282	-0.157175	0.135654	20.9888	-0.0586962	-0.436483	
-2.2912	0.13867	0.0314832	-9.64546	-0.0564001	0.223513	19.3815	-0.011431	-0.402559	
7.2156	0.150211	-0.16864	3.53182	0.0412255	-0.0723739	26.34	-0.0828592	-0.53568	
1.53445	0.138966	-0.0446894	11.7972	-0.0267194	-0.232407	7.69466	-0.0300745	-0.149027	
4.5102	0.138665	-0.105684	-8.01798	-0.0301976	0.190717	16.8814	-0.0111227	-0.34367	
6.149	0.0042832	-0.115844	10.6225	0.00931441	-0.211198	5.81421	-0.120988	-0.0883549	
7.70634	0.0739967	-0.15922	-0.358147	-0.106914	0.0432993	5.71197	-0.124086	-0.0843852	
10.8239	0.183756	-0.244447	3.17227	0.0560172	-0.0598567	10.9038	-0.0316916	-0.211747	
3.32176	0.0454678	-0.0613888	5.9021	-0.069847	-0.093849	19.0895	-0.0645765	-0.379871	
10.3487	0.0516554	-0.211698	1.18295	-0.135104	0.01539	5.64705	0.0350472	-0.110192	
3.61367	-0.0394913	-0.052518	-5.70402	-0.213912	0.176038	13.2604	-0.111745	-0.246732	
4.75838	0.0308545	-0.0880713	3.74358	-0.119592	-0.0397057	2.27564	-0.190713	0.000851462	
10.8488	0.138156	-0.237041	3.04229	-0.0315218	-0.0410679	13.5899	-0.0129107	-0.270053	
-4.628	0.0957119	0.10035	7.72028	-0.171219	-0.114819	13.8238	-0.071608	-0.263279	
13.9002	0.0955106	-0.293377	-6.50912	-0.0815502	0.170911	10.9976	-0.200713	-0.180723	
4.15237	0.146027	-0.0953072	1.67986	-0.00425133	-0.0150558	17.0102	-0.157008	-0.315069	
11.4861	0.117678	-0.245889	1.88834	0.0245997	-0.0240513	3.21752	-0.263984	-0.00449344	
12.6302	0.191996	-0.283359	6.59414	-0.0674352	-0.109116	15.3999	-0.154314	-0.282938	
14.9557	0.126936	-0.321597	-1.70223	0.0722694	0.0419494	9.58958	-0.189426	-0.153622	
8.45248	0.063174	-0.17177	-2.37624	-0.153361	0.0980279	21.0605	-0.0820724	-0.415602	
8.94394	0.195955	-0.205291	-18.0895	-0.252442	0.448809	7.91885	-0.355956	-0.0868801	
6.64563	0.163181	-0.15065	-10.4686	-0.119792	0.262879	9.59327	-0.0828321	-0.170185	
6.14035	-0.0300292	-0.10434	-3.43997	-0.101876	0.110321	6.63656	-0.26503	-0.0766354	
8.57452	-0.00326318	-0.162417	-4.05929	-0.0565257	0.115889	14.539	-0.206466	-0.254771	
9.65048	0.00934801	-0.18689	-12.815	-0.0932889	0.308586	19.601	-0.212626	-0.359437	
3.4373	0.0631462	-0.0644357	-7.18004	-0.0279359	0.176127	4.77971	-0.320098	-0.0273971	
10.7484	0.152773	-0.236448	-7.46799	-0.0270768	0.182518	10.7871	-0.244901	-0.169261	
3.25511	0.0961011	-0.0667786	-8.72872	-0.0950467	0.222676	10.6106	-0.327724	-0.149463	
6.88837	0.0678542	-0.140704	-3.60934	-0.0406215	0.103006	13.6733	-0.286503	-0.223459	
-3.06985	0.00490432	0.0832414	-8.78563	-0.0212333	0.209665	5.615	-0.2045	-0.0659105	
4.98527	0.144016	-0.113629	-8.81447	-0.0928733	0.222625	15.8052	-0.294622	-0.266875	
8.17602	0.0524391	-0.164185	-1.40281	0.218904	0.0102898	5.96081	-0.198955	-0.0753608	
8.94659	0.115133	-0.19207	2.5301	-0.052095	-0.0253958	8.30882	-0.180853	-0.128929	
8.31674	0.0213998	-0.162184	2.01758	0.0933595	-0.0411146	0.884481	-0.206562	0.033888	
7.90445	0.082599	-0.163885	-4.28894	0.0505692	0.10164	8.77542	-0.22039	-0.130298	
6.19398	0.0376436	-0.119293	-2.83914	-0.00183436	0.0805953	14.4139	-0.242263	-0.248223	
4.74498	0.105165	-0.100212	3.71261	-0.0374438	-0.0531817	8.28296	-0.202117	-0.123356	
11.0523	-0.0412041	-0.208485	2.46768	-0.0132974	-0.032101	7.30041	-0.289728	-0.0871526	
6.28281	-0.0691243	-0.104105	4.78995	-0.049492	-0.0747292	5.36235	-0.209382	-0.0598448	
11.7015	0.212532	-0.267233	4.97031	-0.00993901	-0.0857141	-0.617413	-0.211181	0.0684186	
6.38035	0.0915306	-0.132168	9.16408	-0.0205054	-0.172278	5.27884	-0.153775	-0.0689541	
11.8156	0.113409	-0.252611	0.28979	-0.00308237	0.0137361	2.00215	-0.223178	0.0139068	
11.6808	0.131064	-0.252845	-2.23541	-0.103587	0.085184	17.5416	-0.15456	-0.329206	
13.9483	0.118822	-0.299058	-2.01516	-0.00226767	0.0617091	10.3995	-0.145733	-0.176911	
14.4441	0.146249	-0.312876	-5.01556	-0.0929059	0.141649	16.6745	-0.245492	-0.293035	
12.1998	0.000404711	-0.239121	4.97605	-0.0162533	-0.085397	15.4591	-0.138948	-0.285573	
6.08234	0.0298735	-0.116399	-1.17969	-0.0892853	0.0582464	4.0741	-0.239204	-0.0282623	
16.2792	0.177124	-0.358364	4.74684	-0.0049413	-0.0823168	11.1563	-0.316893	-0.16425	
22.6418	0.276518	-0.511273	-1.584	-0.0321851	0.0563306	5.07328	-0.204024	-0.0564536	
