30000	7	1	
0	0	0	0	0	0	0	
0.260033	0.409961	0.377184	0.477296	0.248608	0.403797	0.504417	
0.463676	0.583427	0.608649	0.583944	0.428378	0.619999	0.652274	
0.705417	0.629633	0.613675	0.639904	0.531901	0.6161	0.579556	
0.515867	0.815151	0.63318	0.63351	0.553064	0.644138	0.673654	
0.578591	0.761763	0.67005	0.683777	0.552007	0.805142	0.791559	
0.588492	0.715843	0.65459	0.742041	0.559831	0.765862	0.69159	
0.639539	0.691118	0.71578	0.742045	0.565775	0.833901	0.725277	
0.628618	0.731265	0.698056	0.69964	0.491921	0.817049	0.742232	
0.658799	0.705942	0.658046	0.747403	0.588418	0.732032	0.743371	
0.573556	0.70786	0.689849	0.620466	0.603995	0.768687	0.714695	
0.634395	0.704486	0.668867	0.701359	0.635767	0.769866	0.691372	
0.710451	0.68611	0.700179	0.639946	0.626813	0.778271	0.757218	
0.598148	0.634823	0.609049	0.705163	0.646412	0.809764	0.648374	
0.61086	0.66351	0.662931	0.7274	0.572145	0.749221	0.704383	
0.677474	0.619663	0.730583	0.710699	0.574394	0.78948	0.629727	
0.609994	0.651116	0.693908	0.646736	0.616182	0.836573	0.65163	
0.583539	0.732106	0.621775	0.762915	0.582187	0.708932	0.741808	
0.573947	0.631204	0.747671	0.613391	0.578665	0.66879	0.647687	
0.563959	0.709002	0.718184	0.614275	0.654087	0.75006	0.570521	
0.620312	0.655616	0.704078	0.732794	0.589049	0.782618	0.618304	
0.52331	0.679548	0.616173	0.577573	0.559296	0.747101	0.620337	
0.567066	0.6456	0.656965	0.630673	0.689997	0.71835	0.583406	
0.51033	0.682242	0.740197	0.544133	0.614045	0.74547	0.714002	
0.510483	0.630129	0.662409	0.547366	0.595517	0.814732	0.519465	
0.61444	0.660369	0.644215	0.636973	0.657183	0.787675	0.558257	
0.615109	0.62469	0.765345	0.584496	0.615576	0.74987	0.596168	
0.494211	0.711206	0.680022	0.665762	0.57209	0.724479	0.608829	
0.485767	0.558149	0.673272	0.628447	0.66667	0.840809	0.632665	
0.511046	0.656328	0.70426	0.596206	0.620699	0.749685	0.589091	
0.590481	0.59834	0.690773	0.673104	0.587565	0.776941	0.597906	
0.589609	0.630479	0.719309	0.647173	0.675835	0.698453	0.649276	
0.572558	0.67242	0.658808	0.540549	0.660192	0.750617	0.602679	
0.483753	0.593634	0.68818	0.637593	0.579467	0.652985	0.588817	
0.566515	0.708023	0.763008	0.628475	0.610159	0.629412	0.573826	
0.571081	0.651745	0.618799	0.542612	0.624698	0.607606	0.649694	
0.445859	0.713438	0.702274	0.551599	0.602251	0.640116	0.579965	
0.57653	0.640745	0.691974	0.575663	0.679881	0.69476	0.54676	
0.552349	0.625125	0.649982	0.535904	0.622765	0.650444	0.67776	
0.508516	0.607106	0.751919	0.551045	0.595175	0.749482	0.575903	
0.390596	0.647193	0.647608	0.609941	0.622528	0.598694	0.582303	
0.484889	0.601019	0.604695	0.563978	0.590942	0.643538	0.545418	
0.512778	0.636289	0.616727	0.61289	0.568677	0.65503	0.673325	
0.470367	0.683349	0.626698	0.538553	0.534982	0.61141	0.625991	
0.505374	0.750658	0.630303	0.56809	0.634473	0.608717	0.547377	
0.482698	0.739514	0.567012	0.557839	0.63295	0.664446	0.568166	
0.46308	0.650097	0.486277	0.619386	0.483211	0.667884	0.574063	
0.427264	0.652733	0.622939	0.596084	0.497066	0.714291	0.585352	
0.438593	0.773403	0.65273	0.523949	0.539514	0.700617	0.632326	
0.45606	0.727116	0.632825	0.576849	0.56596	0.575484	0.619776	
0.498091	0.746172	0.620968	0.604588	0.528663	0.669356	0.611515	
0.307248	0.711023	0.627704	0.560143	0.508421	0.713154	0.552437	
0.443136	0.732932	0.65304	0.433089	0.491482	0.665689	0.580282	
0.451743	0.626072	0.708934	0.584758	0.623313	0.667345	0.512131	
0.426322	0.718291	0.633834	0.562653	0.584325	0.64835	0.57951	
0.408741	0.603861	0.554695	0.500269	0.525755	0.705068	0.483101	
0.432719	0.729641	0.649099	0.549239	0.491527	0.715572	0.659314	
0.378692	0.642736	0.610048	0.64518	0.573067	0.677696	0.590283	
0.347216	0.731807	0.464784	0.522788	0.505103	0.560543	0.705657	
0.440393	0.617224	0.531009	0.504206	0.577181	0.522883	0.670341	
0.521926	0.704205	0.581774	0.514443	0.511302	0.650024	0.597708	
0.419738	0.647998	0.546349	0.483034	0.536396	0.664461	0.572188	
0.376329	0.691932	0.559797	0.483684	0.515995	0.698467	0.526862	
0.470849	0.718119	0.561484	0.628551	0.553096	0.611419	0.633537	
0.483462	0.725962	0.624096	0.600913	0.580851	0.632752	0.59714	
0.46699	0.680657	0.595041	0.511926	0.508029	0.645543	0.581987	
0.331344	0.528736	0.448306	0.62328	0.627496	0.611293	0.559447	
0.363889	0.561621	0.619098	0.51724	0.510917	0.56288	0.599805	
0.29398	0.634582	0.542794	0.52249	0.620903	0.544411	0.582999	
0.297045	0.696113	0.577871	0.511259	0.553576	0.657457	0.623358	
0.402286	0.604239	0.606276	0.567749	0.585799	0.609504	0.60966	
0.376207	0.565302	0.490115	0.600644	0.530582	0.563476	0.638312	
0.303565	0.550129	0.610386	0.518958	0.502748	0.61763	0.544391	
0.383541	0.596422	0.569606	0.634643	0.595452	0.582315	0.66878	
0.370917	0.59945	0.602907	0.512271	0.589256	0.576685	0.567743	
0.367724	0.539829	0.468971	0.530853	0.557506	0.642944	0.561644	
0.446252	0.695099	0.51458	0.494834	0.619118	0.647165	0.511641	
0.400297	0.573274	0.461385	0.478381	0.6188	0.639501	0.528873	
0.313339	0.588688	0.425827	0.5622	0.561403	0.658148	0.680661	
0.307906	0.599988	0.464931	0.549279	0.545791	0.680446	0.649698	
0.399068	0.60125	0.617953	0.561038	0.614695	0.713788	0.547048	
0.383182	0.548867	0.485225	0.508019	0.627205	0.670206	0.551519	
0.371897	0.679978	0.530479	0.517602	0.647088	0.650164	0.614654	
0.367772	0.666728	0.510028	0.513964	0.53945	0.58779	0.562278	
0.373235	0.635167	0.571534	0.595239	0.601311	0.669774	0.55102	
0.373164	0.6729	0.636227	0.474298	0.62836	0.801247	0.532261	
0.371753	0.644732	0.57715	0.465902	0.634832	0.63789	0.647815	
0.366045	0.622305	0.595079	0.548601	0.577918	0.681471	0.623913	
0.32741	0.619556	0.529296	0.411932	0.567775	0.580329	0.628444	
0.346245	0.713422	0.551478	0.476322	0.569252	0.632411	0.558071	
0.288782	0.61014	0.614598	0.526417	0.569297	0.659445	0.526924	
0.447981	0.642547	0.516146	0.509013	0.597337	0.667583	0.596346	
0.316344	0.538888	0.553904	0.489211	0.625068	0.60023	0.592501	
0.303723	0.590662	0.593205	0.507826	0.591976	0.699	0.524716	
0.330796	0.542738	0.634755	0.460245	0.645832	0.576931	0.585155	
0.351177	0.601412	0.578982	0.440566	0.506914	0.684752	0.560631	
0.365424	0.658986	0.556498	0.449543	0.513379	0.689352	0.544693	
0.312615	0.643009	0.565339	0.485111	0.630394	0.635046	0.541308	
0.377808	0.660125	0.691461	0.498556	0.606353	0.656419	0.585589	
0.334081	0.507194	0.579114	0.413607	0.584501	0.67677	0.599484	
0.30368	0.615963	0.625193	0.470225	0.666618	0.63641	0.475427	
0.294337	0.628135	0.705097	0.503041	0.554942	0.611483	0.652351	
0.358809	0.493355	0.573717	0.62692	0.600601	0.597806	0.55106	
0.297379	0.590939	0.557949	0.49826	0.552465	0.68886	0.62293	
0.256332	0.602232	0.604226	0.444308	0.598958	0.578805	0.536212	
0.215163	0.483356	0.529792	0.547777	0.674169	0.655137	0.683606	
0.211162	0.547622	0.607646	0.479304	0.539588	0.649888	0.544679	
0.229766	0.461817	0.576375	0.46821	0.535549	0.725306	0.595783	
0.279511	0.492419	0.563815	0.441954	0.541028	0.687536	0.58151	
0.353058	0.570627	0.589028	0.433407	0.549803	0.707677	0.594739	
0.228969	0.601807	0.593355	0.462509	0.469092	0.660361	0.570918	
0.239708	0.508881	0.506003	0.567648	0.591314	0.673693	0.5932	
0.235887	0.588397	0.605493	0.574548	0.428427	0.675651	0.517019	
0.343604	0.629738	0.607173	0.566758	0.582839	0.65255	0.6708	
0.255445	0.477306	0.466961	0.523768	0.51572	0.72409	0.504026	
0.408295	0.480828	0.504458	0.514645	0.509825	0.752854	0.485564	
0.331846	0.561919	0.572279	0.595032	0.529452	0.610058	0.419019	
0.33284	0.478544	0.612016	0.53924	0.579064	0.710678	0.657387	
0.370977	0.567439	0.574825	0.45224	0.551296	0.688303	0.489067	
0.42018	0.449794	0.607887	0.501927	0.484402	0.623995	0.601186	
0.330331	0.548875	0.531901	0.516319	0.527652	0.675659	0.563382	
0.357696	0.482069	0.576679	0.524409	0.511912	0.636116	0.662773	
0.407813	0.547997	0.53471	0.535177	0.517402	0.728537	0.574724	
0.357245	0.502064	0.533801	0.469709	0.519643	0.622003	0.575281	
0.420752	0.447377	0.543639	0.591987	0.500333	0.813518	0.498587	
0.324124	0.533511	0.560419	0.470381	0.437638	0.75625	0.592099	
0.357389	0.438372	0.496521	0.589911	0.449404	0.691882	0.603024	
0.363897	0.486152	0.462896	0.570756	0.407864	0.688253	0.571528	
0.401392	0.539674	0.482727	0.597303	0.47912	0.711238	0.567007	
0.343435	0.534384	0.606673	0.50962	0.392119	0.710614	0.635572	
0.34744	0.44698	0.504879	0.594933	0.450141	0.663342	0.600773	
0.319571	0.450183	0.518518	0.462298	0.420058	0.771489	0.619589	
0.317928	0.573194	0.556685	0.55102	0.39297	0.717274	0.522792	
0.370172	0.510722	0.577817	0.574282	0.574536	0.751017	0.545832	
0.409699	0.477349	0.611967	0.582903	0.464818	0.745122	0.637893	
0.406684	0.497253	0.530169	0.588814	0.526848	0.651946	0.506852	
0.346199	0.548728	0.48917	0.583608	0.439128	0.763261	0.509942	
0.357539	0.50563	0.508631	0.416028	0.490928	0.703116	0.508725	
0.344318	0.52442	0.485574	0.452203	0.437584	0.637147	0.605908	
0.40799	0.39222	0.509145	0.51315	0.393315	0.79052	0.518077	
0.415166	0.523053	0.547036	0.579189	0.508944	0.68623	0.476405	
0.393548	0.42065	0.503311	0.503442	0.465125	0.7885	0.529229	
0.349718	0.445477	0.543901	0.538767	0.478108	0.678634	0.597801	
0.377725	0.447259	0.541674	0.519087	0.531087	0.705284	0.499034	
