30000	2	1	
0	0	
-0.0433829	-0.186904	
0.0469558	0.063667	
0.12865	0.15539	
0.336848	0.310159	
0.4702	0.413408	
0.500585	0.479026	
0.564397	0.560867	
0.593057	0.609777	
0.653033	0.648445	
0.687459	0.688644	
0.750727	0.696126	
0.708606	0.751516	
0.765269	0.800614	
0.736767	0.729334	
0.705146	0.773957	
0.756487	0.754038	
0.735711	0.674103	
0.824475	0.774053	
0.706253	0.751202	
0.759782	0.731381	
0.851481	0.734863	
0.842226	0.789129	
0.85527	0.808431	
0.814462	0.791032	
0.85895	0.811204	
0.858309	0.806594	
0.842911	0.838656	
0.832473	0.813878	
0.831069	0.794753	
0.898345	0.77886	
0.878271	0.782919	
0.905167	0.72747	
0.875764	0.792553	
0.790362	0.738608	
0.817478	0.744779	
0.821269	0.75202	
0.834588	0.8148	
0.872211	0.802668	
0.854061	0.760881	
0.830045	0.768061	
0.84125	0.729278	
0.807936	0.760846	
0.818048	0.748926	
0.80082	0.811159	
0.769799	0.774848	
0.77782	0.766887	
0.7966	0.75724	
0.770753	0.770378	
0.75344	0.784943	
0.734776	0.793098	
0.742565	0.731249	
0.811276	0.845902	
0.788664	0.802701	
0.765809	0.748961	
0.769744	0.70073	
0.760529	0.78208	
0.720574	0.724724	
0.796881	0.741058	
0.770609	0.793934	
0.77996	0.770644	
0.780965	0.790955	
0.847964	0.760592	
0.795327	0.760299	
0.795088	0.796329	
0.839434	0.784323	
0.783559	0.808487	
0.791684	0.694176	
0.832357	0.809298	
0.855048	0.751466	
0.771746	0.812388	
0.752796	0.762322	
0.757589	0.823036	
0.702239	0.789307	
0.720995	0.761025	
0.780695	0.711465	
0.738997	0.750673	
0.78275	0.712064	
0.74979	0.74068	
0.699888	0.711785	
0.733634	0.66417	
0.684241	0.677889	
0.713511	0.651422	
0.671276	0.73074	
0.667277	0.683469	
0.717044	0.667664	
0.635924	0.671467	
0.632674	0.627983	
0.68156	0.695813	
0.644385	0.664566	
0.641379	0.607401	
0.604615	0.599463	
0.663072	0.58944	
0.691452	0.60621	
0.656861	0.586368	
0.637365	0.604574	
0.671016	0.649287	
0.697231	0.573402	
0.677478	0.656676	
0.65803	0.618134	
0.661954	0.606172	
0.622793	0.565338	
0.609863	0.541125	
0.655482	0.640048	
0.653304	0.680608	
0.653992	0.637787	
0.703399	0.580929	
