30000	4	1	
0	0	0	0	
0.374162	0.275113	0.270324	0.361271	
0.505838	0.45558	0.482088	0.423219	
0.66331	0.535525	0.50445	0.558551	
0.726394	0.638791	0.655319	0.719121	
0.80364	0.606749	0.705084	0.696984	
0.760448	0.664201	0.753953	0.782633	
0.766412	0.675723	0.767601	0.671603	
0.80804	0.766574	0.817701	0.837718	
0.83684	0.730198	0.760008	0.808375	
0.805459	0.757667	0.757927	0.759335	
0.874036	0.837101	0.823993	0.789479	
0.874403	0.819463	0.816008	0.847839	
0.891784	0.744217	0.854365	0.783737	
0.846916	0.765376	0.771226	0.812123	
0.788446	0.799034	0.763548	0.814847	
0.836952	0.798193	0.784567	0.742185	
0.916482	0.757356	0.858355	0.78525	
0.880689	0.76825	0.895778	0.789038	
0.91919	0.758843	0.88449	0.857247	
0.937522	0.895607	0.814282	0.778839	
0.87501	0.864872	0.884634	0.884009	
0.906989	0.827361	0.785911	0.821384	
0.898277	0.839442	0.79692	0.740858	
0.914508	0.848802	0.796105	0.773274	
0.88939	0.76451	0.79064	0.869145	
0.792367	0.855493	0.763505	0.791982	
0.954542	0.782362	0.787058	0.851773	
0.867157	0.903345	0.843189	0.829148	
0.84898	0.807263	0.873154	0.824618	
0.911408	0.840717	0.759127	0.711461	
0.834088	0.8467	0.864038	0.761356	
0.854797	0.702023	0.726567	0.767448	
0.871016	0.797921	0.766651	0.823895	
0.952746	0.839696	0.735493	0.823126	
0.903308	0.856951	0.792832	0.816179	
0.901935	0.789209	0.759322	0.792621	
0.905764	0.800798	0.758499	0.865186	
0.889394	0.917406	0.81726	0.764119	
0.875464	0.768597	0.805863	0.82484	
0.886552	0.780459	0.750758	0.710062	
0.859586	0.890356	0.840355	0.767249	
0.899935	0.801339	0.845006	0.913589	
0.904698	0.728403	0.888494	0.86107	
0.986392	0.842183	0.722727	0.873046	
0.936354	0.848154	0.760886	0.84693	
0.932907	0.844809	0.786442	0.874031	
0.835085	0.810465	0.790714	0.855049	
0.878951	0.865803	0.858613	0.842297	
0.877237	0.861337	0.765147	0.738778	
0.882138	0.863077	0.887181	0.807082	
0.873937	0.780458	0.802815	0.832605	
0.805085	0.714575	0.844393	0.763395	
0.760915	0.786955	0.779399	0.721715	
0.814828	0.835345	0.756897	0.77302	
0.926759	0.851478	0.662329	0.8624	
0.835515	0.772856	0.717295	0.769111	
0.808168	0.761201	0.687362	0.814069	
0.816631	0.821332	0.794621	0.820731	
0.739768	0.802149	0.720599	0.754597	
0.822946	0.835084	0.681055	0.801122	
0.788558	0.774945	0.714483	0.763342	
0.808075	0.799643	0.678727	0.769488	
0.697447	0.773374	0.684591	0.844807	
0.750759	0.830704	0.7416	0.830632	
0.805893	0.738071	0.72298	0.755082	
0.757787	0.836089	0.788596	0.784911	
0.71624	0.812553	0.74602	0.857378	
0.775106	0.830992	0.690169	0.875207	
0.804455	0.713096	0.744841	0.828615	
0.737676	0.798043	0.704875	0.822103	
0.798799	0.778784	0.673656	0.861234	
0.784017	0.758218	0.632554	0.805487	
0.751776	0.804868	0.715491	0.804016	
0.713268	0.767064	0.678675	0.896111	
0.735144	0.788689	0.751716	0.75566	
0.723242	0.73631	0.723924	0.789292	
0.716048	0.716289	0.69442	0.787335	
0.785038	0.70724	0.750629	0.757605	
0.812731	0.729434	0.704717	0.72381	
0.730344	0.72425	0.809201	0.743248	
0.676475	0.785739	0.62443	0.763288	
0.750286	0.737649	0.757834	0.726321	
0.840744	0.65827	0.696313	0.748408	
0.726372	0.743775	0.699254	0.714837	
0.781122	0.726346	0.705791	0.787092	
0.81935	0.666317	0.635748	0.753388	
0.748217	0.74248	0.691746	0.763005	
0.71447	0.762809	0.770807	0.742366	
0.699634	0.694467	0.74975	0.730211	
0.711028	0.782683	0.697839	0.716952	
0.668545	0.649223	0.642203	0.744661	
0.700085	0.740589	0.725762	0.714702	
0.664442	0.694778	0.726339	0.785163	
0.681636	0.665895	0.733993	0.800571	
0.741798	0.737999	0.750204	0.706322	
0.757561	0.670337	0.688687	0.759906	
0.725403	0.611047	0.715597	0.814133	
0.73525	0.684645	0.75789	0.718875	
0.651956	0.712656	0.642008	0.730304	
0.812182	0.743839	0.674617	0.692016	
0.779833	0.744	0.67611	0.71772	
0.608497	0.635734	0.698086	0.669641	
0.654812	0.620678	0.745037	0.74943	
0.696205	0.684389	0.633684	0.68399	
0.68179	0.694002	0.757313	0.70694	
0.625642	0.695584	0.680284	0.69083	
0.629023	0.633763	0.753352	0.809493	
0.687354	0.617859	0.708081	0.71473	
0.604503	0.706836	0.676637	0.75941	
0.584857	0.632857	0.620118	0.785294	
0.665638	0.674731	0.733229	0.813864	
0.704472	0.616833	0.63597	0.777968	
0.633027	0.636751	0.772828	0.762648	
0.728702	0.544796	0.686633	0.765099	
0.73486	0.552572	0.633283	0.664276	
0.626841	0.609657	0.681246	0.768408	
0.669362	0.656017	0.653322	0.711253	
0.641258	0.633206	0.624589	0.766504	
0.67616	0.569422	0.690236	0.746386	
0.745674	0.629277	0.647427	0.779165	
0.661166	0.628821	0.610494	0.774802	
0.642077	0.555082	0.598355	0.653356	
0.614025	0.653059	0.66212	0.816818	
0.657244	0.721211	0.623356	0.746581	
0.778066	0.548935	0.671843	0.717568	
0.710319	0.539286	0.672334	0.786217	
