30000	6	1	
0	0	0	0	0	0	
0.51353	0.239937	0.493327	0.354965	0.52325	0.42943	
0.566605	0.432578	0.521084	0.661074	0.524566	0.588455	
0.709744	0.524969	0.551893	0.724116	0.711394	0.597295	
0.751431	0.636898	0.65354	0.731836	0.611023	0.706267	
0.8655	0.566123	0.700411	0.775704	0.680555	0.689534	
0.761625	0.718673	0.676731	0.762348	0.672414	0.710079	
0.839848	0.631057	0.731517	0.81405	0.720231	0.69748	
0.812684	0.666261	0.752688	0.81345	0.694543	0.619659	
0.750996	0.70405	0.713928	0.722441	0.666504	0.671549	
0.839221	0.653073	0.724635	0.747396	0.795378	0.801398	
0.864116	0.682463	0.738888	0.729757	0.754632	0.66446	
0.759781	0.7039	0.671857	0.744203	0.78042	0.741992	
0.803603	0.658024	0.79156	0.82388	0.74416	0.693937	
0.818979	0.609779	0.788542	0.817617	0.745587	0.696726	
0.879399	0.68548	0.735285	0.8403	0.811819	0.730108	
0.828015	0.653561	0.705194	0.847108	0.78005	0.728779	
0.83252	0.62626	0.801392	0.818709	0.748745	0.731212	
0.860176	0.696211	0.764878	0.720526	0.796511	0.76603	
0.859225	0.643323	0.771245	0.826112	0.736314	0.791838	
0.889459	0.637579	0.688446	0.742989	0.754803	0.70813	
0.842687	0.546943	0.739678	0.765392	0.716508	0.731409	
0.897427	0.631721	0.7151	0.682671	0.767928	0.732963	
0.931888	0.699242	0.778262	0.727221	0.772013	0.812716	
0.770662	0.641286	0.72674	0.736353	0.744686	0.644274	
0.869162	0.663056	0.696453	0.790133	0.736926	0.738306	
0.879059	0.739604	0.663179	0.774437	0.718806	0.701229	
0.8354	0.73669	0.73529	0.703982	0.775471	0.729862	
0.894367	0.681579	0.71719	0.700124	0.793921	0.742743	
0.895261	0.683326	0.76419	0.700837	0.749477	0.664324	
0.777342	0.666283	0.60094	0.68107	0.7715	0.703631	
0.903658	0.592893	0.773996	0.764786	0.743674	0.715106	
0.794121	0.641341	0.68964	0.74356	0.764929	0.715903	
0.844076	0.531214	0.722312	0.746438	0.64972	0.699311	
0.83167	0.593315	0.741209	0.732577	0.723849	0.616166	
0.834422	0.544112	0.792917	0.745124	0.705556	0.603196	
0.909467	0.559593	0.68882	0.745546	0.76724	0.552818	
0.883964	0.613411	0.766062	0.777626	0.872837	0.64676	
0.838727	0.690471	0.675983	0.722946	0.719755	0.641225	
0.78579	0.622139	0.672954	0.684275	0.813929	0.72341	
0.816734	0.558237	0.705554	0.770917	0.811658	0.694604	
0.70189	0.575866	0.699359	0.766653	0.725274	0.698197	
0.715638	0.54815	0.772191	0.688435	0.743466	0.647763	
0.910121	0.610575	0.717232	0.760112	0.810136	0.666059	
0.778488	0.594865	0.720139	0.784966	0.745911	0.640538	
0.759629	0.565586	0.789382	0.801981	0.791459	0.674622	
0.755734	0.550101	0.667015	0.690856	0.80958	0.626435	
0.810586	0.585124	0.757601	0.757322	0.639813	0.702417	
0.743089	0.64149	0.681175	0.789681	0.712165	0.682708	
0.768573	0.665518	0.803085	0.746469	0.759913	0.624208	
0.766333	0.658824	0.664039	0.729338	0.816627	0.665841	
0.746188	0.576355	0.761594	0.716005	0.71053	0.658969	
0.768357	0.668372	0.729198	0.711835	0.71669	0.614332	
0.787601	0.694092	0.64527	0.733025	0.738454	0.663571	
0.755404	0.583987	0.721576	0.72847	0.878277	0.629173	
0.844335	0.674116	0.647659	0.694455	0.756234	0.594208	
0.731116	0.670048	0.783338	0.702837	0.691007	0.631147	
0.788373	0.710416	0.689576	0.703179	0.733567	0.675876	
0.685249	0.654577	0.644008	0.702403	0.749968	0.594236	
0.708447	0.605793	0.660449	0.671893	0.726349	0.606243	
0.736046	0.687228	0.668421	0.667177	0.767598	0.552076	
0.680145	0.705498	0.678088	0.660826	0.725083	0.61927	
0.808304	0.686028	0.649943	0.633258	0.716394	0.458184	
0.676481	0.622098	0.598872	0.741949	0.696352	0.604748	
0.716205	0.624863	0.685655	0.618712	0.716681	0.522936	
0.733995	0.605427	0.573857	0.59242	0.745012	0.598674	
0.754903	0.541392	0.593864	0.732477	0.706497	0.537343	
0.72744	0.63376	0.655759	0.700731	0.730738	0.566161	
0.688039	0.702116	0.683031	0.684137	0.673115	0.546644	
0.722726	0.683228	0.578437	0.619291	0.616416	0.509701	
0.641153	0.62761	0.592221	0.581555	0.688292	0.540944	
0.620152	0.683511	0.580416	0.641549	0.728736	0.6091	
0.742861	0.638876	0.574568	0.759177	0.767162	0.587723	
0.698455	0.626191	0.583144	0.630519	0.705384	0.580259	
0.72403	0.721472	0.58695	0.630991	0.647819	0.568451	
0.823647	0.616145	0.609651	0.63859	0.667779	0.536755	
0.702759	0.737291	0.618478	0.639771	0.664136	0.568974	
0.712985	0.746776	0.650446	0.818523	0.616421	0.582762	
0.675195	0.821918	0.654807	0.606538	0.683528	0.599436	
0.737041	0.681057	0.534016	0.673955	0.662273	0.627746	
0.796381	0.743021	0.64184	0.677174	0.726088	0.572278	
0.717023	0.68484	0.628147	0.655175	0.722752	0.579226	
0.688796	0.665384	0.615688	0.620916	0.682159	0.549324	
0.696221	0.638362	0.571472	0.580645	0.644944	0.585312	
0.669354	0.642097	0.722042	0.672774	0.672477	0.511122	
0.728135	0.733235	0.530908	0.669603	0.620234	0.63899	
0.83905	0.621552	0.608616	0.647126	0.665658	0.584775	
0.624715	0.670332	0.587856	0.721278	0.669349	0.585488	
0.653081	0.724537	0.645412	0.673533	0.757889	0.526775	
0.664397	0.631958	0.601518	0.688162	0.666103	0.415291	
0.64174	0.575841	0.601162	0.610802	0.706553	0.475226	
0.765323	0.691913	0.56579	0.674984	0.714919	0.666166	
0.70239	0.666736	0.607542	0.68417	0.780064	0.583605	
0.716791	0.674019	0.590017	0.715683	0.575852	0.522432	
0.745727	0.537145	0.648432	0.656455	0.603663	0.500282	
0.697607	0.607056	0.620744	0.733696	0.654542	0.499534	
0.64823	0.59039	0.502571	0.665037	0.66038	0.500258	
0.713815	0.717284	0.617207	0.693885	0.673084	0.504612	
0.657798	0.50711	0.569224	0.597714	0.626204	0.588173	
0.702561	0.649786	0.676213	0.664224	0.660037	0.550232	
0.645653	0.650544	0.706819	0.627115	0.553697	0.546791	
0.696373	0.601363	0.561226	0.666949	0.614514	0.577658	
0.724455	0.630956	0.618864	0.638702	0.58123	0.576759	
0.733263	0.514054	0.586917	0.671563	0.643937	0.444177	
0.640133	0.669153	0.680188	0.764194	0.674719	0.522466	
0.581068	0.573735	0.615865	0.630361	0.632504	0.537881	
0.688237	0.593419	0.687128	0.670469	0.572369	0.453864	
0.723195	0.632492	0.553083	0.646294	0.649078	0.544365	
0.725536	0.734646	0.660947	0.674516	0.615256	0.539583	
0.677118	0.651409	0.653053	0.5853	0.570711	0.57933	
0.642511	0.600605	0.666147	0.65351	0.551648	0.51614	
0.622507	0.641908	0.603145	0.583677	0.63685	0.513199	
0.691109	0.556975	0.597047	0.665686	0.532523	0.48728	
0.636741	0.638762	0.651331	0.605445	0.507798	0.493938	
0.647402	0.603751	0.49418	0.593158	0.58688	0.476366	
0.797122	0.60667	0.584039	0.632098	0.485077	0.518053	
0.75802	0.616302	0.750046	0.614461	0.523361	0.600014	
0.593193	0.560051	0.672687	0.671341	0.577229	0.516757	
0.586844	0.571992	0.4984	0.61599	0.554372	0.50114	
0.707175	0.713093	0.627269	0.61998	0.428841	0.4985	
0.73482	0.656944	0.501963	0.634634	0.47951	0.501089	
0.643009	0.539594	0.610275	0.548019	0.507119	0.541939	
0.589464	0.610251	0.620763	0.640475	0.560252	0.445796	
0.556394	0.559928	0.616787	0.704197	0.518305	0.567472	
0.744585	0.609498	0.621946	0.636237	0.560256	0.568964	
0.638728	0.553804	0.662942	0.614867	0.618912	0.424005	
0.733777	0.646653	0.624537	0.647143	0.600758	0.489522	
0.695093	0.594695	0.62824	0.588425	0.532668	0.516748	
0.667403	0.627453	0.589296	0.647237	0.536181	0.559114	
0.560337	0.579867	0.704968	0.575528	0.510215	0.549704	
0.659855	0.683283	0.604709	0.545454	0.488069	0.463003	
0.645328	0.695516	0.56837	0.626653	0.600788	0.433245	
0.557436	0.611633	0.641433	0.692512	0.60397	0.527063	
0.634785	0.653431	0.704469	0.59344	0.484039	0.408911	
0.610031	0.606553	0.623519	0.471891	0.560112	0.447859	
0.536933	0.55651	0.698455	0.567685	0.570407	0.538052	
0.636901	0.62421	0.648922	0.477268	0.586613	0.497336	
0.627022	0.595282	0.628815	0.419389	0.524548	0.47273	
0.632118	0.639973	0.64744	0.619605	0.592086	0.552473	
0.648394	0.62633	0.624647	0.516414	0.565846	0.47195	
0.637705	0.594039	0.69658	0.588708	0.532089	0.51983	
0.642704	0.648716	0.632608	0.469808	0.460948	0.559007	
0.507926	0.605823	0.660035	0.670686	0.448668	0.448027	
0.672947	0.670351	0.61167	0.548168	0.441789	0.418852	
0.603436	0.706213	0.644229	0.549185	0.365198	0.617684	
0.649991	0.581438	0.621841	0.589958	0.451918	0.541634	
0.680275	0.600996	0.581876	0.561783	0.479773	0.467963	
0.549132	0.594858	0.550031	0.520182	0.435356	0.41793	
0.657782	0.664029	0.605637	0.668209	0.517116	0.460396	
0.600818	0.582901	0.547534	0.603585	0.56048	0.456484	
0.590439	0.581832	0.642021	0.606948	0.482368	0.41073	
0.600022	0.540388	0.604959	0.627394	0.635975	0.508814	
0.654081	0.665765	0.608364	0.598068	0.561314	0.4812	
0.690445	0.534544	0.56731	0.619669	0.581357	0.410312	
0.596199	0.615446	0.652276	0.663827	0.475911	0.43261	
0.624026	0.564444	0.649652	0.606465	0.561557	0.496958	
0.680052	0.593226	0.655464	0.602139	0.608731	0.501934	
0.630687	0.56729	0.583597	0.568578	0.548744	0.413561	
0.695383	0.579849	0.614422	0.643687	0.520032	0.445122	
0.680669	0.567481	0.67494	0.757323	0.569964	0.463148	
