Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	
000001:	0.000111363636364	0.954078409090909	0.000038636363636	0.045634659090909	0.000030113636364	0.000106818181818		1
000002:	0.102227840909091	0.410814772727273	0.031496022727273	0.034793750000000	0.014059659090909	0.406607954545455		1
000003:	0.061690909090909	0.662835795454545	0.022657386363636	0.029652272727273	0.105775000000000	0.117388636363636		1
000004:	0.516643181818182	0.357429545454545	0.025332386363636	0.021240340909091	0.026028409090909	0.053326136363636		1
000005:	0.043146590909091	0.810936363636364	0.009617045454545	0.062588636363636	0.018293181818182	0.055418181818182		1
000006:	0.586467045454545	0.101814204545455	0.056414772727273	0.067633522727273	0.062826704545455	0.124843750000000		1
000007:	0.055588068181818	0.519989772727273	0.022311363636364	0.025334659090909	0.042761931818182	0.334014204545455		1
000008:	0.061557954545455	0.687882954545455	0.031074431818182	0.019180681818182	0.025037500000000	0.175266477272727		1
000009:	0.172730113636364	0.578213636363636	0.030292613636364	0.037336363636364	0.020636363636364	0.160790909090909		1
000010:	0.105964772727273	0.592235227272727	0.080286363636364	0.075117613636364	0.026366477272727	0.120029545454545		1
000011:	0.546009090909091	0.009851136363636	0.002780681818182	0.002787500000000	0.407795454545455	0.030776136363636		1
000012:	0.143382386363636	0.480659090909091	0.170242613636364	0.121282386363636	0.062248863636364	0.022184659090909		1
000013:	0.227906818181818	0.148715909090909	0.260892045454545	0.101770454545455	0.199146590909091	0.061568181818182		1
000014:	0.900199431818182	0.038417045454545	0.015609090909091	0.014936363636364	0.012871590909091	0.017966477272727		1
000015:	0.077551704545455	0.835347727272727	0.023098295454545	0.019468750000000	0.021638068181818	0.022895454545455		1
000016:	0.637855113636364	0.005438068181818	0.000679545454545	0.000906818181818	0.353753409090909	0.001367045454545		1
000017:	0.085444886363636	0.447034090909091	0.023249431818182	0.352961363636364	0.022959659090909	0.068350568181818		1
000018:	0.068969886363636	0.097894318181818	0.684617613636364	0.047544318181818	0.072540909090909	0.028432954545455		1
000019:	0.048961363636364	0.706563068181818	0.031059659090909	0.070892613636364	0.097601136363636	0.044922159090909		1
000020:	0.393145454545455	0.277585227272727	0.041671022727273	0.193360795454545	0.022947159090909	0.071290340909091		1
000021:	0.026129545454545	0.050233522727273	0.015051136363636	0.803524431818182	0.033919886363636	0.071141477272727		1
000022:	0.072313636363636	0.620369318181818	0.091102840909091	0.143739204545455	0.023325000000000	0.049150000000000		1
000023:	0.059664772727273	0.233972727272727	0.037876704545455	0.257706818181818	0.214098863636364	0.196680113636364		1
000024:	0.879075000000000	0.017773863636364	0.016530113636364	0.045403409090909	0.026747727272727	0.014469886363636		1
000025:	0.120660227272727	0.132719886363636	0.091602840909091	0.059425000000000	0.528248295454545	0.067343750000000		1
000026:	0.031535227272727	0.525683522727273	0.177413636363636	0.126660795454545	0.083344886363636	0.055361931818182		1
000027:	0.069765340909091	0.127238068181818	0.275033522727273	0.416296590909091	0.076127840909091	0.035538636363636		1
000028:	0.068008522727273	0.211842045454545	0.028553409090909	0.297463068181818	0.042741477272727	0.351391477272727		1
000029:	0.133540340909091	0.392508522727273	0.035753409090909	0.238812500000000	0.060675000000000	0.138710227272727		1
000030:	0.070017613636364	0.653328977272727	0.027776136363636	0.039882386363636	0.149821590909091	0.059173295454545		1
000031:	0.057576704545455	0.108085227272727	0.596975568181818	0.130428409090909	0.062938068181818	0.043996022727273		1
000032:	0.076554545454545	0.115825000000000	0.160828409090909	0.551686363636364	0.026457954545455	0.068647727272727		1
000033:	0.072091477272727	0.331454545454545	0.041743750000000	0.348866477272727	0.052740909090909	0.153102840909091		1
000034:	0.746467613636364	0.037542045454545	0.155794886363636	0.020277272727273	0.015376704545455	0.024541477272727		1
000035:	0.044533522727273	0.122663636363636	0.074859659090909	0.398205113636364	0.179859659090909	0.179878409090909		1
000036:	0.187456818181818	0.341059090909091	0.038407386363636	0.253623295454545	0.031623295454545	0.147830113636364		1
000037:	0.114317045454545	0.320669318181818	0.093327840909091	0.390244318181818	0.036746022727273	0.044695454545455		1
000038:	0.145773863636364	0.150125568181818	0.031082954545455	0.062269318181818	0.343943181818182	0.266805113636364		1
000039:	0.120199431818182	0.333606818181818	0.184915909090909	0.088898295454545	0.234439204545455	0.037940340909091		1
000040:	0.836536931818182	0.032015909090909	0.019827840909091	0.023458522727273	0.056892045454545	0.031268750000000		1
000041:	0.195260795454545	0.222461363636364	0.096576704545455	0.385302272727273	0.033918181818182	0.066480681818182		1
000042:	0.117799431818182	0.124652272727273	0.088698863636364	0.339281818181818	0.275475568181818	0.054092045454545		1
000043:	0.138126704545455	0.452390340909091	0.027548295454545	0.233017045454545	0.052085795454545	0.096831818181818		1
000044:	0.067205113636364	0.622916477272727	0.062453409090909	0.149292045454545	0.032253409090909	0.065879545454545		1
000045:	0.046105113636364	0.215895454545455	0.473929545454545	0.188464204545455	0.043943750000000	0.031661931818182		1
000046:	0.077426136363636	0.120077272727273	0.347145454545455	0.096698863636364	0.204255113636364	0.154397159090909		1
000047:	0.001177272727273	0.001340340909091	0.001381250000000	0.001029545454545	0.648503409090909	0.346568181818182		1
000048:	0.051389204545455	0.800441477272727	0.014246022727273	0.033453409090909	0.033321022727273	0.067148863636364		1
000049:	0.040222727272727	0.747636363636364	0.019900000000000	0.073099431818182	0.064292045454545	0.054849431818182		1
000050:	0.368827840909091	0.163168181818182	0.056890340909091	0.126039204545455	0.224926136363636	0.060148295454545		1
000051:	0.884126136363636	0.049095454545455	0.027700000000000	0.008067045454545	0.013351704545455	0.017659659090909		1
000052:	0.901745454545455	0.040003977272727	0.011440340909091	0.014826704545455	0.015181818181818	0.016801704545455		1
000053:	0.177817045454545	0.327577840909091	0.113106818181818	0.184928409090909	0.138348863636364	0.058221022727273		1
000054:	0.077560795454545	0.124814772727273	0.127417613636364	0.252773295454545	0.338968750000000	0.078464772727273		1
000055:	0.200001136363636	0.689251704545455	0.026035227272727	0.039800568181818	0.018464772727273	0.026446590909091		1
000056:	0.062628409090909	0.722634659090909	0.073671022727273	0.062550568181818	0.041872727272727	0.036642613636364		1
000057:	0.149480681818182	0.445242613636364	0.134449431818182	0.177317613636364	0.036203409090909	0.057306250000000		1
000058:	0.020123295454545	0.752934659090909	0.022769886363636	0.048970454545455	0.134505681818182	0.020696022727273		1
000059:	0.030864204545455	0.432373295454545	0.087652840909091	0.325101704545455	0.088372727272727	0.035635227272727		1
000060:	0.059322727272727	0.835449431818182	0.015691477272727	0.042822159090909	0.015262500000000	0.031451704545455		1
000061:	0.067322727272727	0.772937500000000	0.023448863636364	0.070537500000000	0.035380113636364	0.030373295454545		1
000062:	0.863011363636364	0.069634659090909	0.009856818181818	0.014824431818182	0.022756818181818	0.019915909090909		1
000063:	0.792435795454545	0.122669886363636	0.019084090909091	0.013613636363636	0.013109659090909	0.039086931818182		1
000064:	0.816154545454545	0.043559090909091	0.012846022727273	0.011566477272727	0.011965340909091	0.103908522727273		1
000065:	0.060228977272727	0.809675568181818	0.022072727272727	0.033826136363636	0.026251136363636	0.047945454545455		1
000066:	0.081856250000000	0.634938636363636	0.099478977272727	0.126247159090909	0.029890340909091	0.027588636363636		1
000067:	0.816290340909091	0.085660227272727	0.011178977272727	0.013868750000000	0.021176704545455	0.051825000000000		1
000068:	0.024592045454545	0.646501704545455	0.056303409090909	0.175842045454545	0.071168750000000	0.025592045454545		1
000069:	0.044931818181818	0.640378977272727	0.064531818181818	0.188228977272727	0.023311931818182	0.038616477272727		1
000070:	0.298317045454545	0.341653977272727	0.075584090909091	0.121995454545455	0.060744886363636	0.101704545454545		1
000071:	0.034257386363636	0.340169318181818	0.046319886363636	0.475908522727273	0.045890909090909	0.057453977272727		1
000072:	0.075057954545455	0.810430113636364	0.025200568181818	0.033621590909091	0.019127840909091	0.036561931818182		1
000073:	0.040750000000000	0.852507386363636	0.017790340909091	0.033994318181818	0.022567045454545	0.032390909090909		1
000074:	0.170343750000000	0.192322159090909	0.455943750000000	0.073427272727273	0.077985227272727	0.029977840909091		1
000075:	0.063114204545455	0.547085227272727	0.052876704545455	0.137586363636364	0.156134090909091	0.043203409090909		1
000076:	0.125165340909091	0.100638068181818	0.030349431818182	0.735906250000000	0.004777840909091	0.003163068181818		1
000077:	0.094415340909091	0.225450000000000	0.117201704545455	0.061035227272727	0.216633522727273	0.285264204545455		1
000078:	0.103701136363636	0.566631818181818	0.019569318181818	0.120896590909091	0.039013636363636	0.150187500000000		1
000079:	0.000973863636364	0.145892613636364	0.000293750000000	0.000491477272727	0.851983522727273	0.000364772727273		1
000080:	0.019568181818182	0.152143181818182	0.041245454545455	0.261628977272727	0.466789204545455	0.058625000000000		1
000081:	0.024425568181818	0.867514204545455	0.012667045454545	0.060172159090909	0.012494886363636	0.022726136363636		1
000082:	0.059819886363636	0.824827840909091	0.022457954545455	0.037776704545455	0.015570454545455	0.039547159090909		1
000083:	0.018755113636364	0.820019318181818	0.044653409090909	0.056964204545455	0.034121022727273	0.025486931818182		1
000084:	0.892769318181818	0.018480681818182	0.036667613636364	0.010121590909091	0.024688068181818	0.017272727272727		1
000085:	0.087908522727273	0.414448863636364	0.056132386363636	0.283294886363636	0.022743181818182	0.135472159090909		1
000086:	0.408411931818182	0.272413636363636	0.037762500000000	0.079285227272727	0.097382386363636	0.104744318181818		1
000087:	0.032211931818182	0.799386363636364	0.021228409090909	0.113623295454545	0.014088636363636	0.019461363636364		1
000088:	0.035887500000000	0.180728977272727	0.077006250000000	0.624221022727273	0.041960227272727	0.040196022727273		1
000089:	0.057372159090909	0.194939204545455	0.061481250000000	0.570652840909091	0.031996022727273	0.083558522727273		1
000090:	0.157365340909091	0.153313068181818	0.454871590909091	0.082103409090909	0.108736363636364	0.043610227272727		1
000091:	0.045164204545455	0.084026704545455	0.044993181818182	0.129402272727273	0.596335227272727	0.100078409090909		1
000092:	0.044693181818182	0.757422727272727	0.078299431818182	0.055850000000000	0.039680681818182	0.024053977272727		1
000093:	0.089119318181818	0.464282954545455	0.304356250000000	0.056291477272727	0.033975568181818	0.051974431818182		1
000094:	0.048877272727273	0.600598863636364	0.060732386363636	0.109544886363636	0.145735227272727	0.034511363636364		1
000095:	0.089336931818182	0.829309659090909	0.018343750000000	0.022402272727273	0.014723295454545	0.025884090909091		1
000096:	0.912165909090909	0.035422159090909	0.009475568181818	0.012342613636364	0.011152840909091	0.019440909090909		1
000097:	0.036286931818182	0.397900000000000	0.073722159090909	0.384206818181818	0.062389204545455	0.045494886363636		1
000098:	0.006872727272727	0.877389772727273	0.011346590909091	0.068007386363636	0.011786931818182	0.024596590909091		1
000099:	0.373274431818182	0.283688636363636	0.037613636363636	0.195269318181818	0.042269886363636	0.067884090909091		1
000100:	0.516624431818182	0.372805113636364	0.027025568181818	0.025916477272727	0.017299431818182	0.040328977272727		1
000101:	0.065628977272727	0.135614772727273	0.027386363636364	0.710675568181818	0.015122727272727	0.045571590909091		1
