Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	
000001:	0.041026704545455	0.886290909090909	0.072682386363636		1
000002:	0.018556250000000	0.911284090909091	0.070159659090909		1
000003:	0.028376136363636	0.883732954545455	0.087890909090909		1
000004:	0.017122159090909	0.951323863636364	0.031553977272727		1
000005:	0.014201136363636	0.958747727272727	0.027051136363636		1
000006:	0.048599431818182	0.904148295454545	0.047252272727273		1
000007:	0.016552840909091	0.881696022727273	0.101751136363636		1
000008:	0.017171022727273	0.919736931818182	0.063092045454545		1
000009:	0.019247727272727	0.936658522727273	0.044093750000000		1
000010:	0.018586363636364	0.951851704545455	0.029561931818182		1
000011:	0.256216477272727	0.562870454545455	0.180913068181818		1
000012:	0.647363068181818	0.319590340909091	0.033046590909091		1
000013:	0.848022159090909	0.127849431818182	0.024128409090909		1
000014:	0.240525568181818	0.715154545454545	0.044319886363636		1
000015:	0.102819318181818	0.877510227272727	0.019670454545455		1
000016:	0.134671022727273	0.815660227272727	0.049668750000000		1
000017:	0.239988636363636	0.726049431818182	0.033961931818182		1
000018:	0.868836363636364	0.107542045454545	0.023621590909091		1
000019:	0.504151704545455	0.459859090909091	0.035989204545455		1
000020:	0.311148863636364	0.639445454545455	0.049405681818182		1
000021:	0.814044318181818	0.091438636363636	0.094517045454545		1
000022:	0.458597159090909	0.525566477272727	0.015836363636364		1
000023:	0.689603977272727	0.243957386363636	0.066438636363636		1
000024:	0.519660227272727	0.453608522727273	0.026731250000000		1
000025:	0.816359090909091	0.158540340909091	0.025100568181818		1
000026:	0.808767045454545	0.172443750000000	0.018789204545455		1
000027:	0.898898863636364	0.086559659090909	0.014541477272727		1
000028:	0.283686363636364	0.536694318181818	0.179619318181818		1
000029:	0.614369886363636	0.334995454545455	0.050634659090909		1
000030:	0.486918181818182	0.388939204545455	0.124142613636364		1
000031:	0.937197727272727	0.049017045454545	0.013785227272727		1
000032:	0.776214772727273	0.173467613636364	0.050317613636364		1
000033:	0.539872159090909	0.388009659090909	0.072118181818182		1
000034:	0.261059090909091	0.695769886363636	0.043171022727273		1
000035:	0.822230681818182	0.095686363636364	0.082082954545455		1
000036:	0.426614772727273	0.502517045454545	0.070868181818182		1
000037:	0.678032386363636	0.303773863636364	0.018193750000000		1
000038:	0.546288636363636	0.291384090909091	0.162327272727273		1
000039:	0.836188636363636	0.143372159090909	0.020439204545455		1
000040:	0.313496590909091	0.615736363636364	0.070767045454545		1
000041:	0.671950568181818	0.300280681818182	0.027768750000000		1
000042:	0.874869886363636	0.102025000000000	0.023105113636364		1
000043:	0.180408522727273	0.782206818181818	0.037384659090909		1
000044:	0.508707954545455	0.451717045454545	0.039575000000000		1
000045:	0.880942045454545	0.106776136363636	0.012281818181818		1
000046:	0.724301704545455	0.153861363636364	0.121836931818182		1
000047:	0.442919318181818	0.466388068181818	0.090692613636364		1
000048:	0.046647727272727	0.919001704545455	0.034350568181818		1
000049:	0.154694318181818	0.817761931818182	0.027543750000000		1
000050:	0.366530113636364	0.577384090909091	0.056085795454545		1
