Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	
000001:	0.010142613636364	0.696600000000000	0.185293750000000	0.107963636363636		1
000002:	0.005814204545455	0.905703977272727	0.031186931818182	0.057294886363636		1
000003:	0.016413068181818	0.873147159090909	0.037393750000000	0.073046022727273		1
000004:	0.006407386363636	0.934268750000000	0.027253977272727	0.032069886363636		1
000005:	0.005513636363636	0.885347727272727	0.083886931818182	0.025251704545455		1
000006:	0.021186363636364	0.882846022727273	0.054647727272727	0.041319886363636		1
000007:	0.007273863636364	0.816796590909091	0.023743181818182	0.152186363636364		1
000008:	0.006922159090909	0.922959090909091	0.033491477272727	0.036627272727273		1
000009:	0.008086931818182	0.906950000000000	0.050132386363636	0.034830681818182		1
000010:	0.007307386363636	0.878604545454545	0.071606818181818	0.042481250000000		1
000011:	0.102385227272727	0.627878409090909	0.149999431818182	0.119736931818182		1
000012:	0.161732954545455	0.255921022727273	0.543566477272727	0.038779545454545		1
000013:	0.394296022727273	0.194247727272727	0.375888636363636	0.035567613636364		1
000014:	0.147732954545455	0.722681818181818	0.096565340909091	0.033019886363636		1
000015:	0.036216477272727	0.801598863636364	0.138919886363636	0.023264772727273		1
000016:	0.074208522727273	0.784375000000000	0.105766477272727	0.035650000000000		1
000017:	0.036642045454545	0.465756818181818	0.436806250000000	0.060794886363636		1
000018:	0.212117613636364	0.114706250000000	0.644813068181818	0.028363068181818		1
000019:	0.168518181818182	0.488657954545455	0.291468181818182	0.051355681818182		1
000020:	0.041213068181818	0.586901136363636	0.339910795454545	0.031975000000000		1
000021:	0.041215340909091	0.080023295454545	0.797707954545455	0.081053409090909		1
000022:	0.063158522727273	0.300887500000000	0.615913636363636	0.020040340909091		1
000023:	0.202827840909091	0.306079545454545	0.387692613636364	0.103400000000000		1
000024:	0.214363636363636	0.481022159090909	0.273437500000000	0.031176704545455		1
000025:	0.415335795454545	0.189221022727273	0.355061931818182	0.040381250000000		1
000026:	0.083825000000000	0.127423863636364	0.761965340909091	0.026785795454545		1
000027:	0.111175568181818	0.094092613636364	0.779626704545455	0.015105113636364		1
000028:	0.036614204545455	0.422612500000000	0.357726136363636	0.183047159090909		1
000029:	0.103770454545455	0.341501136363636	0.523154545454545	0.031573863636364		1
000030:	0.229871590909091	0.535696590909091	0.175577272727273	0.058854545454545		1
000031:	0.132210227272727	0.063324431818182	0.782509659090909	0.021955681818182		1
000032:	0.048410227272727	0.086051136363636	0.816617613636364	0.048921022727273		1
000033:	0.062419318181818	0.188622727272727	0.657071590909091	0.091886363636364		1
000034:	0.083170454545455	0.726975568181818	0.165210227272727	0.024643750000000		1
000035:	0.116875568181818	0.103022727272727	0.682347159090909	0.097754545454545		1
000036:	0.043393750000000	0.453753409090909	0.434515909090909	0.068336931818182		1
000037:	0.070905113636364	0.161448863636364	0.747049431818182	0.020596590909091		1
000038:	0.380513068181818	0.304370454545455	0.156377272727273	0.158739204545455		1
000039:	0.238275568181818	0.191296022727273	0.540940340909091	0.029488068181818		1
000040:	0.145968181818182	0.848139204545455	0.005253977272727	0.000638636363636		1
000041:	0.081349431818182	0.263240340909091	0.623577840909091	0.031832386363636		1
000042:	0.260721590909091	0.121350000000000	0.587712500000000	0.030215909090909		1
000043:	0.056515909090909	0.624221590909091	0.265902840909091	0.053359659090909		1
000044:	0.062786363636364	0.306403409090909	0.596873295454545	0.033936931818182		1
000045:	0.062864772727273	0.073001136363636	0.846211931818182	0.017922159090909		1
000046:	0.226360227272727	0.140459090909091	0.518030113636364	0.115150568181818		1
000047:	0.119914204545455	0.392031250000000	0.387285227272727	0.100769318181818		1
000048:	0.024823863636364	0.886773863636364	0.059655681818182	0.028746590909091		1
000049:	0.056982386363636	0.737226704545455	0.173867045454545	0.031923863636364		1
