30000	4	3	
0	0	0	0	0	0	0	0	0	0	0	0	
-0.814011	0.09285	0.00727015	2.59827	0.262611	-0.100144	5.36794	-0.0112771	-0.107161	13.116	-0.0137113	-0.269783	
-5.14078	-0.0283952	0.125263	-5.60973	0.22469	0.0866736	14.2114	-0.0783613	-0.277665	6.29079	-0.0729808	-0.11062	
5.99012	-0.0257708	-0.111802	-3.31152	0.0277987	0.0763932	8.29749	0.237097	-0.207073	8.38181	0.0686453	-0.17887	
2.62552	0.0665805	-0.0532047	2.57753	0.0968429	-0.0581214	11.1839	0.0304616	-0.229588	-0.147965	0.124381	-0.00651602	
9.23729	-0.0332125	-0.175881	10.9921	0.0708679	-0.232462	13.3046	-0.0795495	-0.254172	12.7826	0.104021	-0.276496	
6.39071	-0.134238	-0.0969572	1.4918	0.0697402	-0.0291047	14.9379	-0.0420363	-0.293552	0.165716	0.042788	0.0037306	
-0.496167	-0.0535797	0.0364319	9.82183	0.00356556	-0.194134	3.95336	0.0786496	-0.0828203	14.3061	0.0784627	-0.300493	
0.771754	0.0286464	-0.00646096	-0.938597	0.0752355	0.0220754	0.935814	-0.108871	0.0149068	20.0577	0.156069	-0.436359	
-2.68511	0.0186271	0.0702553	5.64704	0.160111	-0.131904	4.8349	0.00803934	-0.0876583	5.27921	0.0754843	-0.108239	
1.09868	0.0333581	-0.0122262	16.1807	0.0869297	-0.34193	16.676	0.0616106	-0.347414	12.1741	0.0601875	-0.249444	
-8.25896	-0.0975658	0.209494	7.62812	0.104943	-0.163928	11.3455	-0.0626374	-0.214144	10.4549	0.0572756	-0.211839	
-6.64607	-0.0231922	0.162695	-1.16313	-0.0670078	0.0536143	7.07665	0.107618	-0.152813	10.2369	0.0373939	-0.20472	
-7.84767	-0.110155	0.203696	1.50702	0.2282	-0.0558321	19.5903	0.119893	-0.420684	17.5684	0.0430313	-0.360965	
-1.10569	0.0567196	0.0304429	3.54492	0.076819	-0.0732406	6.67216	0.10616	-0.142934	14.6462	0.241363	-0.334601	
-0.84676	-0.0873764	0.0496813	2.44855	-0.00422982	-0.0364913	9.537	0.084464	-0.20018	10.7785	0.0149851	-0.211821	
4.57111	0.00544178	-0.0802292	0.967456	0.0682059	-0.0158768	6.26679	-0.0478995	-0.106186	10.7263	0.0673543	-0.221492	
3.19367	0.0253936	-0.0543868	0.937163	0.149497	-0.0292236	14.0412	0.164995	-0.310306	14.0295	-0.0424281	-0.271079	
2.60126	-0.0325768	-0.0324654	-7.2123	0.0856367	0.154937	5.08334	0.0645747	-0.103561	11.1178	-0.0168946	-0.214257	
7.76182	0.0219927	-0.150521	-4.28879	0.143781	0.0830067	21.7505	0.0403974	-0.452645	4.95421	0.016497	-0.087792	
11.7207	0.139875	-0.255247	-5.14335	0.0230295	0.123599	11.1424	0.0311459	-0.22459	11.7366	0.0455376	-0.237874	
3.71408	-0.0664583	-0.0486453	-1.44907	0.0549007	0.0376077	16.9921	-0.045362	-0.336119	6.4414	0.128505	-0.138302	
-13.8706	0.0120769	0.309212	-1.58914	0.0118461	0.0479566	-0.0937984	-0.0157818	0.0221025	17.7285	0.168869	-0.386267	
