Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	
000001:	0.103800568181818	0.896199431818182		1
000002:	0.016601704545455	0.983398295454545		1
000003:	0.097635795454545	0.902364204545455		1
000004:	0.021405113636364	0.978594886363636		1
000005:	0.041583522727273	0.958416477272727		1
000006:	0.109918181818182	0.890081818181818		1
000007:	0.018609090909091	0.981390909090909		1
000008:	0.057836931818182	0.942163068181818		1
000009:	0.082128977272727	0.917871022727273		1
000010:	0.146446590909091	0.853553409090909		1
000011:	0.093593750000000	0.906406250000000		1
000012:	0.731140340909091	0.268859659090909		1
000013:	0.911702840909091	0.088297159090909		1
000014:	0.095949431818182	0.904050568181818		1
000015:	0.233247727272727	0.766752272727273		1
000016:	0.072675568181818	0.927324431818182		1
000017:	0.277082954545455	0.722917045454545		1
000018:	0.965397159090909	0.034602840909091		1
000019:	0.737846022727273	0.262153977272727		1
000020:	0.298590909090909	0.701409090909091		1
000021:	0.833313636363636	0.166686363636364		1
000022:	0.492991477272727	0.507008522727273		1
000023:	0.562886931818182	0.437113068181818		1
000024:	0.147837500000000	0.852162500000000		1
000025:	0.790784090909091	0.209215909090909		1
000026:	0.904402840909091	0.095597159090909		1
000027:	0.960419886363636	0.039580113636364		1
000028:	0.088987500000000	0.911012500000000		1
000029:	0.500501136363636	0.499498863636364		1
000030:	0.367992613636364	0.632007386363636		1
000031:	0.977541477272727	0.022458522727273		1
000032:	0.886264772727273	0.113735227272727		1
000033:	0.585456250000000	0.414543750000000		1
000034:	0.042952272727273	0.957047727272727		1
000035:	0.672653409090909	0.327346590909091		1
000036:	0.284473295454545	0.715526704545455		1
000037:	0.882538636363636	0.117461363636364		1
000038:	0.532402840909091	0.467597159090909		1
000039:	0.899556250000000	0.100443750000000		1
000040:	0.066187500000000	0.933812500000000		1
000041:	0.798663068181818	0.201336931818182		1
000042:	0.906958522727273	0.093041477272727		1
000043:	0.093688636363636	0.906311363636364		1
000044:	0.690132954545455	0.309867045454545		1
000045:	0.976559090909091	0.023440909090909		1
000046:	0.873481250000000	0.126518750000000		1
000047:	0.536163068181818	0.463836931818182		1
000048:	0.031680113636364	0.968319886363636		1
000049:	0.630727272727273	0.369272727272727		1
000050:	0.700684659090909	0.299315340909091		1
000051:	0.027602272727273	0.972397727272727		1
000052:	0.027793181818182	0.972206818181818		1
000053:	0.767709090909091	0.232290909090909		1
000054:	0.928071022727273	0.071928977272727		1
000055:	0.096838068181818	0.903161931818182		1
000056:	0.548325568181818	0.451674431818182		1
000057:	0.706807954545455	0.293192045454545		1
000058:	0.906861931818182	0.093138068181818		1
000059:	0.964271022727273	0.035728977272727		1
000060:	0.263790909090909	0.736209090909091		1
000061:	0.733486931818182	0.266513068181818		1
000062:	0.077515340909091	0.922484659090909		1
000063:	0.020652840909091	0.979347159090909		1
000064:	0.009857386363636	0.990142613636364		1
000065:	0.076093181818182	0.923906818181818		1
000066:	0.843362500000000	0.156637500000000		1
000067:	0.020950568181818	0.979049431818182		1
000068:	0.950060227272727	0.049939772727273		1
000069:	0.903184659090909	0.096815340909091		1
000070:	0.385893181818182	0.614106818181818		1
000071:	0.930876704545455	0.069123295454545		1
000072:	0.099255681818182	0.900744318181818		1
000073:	0.179532386363636	0.820467613636364		1
000074:	0.958652840909091	0.041347159090909		1
000075:	0.700296022727273	0.299703977272727		1
000076:	0.418457386363636	0.581542613636364		1
000077:	0.213746022727273	0.786253977272727		1
000078:	0.033596590909091	0.966403409090909		1
000079:	0.900077840909091	0.099922159090909		1
000080:	0.889363636363636	0.110636363636364		1
000081:	0.170523863636364	0.829476136363636		1
000082:	0.202701136363636	0.797298863636364		1
000083:	0.654672727272727	0.345327272727273		1
000084:	0.051376136363636	0.948623863636364		1
000085:	0.410047159090909	0.589952840909091		1
000086:	0.289275000000000	0.710725000000000		1
000087:	0.839690909090909	0.160309090909091		1
000088:	0.942839772727273	0.057160227272727		1
000089:	0.894076704545455	0.105923295454545		1
000090:	0.959810227272727	0.040189772727273		1
000091:	0.856927840909091	0.143072159090909		1
000092:	0.736490909090909	0.263509090909091		1
000093:	0.670179545454545	0.329820454545455		1
000094:	0.916115909090909	0.083884090909091		1
000095:	0.107842613636364	0.892157386363636		1
000096:	0.045368181818182	0.954631818181818		1
000097:	0.947294318181818	0.052705681818182		1
000098:	0.923725000000000	0.076275000000000		1
000099:	0.402053977272727	0.597946022727273		1
000100:	0.047608522727273	0.952391477272727		1
000101:	0.890983522727273	0.109016477272727		1
000102:	0.678384090909091	0.321615909090909		1
000103:	0.528610795454545	0.471389204545455		1
000104:	0.410139772727273	0.589860227272727		1
000105:	0.931217613636364	0.068782386363636		1
000106:	0.885751136363636	0.114248863636364		1
000107:	0.285838636363636	0.714161363636364		1
000108:	0.360862500000000	0.639137500000000		1
000109:	0.565371590909091	0.434628409090909		1
000110:	0.797301136363636	0.202698863636364		1
000111:	0.103773295454545	0.896226704545455		1
000112:	0.874431250000000	0.125568750000000		1
000113:	0.370189772727273	0.629810227272727		1
000114:	0.745880681818182	0.254119318181818		1
000115:	0.679594886363636	0.320405113636364		1
000116:	0.065898295454545	0.934101704545454		1
000117:	0.722607954545455	0.277392045454545		1
000118:	0.056692613636364	0.943307386363636		1
000119:	0.914319318181818	0.085680681818182		1
000120:	0.206344318181818	0.793655681818182		1
000121:	0.750217613636364	0.249782386363636		1
000122:	0.917721590909091	0.082278409090909		1
000123:	0.181798863636364	0.818201136363636		1
000124:	0.739513068181818	0.260486931818182		1
000125:	0.020081818181818	0.979918181818182		1
000126:	0.019088068181818	0.980911931818182		1
000127:	0.234210795454545	0.765789204545455		1
000128:	0.167492613636364	0.832507386363636		1
000129:	0.979410227272727	0.020589772727273		1
000130:	0.115464204545455	0.884535795454545		1
000131:	0.772965909090909	0.227034090909091		1
000132:	0.206858522727273	0.793141477272727		1
000133:	0.342493181818182	0.657506818181818		1
000134:	0.764913068181818	0.235086931818182		1
000135:	0.984175568181818	0.015824431818182		1
000136:	0.258183522727273	0.741816477272727		1
000137:	0.973810795454545	0.026189204545455		1
000138:	0.234794886363636	0.765205113636364		1
000139:	0.499178977272727	0.500821022727273		1
000140:	0.965342613636364	0.034657386363636		1
000141:	0.019168181818182	0.980831818181818		1
000142:	0.948028977272727	0.051971022727273		1
000143:	0.690500000000000	0.309500000000000		1
000144:	0.490131250000000	0.509868750000000		1
000145:	0.054692045454545	0.945307954545455		1
000146:	0.699908522727273	0.300091477272727		1
000147:	0.149051136363636	0.850948863636364		1
000148:	0.139471022727273	0.860528977272727		1
000149:	0.217488636363636	0.782511363636364		1
000150:	0.951542045454545	0.048457954545455		1
000151:	0.078188068181818	0.921811931818182		1
000152:	0.277757954545455	0.722242045454545		1
000153:	0.841497159090909	0.158502840909091		1
000154:	0.024033522727273	0.975966477272727		1
000155:	0.453494886363636	0.546505113636364		1
000156:	0.386583522727273	0.613416477272727		1
000157:	0.033618181818182	0.966381818181818		1
000158:	0.123125568181818	0.876874431818182		1
000159:	0.310353977272727	0.689646022727273		1
000160:	0.014312500000000	0.985687500000000		1
000161:	0.036221590909091	0.963778409090909		1
000162:	0.704885227272727	0.295114772727273		1
000163:	0.101647159090909	0.898352840909091		1
000164:	0.010910795454545	0.989089204545455		1
000165:	0.026832386363636	0.973167613636364		1
000166:	0.093020454545455	0.906979545454545		1
000167:	0.082322727272727	0.917677272727273		1
000168:	0.384018181818182	0.615981818181818		1
000169:	0.709521590909091	0.290478409090909		1
000170:	0.111988068181818	0.888011931818182		1
000171:	0.075589772727273	0.924410227272727		1
000172:	0.266130681818182	0.733869318181818		1
000173:	0.309379545454545	0.690620454545455		1
000174:	0.963371590909091	0.036628409090909		1
000175:	0.124157954545455	0.875842045454545		1
000176:	0.416224431818182	0.583775568181818		1
000177:	0.764652272727273	0.235347727272727		1
000178:	0.687007954545454	0.312992045454545		1
000179:	0.121763636363636	0.878236363636364		1
000180:	0.138214204545455	0.861785795454545		1
000181:	0.027077840909091	0.972922159090909		1
000182:	0.704204545454545	0.295795454545455		1
000183:	0.041192613636364	0.958807386363636		1
000184:	0.430604545454545	0.569395454545455		1
000185:	0.840447159090909	0.159552840909091		1
000186:	0.100809659090909	0.899190340909091		1
000187:	0.167506250000000	0.832493750000000		1
000188:	0.027954545454545	0.972045454545455		1
000189:	0.127867613636364	0.872132386363636		1
000190:	0.178594318181818	0.821405681818182		1
000191:	0.529059659090909	0.470940340909091		1
000192:	0.816679545454545	0.183320454545455		1
000193:	0.752013068181818	0.247986931818182		1
000194:	0.636609659090909	0.363390340909091		1
000195:	0.906823295454545	0.093176704545455		1
000196:	0.014545454545455	0.985454545454545		1
000197:	0.246865340909091	0.753134659090909		1
000198:	0.797619886363636	0.202380113636364		1
000199:	0.039505681818182	0.960494318181818		1
000200:	0.042621022727273	0.957378977272727		1
000201:	0.027977840909091	0.972022159090909		1
000202:	0.607085227272727	0.392914772727273		1
000203:	0.042922159090909	0.957077840909091		1
000204:	0.025910227272727	0.974089772727273		1
000205:	0.048011363636364	0.951988636363636		1
000206:	0.410911363636364	0.589088636363636		1
000207:	0.665542045454545	0.334457954545455		1
000208:	0.165728977272727	0.834271022727273		1
000209:	0.082734090909091	0.917265909090909		1
000210:	0.304687500000000	0.695312500000000		1
000211:	0.059037500000000	0.940962500000000		1
000212:	0.017662500000000	0.982337500000000		1
000213:	0.028488068181818	0.971511931818182		1
000214:	0.062451704545455	0.937548295454545		1
000215:	0.406310227272727	0.593689772727273		1
000216:	0.040970454545455	0.959029545454545		1
000217:	0.041793750000000	0.958206250000000		1
000218:	0.027871590909091	0.972128409090909		1
000219:	0.012827272727273	0.987172727272727		1
000220:	0.011557954545455	0.988442045454546		1
000221:	0.023311931818182	0.976688068181818		1
000222:	0.017430113636364	0.982569886363636		1
000223:	0.550018181818182	0.449981818181818		1
000224:	0.961989772727273	0.038010227272727		1
000225:	0.971622159090909	0.028377840909091		1
000226:	0.453619886363636	0.546380113636364		1
000227:	0.956594886363636	0.043405113636364		1
000228:	0.808047727272727	0.191952272727273		1
000229:	0.887577840909091	0.112422159090909		1
000230:	0.025805113636364	0.974194886363636		1
000231:	0.872819886363636	0.127180113636364		1
000232:	0.052344886363636	0.947655113636364		1
000233:	0.897214772727273	0.102785227272727		1
000234:	0.961836931818182	0.038163068181818		1
000235:	0.983172727272727	0.016827272727273		1
000236:	0.215694318181818	0.784305681818182		1
000237:	0.962362500000000	0.037637500000000		1
000238:	0.043278977272727	0.956721022727273		1
000239:	0.737663636363636	0.262336363636364		1
000240:	0.058005681818182	0.941994318181818		1
000241:	0.578457386363636	0.421542613636364		1
000242:	0.957280113636364	0.042719886363636		1
000243:	0.294664772727273	0.705335227272727		1
000244:	0.103117613636364	0.896882386363636		1
000245:	0.427940909090909	0.572059090909091		1
000246:	0.910730113636364	0.089269886363636		1
000247:	0.591460227272727	0.408539772727273		1
000248:	0.337231818181818	0.662768181818182		1
000249:	0.918774431818182	0.081225568181818		1
000250:	0.983419886363636	0.016580113636364		1
000251:	0.876397159090909	0.123602840909091		1
000252:	0.122877840909091	0.877122159090909		1
000253:	0.832021590909091	0.167978409090909		1
000254:	0.232629545454545	0.767370454545454		1
000255:	0.535625000000000	0.464375000000000		1
000256:	0.729659659090909	0.270340340909091		1
000257:	0.025194318181818	0.974805681818182		1
000258:	0.214448295454545	0.785551704545455		1
000259:	0.146555113636364	0.853444886363636		1
000260:	0.773228977272727	0.226771022727273		1
000261:	0.486732386363636	0.513267613636364		1
000262:	0.106148863636364	0.893851136363636		1
000263:	0.145323295454545	0.854676704545455		1
000264:	0.031798295454545	0.968201704545455		1
000265:	0.044813636363636	0.955186363636364		1
000266:	0.796367045454546	0.203632954545455		1
000267:	0.895413636363636	0.104586363636364		1
000268:	0.223156818181818	0.776843181818182		1
000269:	0.974737500000000	0.025262500000000		1
000270:	0.085726704545455	0.914273295454545		1
000271:	0.871831250000000	0.128168750000000		1
000272:	0.533964204545455	0.466035795454545		1
000273:	0.716160227272727	0.283839772727273		1
000274:	0.771813068181818	0.228186931818182		1
000275:	0.894667045454545	0.105332954545455		1
000276:	0.025418181818182	0.974581818181818		1
000277:	0.933516477272727	0.066483522727273		1
000278:	0.742450000000000	0.257550000000000		1
000279:	0.983380113636364	0.016619886363636		1
000280:	0.264576704545455	0.735423295454545		1
000281:	0.891159090909091	0.108840909090909		1
000282:	0.813248295454545	0.186751704545455		1
000283:	0.023053977272727	0.976946022727273		1
000284:	0.694843750000000	0.305156250000000		1
000285:	0.943643181818182	0.056356818181818		1
000286:	0.939493750000000	0.060506250000000		1
000287:	0.940665909090909	0.059334090909091		1
000288:	0.649821022727273	0.350178977272727		1
000289:	0.066121590909091	0.933878409090909		1
000290:	0.029601136363636	0.970398863636364		1
000291:	0.228649431818182	0.771350568181818		1
000292:	0.016805113636364	0.983194886363636		1
000293:	0.045928409090909	0.954071590909091		1
000294:	0.195845454545455	0.804154545454545		1
000295:	0.539611931818182	0.460388068181818		1
000296:	0.094373863636364	0.905626136363636		1
000297:	0.254723863636364	0.745276136363636		1
000298:	0.976897727272727	0.023102272727273		1
000299:	0.675312500000000	0.324687500000000		1
000300:	0.229751704545455	0.770248295454545		1
000301:	0.230122159090909	0.769877840909091		1
000302:	0.083364204545455	0.916635795454545		1
000303:	0.092713636363636	0.907286363636364		1
000304:	0.035000568181818	0.964999431818182		1
000305:	0.022763068181818	0.977236931818182		1
000306:	0.132489204545455	0.867510795454545		1
000307:	0.011021022727273	0.988978977272727		1
000308:	0.027782954545455	0.972217045454545		1
000309:	0.663521022727273	0.336478977272727		1
000310:	0.071462500000000	0.928537500000000		1
000311:	0.097647727272727	0.902352272727273		1
000312:	0.939774431818182	0.060225568181818		1
000313:	0.911985795454546	0.088014204545455		1
000314:	0.883911931818182	0.116088068181818		1
000315:	0.908905113636364	0.091094886363636		1
000316:	0.726292613636364	0.273707386363636		1
000317:	0.737878977272727	0.262121022727273		1
000318:	0.037528977272727	0.962471022727273		1
000319:	0.063510227272727	0.936489772727273		1
000320:	0.068717613636364	0.931282386363636		1
000321:	0.018205113636364	0.981794886363636		1
000322:	0.028660795454545	0.971339204545455		1
000323:	0.642030681818182	0.357969318181818		1
000324:	0.013954545454545	0.986045454545455		1
000325:	0.119855681818182	0.880144318181818		1
000326:	0.161303409090909	0.838696590909091		1
000327:	0.036482954545455	0.963517045454545		1
000328:	0.009609090909091	0.990390909090909		1
000329:	0.114506250000000	0.885493750000000		1
000330:	0.013172727272727	0.986827272727273		1
000331:	0.027518750000000	0.972481250000000		1
000332:	0.028621022727273	0.971378977272727		1
000333:	0.077147727272727	0.922852272727273		1
000334:	0.026034090909091	0.973965909090909		1
000335:	0.299697159090909	0.700302840909091		1
000336:	0.019330681818182	0.980669318181818		1
000337:	0.039823295454545	0.960176704545455		1
000338:	0.031234090909091	0.968765909090909		1
000339:	0.020000568181818	0.979999431818182		1
000340:	0.027208522727273	0.972791477272727		1
000341:	0.080451704545455	0.919548295454545		1
000342:	0.018631818181818	0.981368181818182		1
000343:	0.115665909090909	0.884334090909091		1
000344:	0.026584659090909	0.973415340909091		1
000345:	0.012483522727273	0.987516477272727		1
000346:	0.056533522727273	0.943466477272727		1
000347:	0.023106250000000	0.976893750000000		1
000348:	0.012227272727273	0.987772727272727		1
000349:	0.042953977272727	0.957046022727273		1
000350:	0.022592045454545	0.977407954545455		1
000351:	0.015011363636364	0.984988636363636		1
000352:	0.030109659090909	0.969890340909091		1
000353:	0.015705681818182	0.984294318181818		1
000354:	0.013545454545455	0.986454545454545		1
000355:	0.024330113636364	0.975669886363636		1
000356:	0.539010227272727	0.460989772727273		1
000357:	0.956286363636364	0.043713636363636		1
000358:	0.866210795454545	0.133789204545455		1
