Estimated Clustering Probabilities for Samples
Sample	***Cluster  01***	***Cluster  02***	***Cluster  03***	***Cluster  04***	***Cluster  05***	***Cluster  06***	***Cluster  07***	
000001:	0.113450000000000	0.164342045454545	0.074405113636364	0.365602272727273	0.093147727272727	0.029000000000000	0.160052840909091		1
000002:	0.150724431818182	0.054106818181818	0.269111363636364	0.062724431818182	0.391965340909091	0.025668750000000	0.045698863636364		1
000003:	0.055925568181818	0.108959090909091	0.578351136363636	0.138934659090909	0.051694886363636	0.034232386363636	0.031902272727273		1
000004:	0.462534090909091	0.029578409090909	0.223103977272727	0.057176704545455	0.128569886363636	0.075811363636364	0.023225568181818		1
000005:	0.064023295454545	0.120589204545455	0.553337500000000	0.037419886363636	0.120525568181818	0.016545454545455	0.087559090909091		1
000006:	0.495327272727273	0.038881818181818	0.106526136363636	0.138685795454545	0.107094318181818	0.059314772727273	0.054169886363636		1
000007:	0.043753409090909	0.089567045454545	0.490726704545455	0.092770454545455	0.222413636363636	0.029276704545455	0.031492045454545		1
000008:	0.087086931818182	0.059504545454545	0.352819886363636	0.055164204545455	0.365584659090909	0.034791477272727	0.045048295454545		1
000009:	0.274359659090909	0.023878409090909	0.570629545454545	0.020951704545455	0.059333522727273	0.016248863636364	0.034598295454545		1
000010:	0.097355113636364	0.038646590909091	0.593938068181818	0.054542045454545	0.069660227272727	0.032138636363636	0.113719318181818		1
000011:	0.168463636363636	0.084851704545455	0.154875000000000	0.372270454545455	0.105114772727273	0.033712500000000	0.080711931818182		1
000012:	0.130110795454545	0.324665909090909	0.150265909090909	0.027026136363636	0.034694886363636	0.059740340909091	0.273496022727273		1
000013:	0.221497727272727	0.232650568181818	0.060982386363636	0.029971022727273	0.041823863636364	0.303656250000000	0.109418181818182		1
000014:	0.898639204545455	0.013851704545455	0.020166477272727	0.013518750000000	0.025662500000000	0.010190340909091	0.017971022727273		1
000015:	0.095631250000000	0.119082386363636	0.654976136363636	0.018472159090909	0.050160795454545	0.023689772727273	0.037987500000000		1
000016:	0.864931818181818	0.030006818181818	0.033651136363636	0.020152840909091	0.022971022727273	0.013158522727273	0.015127840909091		1
000017:	0.116438068181818	0.150088636363636	0.249787500000000	0.052114204545455	0.069225568181818	0.017631250000000	0.344714772727273		1
000018:	0.075439772727273	0.115049431818182	0.058189772727273	0.027686363636364	0.040160227272727	0.392289204545455	0.291185227272727		1
000019:	0.039197727272727	0.291755681818182	0.445415909090909	0.032392045454545	0.035387500000000	0.119877272727273	0.035973863636364		1
000020:	0.280785227272727	0.129308522727273	0.221103977272727	0.142360227272727	0.045942045454545	0.026378977272727	0.154121022727273		1
000021:	0.025660227272727	0.579122727272727	0.028121022727273	0.179203977272727	0.015479545454545	0.014831250000000	0.157581250000000		1
000022:	0.090304545454545	0.540670454545455	0.152881818181818	0.028368750000000	0.034205113636364	0.033543181818182	0.120026136363636		1
000023:	0.046208522727273	0.537992045454545	0.095853409090909	0.162235227272727	0.038750000000000	0.033580113636364	0.085380681818182		1
000024:	0.878364772727273	0.021376136363636	0.021335227272727	0.017450000000000	0.017910227272727	0.018367045454545	0.025196590909091		1
000025:	0.123911931818182	0.628365340909091	0.032164204545455	0.028040909090909	0.049050568181818	0.088188068181818	0.050278977272727		1
000026:	0.038159090909091	0.675863068181818	0.068434090909091	0.045789204545455	0.022343181818182	0.037904545454545	0.111506818181818		1
000027:	0.037044318181818	0.039788636363636	0.032068750000000	0.013607954545455	0.016568750000000	0.031754545454545	0.829167045454545		1
000028:	0.065410795454545	0.170393181818182	0.157738068181818	0.363448295454545	0.080939204545455	0.018319318181818	0.143751136363636		1
000029:	0.164090909090909	0.182369886363636	0.179173863636364	0.096601704545455	0.111039204545455	0.038772159090909	0.227952272727273		1
000030:	0.122772159090909	0.512321022727273	0.137900000000000	0.088132954545455	0.053151704545455	0.046468750000000	0.039253409090909		1
000031:	0.056358522727273	0.264123863636364	0.058478977272727	0.021223295454545	0.044057386363636	0.137228409090909	0.418529545454545		1
000032:	0.094535795454545	0.106353409090909	0.054656818181818	0.076247159090909	0.041941477272727	0.033685795454545	0.592579545454545		1
000033:	0.062865909090909	0.515217045454545	0.094477272727273	0.096214772727273	0.055019318181818	0.022035227272727	0.154170454545455		1
000034:	0.883494886363636	0.011390909090909	0.032040340909091	0.015697727272727	0.019406250000000	0.011687500000000	0.026282386363636		1
000035:	0.045531818181818	0.262742045454545	0.089955113636364	0.093946022727273	0.230204545454545	0.082344318181818	0.195276136363636		1
000036:	0.006888636363636	0.002382954545455	0.003180113636364	0.693265909090909	0.005580681818182	0.026035227272727	0.262666477272727		1
000037:	0.106756818181818	0.059777272727273	0.139957386363636	0.027176136363636	0.034919318181818	0.031668750000000	0.599744318181818		1
000038:	0.080894886363636	0.409836363636364	0.155513636363636	0.134503977272727	0.123946022727273	0.051146022727273	0.044159090909091		1
000039:	0.280623863636364	0.413760227272727	0.064647727272727	0.023081250000000	0.109207954545455	0.040880113636364	0.067798863636364		1
000040:	0.728778409090909	0.027135227272727	0.038395454545455	0.026271022727273	0.123447159090909	0.023812500000000	0.032160227272727		1
000041:	0.155348295454545	0.104243181818182	0.141528977272727	0.051113636363636	0.036000568181818	0.034002272727273	0.477763068181818		1
000042:	0.043448863636364	0.034299431818182	0.460078977272727	0.007106250000000	0.007379545454545	0.430528977272727	0.017157954545455		1
000043:	0.108818181818182	0.171648863636364	0.475267613636364	0.058997727272727	0.057698295454545	0.026226704545455	0.101342613636364		1
000044:	0.117967613636364	0.301930113636364	0.196265340909091	0.047969886363636	0.071192613636364	0.029426136363636	0.235248295454545		1
000045:	0.034196590909091	0.132854545454545	0.060760795454545	0.019204545454545	0.029772727272727	0.068947727272727	0.654263068181818		1
000046:	0.071134659090909	0.358552272727273	0.062148295454545	0.162330113636364	0.058780681818182	0.176833522727273	0.110220454545455		1
000047:	0.199987500000000	0.221464772727273	0.095208522727273	0.130631250000000	0.126045454545455	0.082055113636364	0.144607386363636		1
000048:	0.046227840909091	0.139684659090909	0.641044318181818	0.064064204545455	0.064944318181818	0.017880681818182	0.026153977272727		1
000049:	0.073975000000000	0.534271590909091	0.185723295454545	0.043731818181818	0.041841477272727	0.038541477272727	0.081915340909091		1
000050:	0.309926704545455	0.318686363636364	0.076059659090909	0.041312500000000	0.063843750000000	0.082099431818182	0.108071590909091		1
000051:	0.839977840909091	0.025224431818182	0.060552840909091	0.014597727272727	0.031313636363636	0.015067045454545	0.013266477272727		1
000052:	0.847430113636364	0.064785795454545	0.022646022727273	0.012815909090909	0.031694318181818	0.009101704545455	0.011526136363636		1
000053:	0.188080113636364	0.364071022727273	0.140719318181818	0.039738636363636	0.075875000000000	0.081104545454545	0.110411363636364		1
000054:	0.086710227272727	0.214234090909091	0.061537500000000	0.038043750000000	0.144861931818182	0.262723863636364	0.191888636363636		1
000055:	0.210423863636364	0.057635227272727	0.628822159090909	0.022153409090909	0.033677272727273	0.013582954545455	0.033705113636364		1
000056:	0.101038636363636	0.417681250000000	0.304865340909091	0.029315909090909	0.037051136363636	0.028198295454545	0.081849431818182		1
000057:	0.192228977272727	0.283970454545455	0.242317045454545	0.028839204545455	0.059892613636364	0.024661931818182	0.168089772727273		1
000058:	0.021544886363636	0.821964204545454	0.071290340909091	0.013355681818182	0.021575568181818	0.022348863636364	0.027920454545455		1
000059:	0.035742045454545	0.714347727272727	0.044985795454545	0.017218750000000	0.017922159090909	0.043855681818182	0.125927840909091		1
000060:	0.056692045454545	0.615451704545455	0.211543750000000	0.021274431818182	0.028056818181818	0.026370454545455	0.040610795454545		1
000061:	0.003421590909091	0.003321022727273	0.614489204545455	0.369138636363636	0.004368181818182	0.001853409090909	0.003407954545455		1
000062:	0.877734659090909	0.028789204545455	0.029033522727273	0.014425000000000	0.025686363636364	0.008489204545455	0.015842045454545		1
000063:	0.768341477272727	0.022435795454545	0.083626704545455	0.022260795454545	0.058999431818182	0.020818750000000	0.023517045454545		1
000064:	0.786666477272727	0.018920454545455	0.086631818181818	0.056933522727273	0.024675000000000	0.012218181818182	0.013954545454545		1
000065:	0.713594318181818	0.257177840909091	0.006069886363636	0.005776704545455	0.001674431818182	0.005148295454545	0.010558522727273		1
000066:	0.100644886363636	0.253719318181818	0.122823863636364	0.015878409090909	0.028552272727273	0.029313068181818	0.449068181818182		1
000067:	0.837092613636364	0.024668750000000	0.071138068181818	0.028707386363636	0.017468750000000	0.008157386363636	0.012767045454545		1
000068:	0.036439204545455	0.716535795454545	0.069070454545455	0.020880113636364	0.017845454545455	0.028024431818182	0.111204545454545		1
000069:	0.101355113636364	0.514505113636364	0.070794318181818	0.030685227272727	0.028280113636364	0.018470454545455	0.235909659090909		1
000070:	0.241316477272727	0.214965909090909	0.246584659090909	0.082120454545455	0.048039204545455	0.081901704545455	0.085071590909091		1
000071:	0.026334659090909	0.826785227272727	0.036344886363636	0.023744886363636	0.017528409090909	0.017332386363636	0.051929545454545		1
000072:	0.194463636363636	0.237704545454545	0.416439204545455	0.053756818181818	0.032832386363636	0.014765909090909	0.050037500000000		1
000073:	0.053350568181818	0.094038068181818	0.633875568181818	0.027424431818182	0.059801704545455	0.021114772727273	0.110394886363636		1
000074:	0.204482386363636	0.212625000000000	0.074791477272727	0.030230681818182	0.047242045454545	0.220359659090909	0.210268750000000		1
000075:	0.067926136363636	0.110473295454545	0.424255681818182	0.045772727272727	0.044206818181818	0.133565909090909	0.173799431818182		1
000076:	0.033253409090909	0.183267613636364	0.129372159090909	0.376997159090909	0.093864204545455	0.056054545454545	0.127190909090909		1
000077:	0.147857954545455	0.246173863636364	0.110632954545455	0.237731250000000	0.091960795454545	0.076378977272727	0.089264204545455		1
000078:	0.202128977272727	0.207190909090909	0.330405113636364	0.127247159090909	0.053318181818182	0.017692045454545	0.062017613636364		1
000079:	0.043100568181818	0.621416477272727	0.104055113636364	0.051819318181818	0.022531250000000	0.034947727272727	0.122129545454545		1
000080:	0.037773295454545	0.623529545454545	0.103683522727273	0.038347727272727	0.029585795454545	0.089942613636364	0.077137500000000		1
000081:	0.026484090909091	0.123094318181818	0.719250000000000	0.025596590909091	0.035885227272727	0.008747727272727	0.060942045454545		1
000082:	0.072041477272727	0.283234659090909	0.299824431818182	0.023565909090909	0.060532386363636	0.008498863636364	0.252302272727273		1
000083:	0.027122159090909	0.153662500000000	0.582525000000000	0.034999431818182	0.026790340909091	0.025851704545455	0.149048863636364		1
000084:	0.893427840909091	0.016190909090909	0.012751136363636	0.026480113636364	0.019521590909091	0.020698295454545	0.010930113636364		1
000085:	0.117817045454545	0.131590340909091	0.258450000000000	0.091883522727273	0.098981250000000	0.029981250000000	0.271296590909091		1
000086:	0.413306250000000	0.161777272727273	0.138953409090909	0.058438636363636	0.068046590909091	0.069959090909091	0.089518750000000		1
000087:	0.040856818181818	0.691888636363636	0.080089204545455	0.018247727272727	0.025768181818182	0.015256250000000	0.127893181818182		1
000088:	0.040080681818182	0.130139204545455	0.077057954545455	0.051383522727273	0.027940909090909	0.040479545454545	0.632918181818182		1
000089:	0.038397727272727	0.491275568181818	0.034453977272727	0.023664204545455	0.056073295454545	0.015661931818182	0.340473295454545		1
000090:	0.105672727272727	0.536696022727273	0.072342613636364	0.033190340909091	0.037127272727273	0.102636931818182	0.112334090909091		1
000091:	0.053952272727273	0.613649431818182	0.032558522727273	0.085535227272727	0.051311931818182	0.110226704545455	0.052765909090909		1
000092:	0.039972727272727	0.814963636363636	0.045534090909091	0.018103409090909	0.025362500000000	0.023057386363636	0.033006250000000		1
